q,p,fsz,nc,uc,level
125,195,6,2,4,0
126,196,6,2,4,0
127,197,4,2,2,0
128,224,4,2,2,0
129,225,8,2,6,0
130,226,6,2,4,0
131,227,6,2,4,0
132,228,6,2,4,0
133,229,6,2,4,0
134,230,6,2,4,0
135,231,4,2,2,0
136,232,4,2,2,0
137,233,4,2,2,0
138,234,4,2,2,0
139,235,4,2,2,0
140,236,4,2,2,0
141,237,4,2,2,0
142,238,4,2,2,0
143,239,4,2,2,0
144,240,4,2,2,0
145,241,4,2,2,0
146,242,4,2,2,0
147,243,4,2,2,0
148,244,4,2,2,0
149,245,4,2,2,0
150,246,4,2,2,0
151,247,4,2,2,0
152,248,4,2,2,0
153,249,4,2,2,0
154,250,4,2,2,0
155,251,4,2,2,0
156,252,4,2,2,0
157,253,4,2,2,0
158,254,3,1,2,0
159,255,3,1,2,0
160,256,3,1,2,0
161,257,3,1,2,0
162,258,3,1,2,0
163,259,3,1,2,0
164,260,3,1,2,0
165,261,3,1,2,0
166,262,3,1,2,0
167,263,3,1,2,0
168,264,8,2,6,0
169,265,8,2,6,0
170,266,6,2,4,0
171,267,6,2,4,0
172,268,6,2,4,0
173,269,6,2,4,0
174,270,6,2,4,0
175,271,6,2,4,0
176,272,6,2,4,0
177,273,4,2,2,0
178,274,4,2,2,0
179,275,3,1,2,0
180,313,10,2,8,0
181,317,4,2,2,0
182,318,6,2,4,0
183,319,6,2,4,0
184,320,6,2,4,0
185,321,6,2,4,0
186,322,6,2,4,0
187,323,6,2,4,0
188,324,6,2,4,0
189,325,6,2,4,0
190,326,4,2,2,0
191,327,4,2,2,0
192,328,4,2,2,0
193,329,4,2,2,0
194,330,4,2,2,0
195,331,4,2,2,0
196,332,4,2,2,0
197,333,4,2,2,0
198,334,4,2,2,0
199,335,4,2,2,0
200,336,4,2,2,0
201,337,3,1,2,0
202,338,3,1,2,0
203,339,10,2,8,0
204,340,8,2,6,0
205,341,6,2,4,0
206,342,8,2,6,0
207,343,8,2,6,0
208,344,8,2,6,0
209,345,6,2,4,0
210,346,6,2,4,0
211,347,6,2,4,0
212,348,6,2,4,0
213,349,6,2,4,0
214,350,6,2,4,0
215,351,6,2,4,0
216,352,6,2,4,0
217,353,6,2,4,0
218,354,6,2,4,0
219,355,4,2,2,0
220,356,4,2,2,0
221,357,4,2,2,0
222,358,4,2,2,0
223,359,4,2,2,0
224,360,4,2,2,0
225,361,3,1,2,0
226,406,6,2,4,0
227,407,6,2,4,0
228,410,4,2,2,0
229,411,4,2,2,0
230,412,4,2,2,0
231,413,4,2,2,0
232,414,6,2,4,0
233,415,6,2,4,0
234,416,6,2,4,0
235,417,6,2,4,0
236,418,4,2,2,0
237,419,4,2,2,0
238,420,4,2,2,0
239,421,4,2,2,0
240,422,4,2,2,0
241,423,4,2,2,0
242,424,4,2,2,0
243,425,4,2,2,0
244,426,4,2,2,0
245,427,4,2,2,0
246,428,4,2,2,0
247,429,4,2,2,0
248,430,4,2,2,0
249,431,4,2,2,0
250,432,4,2,2,0
251,433,4,2,2,0
252,434,4,2,2,0
253,435,4,2,2,0
254,436,4,2,2,0
255,437,4,2,2,0
256,438,4,2,2,0
257,439,3,1,2,0
258,440,3,1,2,0
259,441,3,1,2,0
260,442,3,1,2,0
261,443,3,1,2,0
262,444,3,1,2,0
263,445,3,1,2,0
264,446,10,2,8,0
265,447,8,2,6,0
266,448,8,2,6,0
267,449,8,2,6,0
268,450,6,2,4,0
269,451,6,2,4,0
270,452,6,2,4,0
271,453,6,2,4,0
272,454,6,2,4,0
273,455,6,2,4,0
274,456,4,2,2,0
275,457,4,2,2,0
276,458,4,2,2,0
277,459,4,2,2,0
278,499,3,1,2,0
279,500,6,2,4,0
280,501,6,2,4,0
281,502,6,2,4,0
282,503,6,2,4,0
283,504,6,2,4,0
284,505,6,2,4,0
285,506,4,2,2,0
286,507,4,2,2,0
287,508,4,2,2,0
288,509,4,2,2,0
289,510,4,2,2,0
290,511,4,2,2,0
291,512,4,2,2,0
292,513,4,2,2,0
293,514,4,2,2,0
294,515,4,2,2,0
295,516,4,2,2,0
296,517,4,2,2,0
297,518,4,2,2,0
298,519,4,2,2,0
299,520,4,2,2,0
300,521,4,2,2,0
301,522,4,2,2,0
302,523,4,2,2,0
303,524,3,1,2,0
304,525,3,1,2,0
305,526,3,1,2,0
306,527,3,1,2,0
307,528,3,1,2,0
308,529,3,1,2,0
309,530,3,1,2,0
310,531,3,1,2,0
311,532,3,1,2,0
312,533,3,1,2,0
313,534,3,1,2,0
314,535,3,1,2,0
315,536,8,2,6,0
316,537,6,2,4,0
317,538,6,2,4,0
318,539,6,2,4,0
319,540,6,2,4,0
320,541,6,2,4,0
321,542,6,2,4,0
322,543,6,2,4,0
323,544,6,2,4,0
324,545,6,2,4,0
325,546,6,2,4,0
326,547,6,2,4,0
327,548,6,2,4,0
328,549,6,2,4,0
329,550,6,2,4,0
330,551,6,2,4,0
331,552,6,2,4,0
332,553,6,2,4,0
333,554,6,2,4,0
334,555,7,2,5,0
335,556,6,2,4,0
336,557,5,2,3,0
337,558,4,2,2,0
338,592,10,2,8,0
339,593,6,2,4,0
340,594,5,2,3,0
341,608,4,2,2,0
342,609,3,1,2,0
343,610,6,2,4,0
344,611,4,2,2,0
345,612,4,2,2,0
346,613,4,2,2,0
347,614,4,2,2,0
348,615,4,2,2,0
349,616,4,2,2,0
350,617,4,2,2,0
351,618,4,2,2,0
352,619,4,2,2,0
353,620,4,2,2,0
354,621,4,2,2,0
355,622,4,2,2,0
356,623,4,2,2,0
357,624,8,2,6,0
358,625,6,2,4,0
359,626,6,2,4,0
360,627,6,2,4,0
361,628,6,2,4,0
362,629,6,2,4,0
363,630,6,2,4,0
364,631,6,2,4,0
365,632,6,2,4,0
366,633,6,2,4,0
367,634,6,2,4,0
368,635,6,2,4,0
369,636,4,2,2,0
370,662,4,2,2,0
371,663,4,2,2,0
372,664,4,2,2,0
373,665,6,2,4,0
374,666,4,2,2,0
375,667,4,2,2,0
376,668,4,2,2,0
377,669,4,2,2,0
378,670,4,2,2,0
379,671,4,2,2,0
380,672,4,2,2,0
381,673,4,2,2,0
382,674,4,2,2,0
383,675,4,2,2,0
384,676,3,1,2,0
385,677,3,1,2,0
386,678,3,2,1,0
387,679,3,2,1,0
388,680,3,1,2,0
389,681,3,1,2,0
390,682,3,1,2,0
391,683,3,1,2,0
392,684,3,1,2,0
393,685,8,2,6,0
394,686,8,2,6,0
395,687,8,2,6,0
396,688,6,2,4,0
397,689,6,2,4,0
398,690,7,2,5,0
399,691,6,2,4,0
400,692,6,2,4,0
401,693,5,2,3,0
402,694,5,2,3,0
403,721,6,2,4,0
404,722,4,2,2,0
405,723,4,2,2,0
406,724,4,2,2,0
407,725,4,2,2,0
408,726,3,1,2,0
409,727,8,2,6,0
410,728,6,2,4,0
411,729,4,2,2,0
412,730,4,2,2,0
413,731,4,2,2,0
414,732,4,2,2,0
415,733,4,2,2,0
416,734,4,2,2,0
417,735,4,2,2,0
418,736,4,2,2,0
419,737,4,2,2,0
420,738,4,2,2,0
421,739,4,2,2,0
422,740,4,2,2,0
423,741,4,2,2,0
424,742,4,2,2,0
425,743,4,2,2,0
426,744,4,2,2,0
427,745,4,2,2,0
428,746,4,2,2,0
429,747,4,2,2,0
430,748,4,2,2,0
431,749,4,2,2,0
432,750,4,2,2,0
433,751,4,2,2,0
434,752,4,2,2,0
435,753,4,2,2,0
436,754,4,2,2,0
437,755,3,2,1,0
438,756,3,1,2,0
439,757,3,1,2,0
440,758,3,1,2,0
441,759,8,2,6,0
442,760,8,2,6,0
443,761,8,2,6,0
444,762,6,2,4,0
445,763,6,2,4,0
446,764,6,2,4,0
447,765,6,2,4,0
448,766,6,2,4,0
449,767,6,2,4,0
450,768,6,2,4,0
451,769,6,2,4,0
452,770,6,2,4,0
453,771,6,2,4,0
454,772,6,2,4,0
455,773,6,2,4,0
456,774,6,2,4,0
457,775,6,2,4,0
458,776,6,2,4,0
459,777,6,2,4,0
460,778,4,2,2,0
461,779,5,2,3,0
462,826,6,2,4,0
463,834,4,2,2,0
464,835,6,2,4,0
465,836,6,2,4,0
466,837,4,2,2,0
467,838,4,2,2,0
468,839,4,2,2,0
469,840,4,2,2,0
470,841,4,2,2,0
471,842,4,2,2,0
472,843,4,2,2,0
473,844,4,2,2,0
474,845,4,2,2,0
475,846,4,2,2,0
476,847,4,2,2,0
477,848,4,2,2,0
478,849,4,2,2,0
479,850,4,2,2,0
480,851,4,2,2,0
481,852,4,2,2,0
482,853,4,2,2,0
483,854,4,2,2,0
484,855,4,2,2,0
485,856,4,2,2,0
486,857,4,2,2,0
487,858,4,2,2,0
488,859,4,2,2,0
489,860,3,1,2,0
490,861,3,1,2,0
491,862,3,1,2,0
492,863,3,1,2,0
493,864,3,1,2,0
494,865,8,2,6,0
495,866,6,2,4,0
496,867,6,2,4,0
497,868,6,2,4,0
498,869,6,2,4,0
499,870,6,2,4,0
500,871,6,2,4,0
501,872,6,2,4,0
502,873,6,2,4,0
503,874,6,2,4,0
504,875,6,2,4,0
505,876,6,2,4,0
506,877,6,2,4,0
507,914,8,2,6,0
508,915,8,2,6,0
509,916,6,2,4,0
510,917,6,2,4,0
511,918,6,2,4,0
512,928,4,2,2,0
513,929,4,2,2,0
514,930,4,2,2,0
515,931,4,2,2,0
516,932,6,2,4,0
517,933,4,2,2,0
518,934,4,2,2,0
519,935,4,2,2,0
520,936,4,2,2,0
521,937,4,2,2,0
522,938,4,2,2,0
523,939,4,2,2,0
524,940,4,2,2,0
525,941,4,2,2,0
526,942,4,2,2,0
527,943,4,2,2,0
528,944,3,2,1,0
529,945,3,2,1,0
530,946,3,1,2,0
531,947,6,2,4,0
532,948,6,2,4,0
533,949,6,2,4,0
534,950,6,2,4,0
535,951,6,2,4,0
536,952,5,2,3,0
537,953,4,2,2,0
538,954,4,2,2,0
539,955,4,1,3,0
540,975,6,2,4,0
541,984,4,2,2,0
542,985,6,2,4,0
543,986,6,2,4,0
544,987,6,2,4,0
545,988,4,2,2,0
546,989,4,2,2,0
547,990,4,2,2,0
548,991,4,2,2,0
549,992,4,2,2,0
550,993,4,2,2,0
551,994,4,2,2,0
552,995,4,2,2,0
553,996,4,2,2,0
554,997,4,2,2,0
555,998,4,2,2,0
556,999,4,2,2,0
557,1000,4,2,2,0
558,1001,3,1,2,0
559,1002,3,1,2,0
560,1003,8,2,6,0
561,1004,6,2,4,0
562,1005,6,2,4,0
563,1006,6,2,4,0
564,1007,6,2,4,0
565,1008,6,2,4,0
566,1009,6,2,4,0
567,1010,6,2,4,0
568,1011,4,2,2,0
569,1038,4,2,2,0
570,1039,4,2,2,0
571,1040,6,2,4,0
572,1041,6,2,4,0
573,1042,6,2,4,0
574,1043,4,2,2,0
575,1044,4,2,2,0
576,1045,4,2,2,0
577,1046,4,2,2,0
578,1047,4,2,2,0
579,1048,4,2,2,0
580,1049,4,2,2,0
581,1050,4,2,2,0
582,1051,4,2,2,0
583,1052,4,2,2,0
584,1053,4,2,2,0
585,1054,4,2,2,0
586,1055,4,2,2,0
587,1056,4,2,2,0
588,1057,3,1,2,0
589,1058,3,1,2,0
590,1059,3,1,2,0
591,1060,6,2,4,0
592,1061,6,2,4,0
593,1062,6,2,4,0
594,1063,6,2,4,0
595,1064,6,2,4,0
596,1065,4,2,2,0
597,1093,6,2,4,0
598,1094,6,2,4,0
599,1095,6,2,4,0
600,1096,6,2,4,0
601,1097,4,2,2,0
602,1098,4,2,2,0
603,1099,4,2,2,0
604,1100,4,2,2,0
605,1101,4,2,2,0
606,1102,4,2,2,0
607,1103,4,2,2,0
608,1104,4,2,2,0
609,1105,4,2,2,0
610,1106,4,2,2,0
611,1107,4,2,2,0
612,1108,4,2,2,0
613,1109,4,2,2,0
614,1110,4,2,2,0
615,1111,4,2,2,0
616,1112,4,2,2,0
617,1113,4,2,2,0
618,1114,4,2,2,0
619,1115,4,2,2,0
620,1116,4,2,2,0
621,1117,4,2,2,0
622,1118,3,1,2,0
623,1119,3,1,2,0
624,1120,3,1,2,0
625,1121,3,1,2,0
626,1122,3,1,2,0
627,1123,3,1,2,0
628,1124,3,1,2,0
629,1125,3,1,2,0
630,1126,3,1,2,0
631,1127,3,1,2,0
632,1128,3,1,2,0
633,1129,8,2,6,0
634,1130,6,2,4,0
635,1131,6,2,4,0
636,1132,4,2,2,0
637,1165,4,2,2,0
638,1166,4,2,2,0
639,1167,4,2,2,0
640,1168,4,2,2,0
641,1169,4,2,2,0
642,1170,4,2,2,0
643,1171,5,2,3,0
644,1172,5,2,3,0
645,1173,4,2,2,0
646,1174,4,2,2,0
647,1175,4,2,2,0
648,1176,4,2,2,0
649,1177,4,2,2,0
650,1178,4,2,2,0
651,1179,4,2,2,0
652,1180,4,2,2,0
653,1181,4,2,2,0
654,1182,4,2,2,0
655,1183,3,1,2,0
656,1184,3,1,2,0
657,1185,3,2,1,0
658,1186,8,2,6,0
659,1187,6,2,4,0
660,1188,6,2,4,0
661,1189,6,2,4,0
662,1190,6,2,4,0
663,1191,6,2,4,0
664,1192,6,2,4,0
665,1193,4,2,2,0
666,1194,5,2,3,0
667,1195,5,2,3,0
668,1196,4,2,2,0
669,1224,6,2,4,0
670,1229,4,2,2,0
671,1230,4,2,2,0
672,1231,4,2,2,0
673,1232,4,2,2,0
674,1233,4,2,2,0
675,1234,4,2,2,0
676,1235,4,2,2,0
677,1236,5,2,3,0
678,1237,4,2,2,0
679,1238,4,2,2,0
680,1239,4,2,2,0
681,1240,4,2,2,0
682,1241,3,1,2,0
683,1242,3,1,2,0
684,1243,3,1,2,0
685,1244,3,1,2,0
686,1245,3,2,1,0
687,1246,3,2,1,0
688,1247,3,2,1,0
689,1248,6,2,4,0
690,1249,6,2,4,0
691,1250,6,2,4,0
692,1251,6,2,4,0
693,1252,6,2,4,0
694,1253,6,2,4,0
695,1254,6,2,4,0
696,1255,6,2,4,0
697,1256,6,2,4,0
698,1257,4,2,2,0
699,1258,4,2,2,0
700,1259,4,2,2,0
701,1289,4,2,2,0
702,1290,8,2,6,0
703,1291,7,2,5,0
704,1292,6,2,4,0
705,1293,6,2,4,0
706,1294,4,2,2,0
707,1295,4,2,2,0
708,1296,4,2,2,0
709,1297,4,2,2,0
710,1298,4,2,2,0
711,1299,4,2,2,0
712,1300,5,2,3,0
713,1301,4,2,2,0
714,1302,4,2,2,0
715,1303,5,2,3,0
716,1304,4,2,2,0
717,1305,4,2,2,0
718,1306,4,2,2,0
719,1307,4,2,2,0
720,1308,3,1,2,0
721,1309,3,1,2,0
722,1310,3,1,2,0
723,1311,8,2,6,0
724,1312,6,2,4,0
725,1313,6,2,4,0
726,1314,6,2,4,0
727,1315,6,2,4,0
728,1316,6,2,4,0
729,1317,6,2,4,0
730,1318,6,2,4,0
731,1319,6,2,4,0
732,1320,4,2,2,0
733,1353,4,2,2,0
734,1354,6,2,4,0
735,1355,4,2,2,0
736,1356,4,2,2,0
737,1357,4,2,2,0
738,1358,4,2,2,0
739,1359,4,2,2,0
740,1360,4,2,2,0
741,1361,5,2,3,0
742,1362,4,2,2,0
743,1363,4,2,2,0
744,1364,4,2,2,0
745,1365,4,2,2,0
746,1366,4,2,2,0
747,1367,4,2,2,0
748,1368,4,2,2,0
749,1369,4,2,2,0
750,1370,4,2,2,0
751,1371,3,1,2,0
752,1372,3,1,2,0
753,1373,3,1,2,0
754,1374,3,1,2,0
755,1375,8,2,6,0
756,1376,6,2,4,0
757,1377,6,2,4,0
758,1378,6,2,4,0
759,1379,6,2,4,0
760,1380,6,2,4,0
761,1381,6,2,4,0
762,1401,4,2,2,0
763,1402,4,2,2,0
764,1403,4,2,2,0
765,1404,4,2,2,0
766,1405,9,2,7,0
767,1406,7,2,5,0
768,1407,6,2,4,0
769,1408,6,2,4,0
770,1409,7,2,5,0
771,1410,6,2,4,0
772,1411,4,2,2,0
773,1412,4,2,2,0
774,1413,4,2,2,0
775,1414,4,2,2,0
776,1415,4,2,2,0
777,1416,4,2,2,0
778,1417,3,1,2,0
779,1418,3,1,2,0
780,1419,3,2,1,0
781,1420,3,1,2,0
782,1421,3,1,2,0
783,1422,3,1,2,0
784,1423,3,1,2,0
785,1424,3,1,2,0
786,1425,3,1,2,0
787,1426,3,1,2,0
788,1427,3,1,2,0
789,1428,3,1,2,0
790,1429,6,2,4,0
791,1430,6,2,4,0
792,1431,6,2,4,0
793,1432,6,2,4,0
794,1433,6,2,4,0
795,1434,6,2,4,0
796,1435,5,2,3,0
797,1436,4,2,2,0
798,1437,4,2,2,0
799,1438,4,2,2,0
800,1439,3,1,2,0
801,1440,3,1,2,0
802,1470,4,2,2,0
803,1471,6,2,4,0
804,1472,6,2,4,0
805,1473,6,2,4,0
806,1474,6,2,4,0
807,1475,4,2,2,0
808,1476,4,2,2,0
809,1477,6,3,3,0
810,1478,4,2,2,0
811,1479,4,2,2,0
812,1480,4,2,2,0
813,1481,4,2,2,0
814,1482,4,2,2,0
815,1483,4,2,2,0
816,1484,4,2,2,0
817,1485,4,2,2,0
818,1486,5,2,3,0
819,1487,3,1,2,0
820,1488,3,1,2,0
821,1489,3,1,2,0
822,1490,3,1,2,0
823,1491,3,1,2,0
824,1492,3,1,2,0
825,1493,3,1,2,0
826,1494,3,1,2,0
827,1495,3,2,1,0
828,1496,8,2,6,0
829,1497,7,2,5,0
830,1498,6,2,4,0
831,1499,6,2,4,0
832,1500,6,2,4,0
833,1501,6,2,4,0
834,1502,6,2,4,0
835,1503,4,2,2,0
836,1504,6,1,5,0
837,1505,4,2,2,0
838,1506,3,1,2,0
839,1538,8,4,4,0
840,1539,4,2,2,0
841,1540,4,2,2,0
842,1541,4,2,2,0
843,1542,4,2,2,0
844,1543,4,2,2,0
845,1544,4,2,2,0
846,1545,4,2,2,0
847,1546,4,2,2,0
848,1547,4,2,2,0
849,1548,4,2,2,0
850,1549,4,2,2,0
851,1550,4,2,2,0
852,1551,4,2,2,0
853,1552,4,2,2,0
854,1553,4,2,2,0
855,1554,4,2,2,0
856,1555,3,1,2,0
857,1556,3,1,2,0
858,1557,3,1,2,0
859,1558,3,1,2,0
860,1559,3,2,1,0
861,1560,8,2,6,0
862,1561,8,2,6,0
863,1562,6,2,4,0
864,1563,6,2,4,0
865,1564,6,2,4,0
866,1565,4,2,2,0
867,1566,5,2,3,0
868,1567,5,2,3,0
869,1568,5,1,4,0
870,1569,5,1,4,0
871,1570,4,2,2,0
872,1571,4,2,2,0
873,1602,8,2,6,0
874,1603,6,2,4,0
875,1604,6,2,4,0
876,1605,6,2,4,0
877,1606,4,2,2,0
878,1607,4,2,2,0
879,1608,4,2,2,0
880,1609,4,2,2,0
881,1610,4,2,2,0
882,1611,4,2,2,0
883,1612,4,2,2,0
884,1613,4,2,2,0
885,1614,4,2,2,0
886,1615,4,2,2,0
887,1616,4,2,2,0
888,1617,4,2,2,0
889,1618,4,2,2,0
890,1619,3,1,2,0
891,1620,3,1,2,0
892,1621,3,1,2,0
893,1622,3,1,2,0
894,1623,3,1,2,0
895,1624,3,1,2,0
896,1625,3,1,2,0
897,1626,3,1,2,0
898,1627,3,1,2,0
899,1628,10,2,8,0
900,1629,8,2,6,0
901,1630,6,2,4,0
902,1631,6,2,4,0
903,1632,6,2,4,0
904,1633,7,2,5,0
905,1634,6,2,4,0
906,1635,6,2,4,0
907,1636,6,2,4,0
908,1637,6,2,4,0
909,1638,6,2,4,0
910,1639,6,2,4,0
911,1640,6,2,4,0
912,1673,4,2,2,0
913,1674,6,2,4,0
914,1675,4,2,2,0
915,1676,4,2,2,0
916,1677,4,2,2,0
917,1678,4,2,2,0
918,1679,4,2,2,0
919,1680,4,2,2,0
920,1681,4,2,2,0
921,1682,4,2,2,0
922,1683,4,2,2,0
923,1684,4,2,2,0
924,1685,4,2,2,0
925,1686,4,2,2,0
926,1687,4,2,2,0
927,1688,4,2,2,0
928,1689,4,2,2,0
929,1690,5,2,3,0
930,1691,4,2,2,0
931,1692,4,2,2,0
932,1693,4,2,2,0
933,1694,4,2,2,0
934,1695,4,2,2,0
935,1696,4,2,2,0
936,1697,4,2,2,0
937,1698,3,1,2,0
938,1699,3,1,2,0
939,1700,3,1,2,0
940,1701,3,1,2,0
941,1702,3,1,2,0
942,1703,3,1,2,0
943,1704,3,1,2,0
944,1705,3,1,2,0
945,1706,3,1,2,0
946,1707,3,1,2,0
947,1708,3,2,1,0
948,1709,3,1,2,0
949,1710,3,1,2,0
950,1711,8,2,6,0
951,1712,8,2,6,0
952,1713,8,2,6,0
953,1714,6,2,4,0
954,1715,6,2,4,0
955,1716,6,2,4,0
956,1717,6,2,4,0
957,1718,6,2,4,0
958,1719,7,2,5,0
959,1720,6,2,4,0
960,1721,6,2,4,0
961,1722,4,2,2,0
962,1767,4,2,2,0
963,1768,4,2,2,0
964,1769,4,2,2,0
965,1770,3,1,2,0
966,1771,6,2,4,0
967,1772,6,2,4,0
968,1773,4,2,2,0
969,1774,4,2,2,0
970,1775,4,2,2,0
971,1776,4,2,2,0
972,1777,4,2,2,0
973,1778,4,2,2,0
974,1779,4,2,2,0
975,1780,4,2,2,0
976,1781,4,2,2,0
977,1782,4,2,2,0
978,1783,4,2,2,0
979,1784,4,2,2,0
980,1785,4,2,2,0
981,1786,4,2,2,0
982,1787,4,2,2,0
983,1788,5,2,3,0
984,1789,4,2,2,0
985,1790,4,2,2,0
986,1791,4,2,2,0
987,1792,3,1,2,0
988,1793,3,1,2,0
989,1794,3,1,2,0
990,1795,3,1,2,0
991,1796,3,1,2,0
992,1797,3,1,2,0
993,1798,3,1,2,0
994,1799,3,1,2,0
995,1800,3,1,2,0
996,1801,6,2,4,0
997,1802,6,2,4,0
998,1803,6,2,4,0
999,1804,6,2,4,0
1000,1805,6,2,4,0
1001,1806,6,2,4,0
1002,1807,6,2,4,0
1003,1808,8,2,6,0
1004,1809,4,2,2,0
1005,1810,6,2,4,0
1006,1811,6,2,4,0
1007,1812,6,2,4,0
1008,1813,6,2,4,0
1009,1847,4,2,2,0
1010,1848,3,1,2,0
1011,1849,8,2,6,0
1012,1850,6,2,4,0
1013,1851,4,2,2,0
1014,1852,4,2,2,0
1015,1853,4,2,2,0
1016,1854,4,2,2,0
1017,1855,4,2,2,0
1018,1856,4,2,2,0
1019,1857,4,2,2,0
1020,1858,4,2,2,0
1021,1859,4,2,2,0
1022,1860,6,2,4,0
1023,1861,4,2,2,0
1024,1862,4,2,2,0
1025,1863,4,2,2,0
1026,1864,4,2,2,0
1027,1865,4,2,2,0
1028,1866,3,1,2,0
1029,1867,3,1,2,0
1030,1868,8,2,6,0
1031,1869,6,2,4,0
1032,1870,6,2,4,0
1033,1871,6,2,4,0
1034,1872,6,2,4,0
1035,1873,6,2,4,0
1036,1874,6,2,4,0
1037,1875,6,2,4,0
1038,1903,8,2,6,0
1039,1906,4,2,2,0
1040,1907,4,2,2,0
1041,1908,6,2,4,0
1042,1909,6,2,4,0
1043,1910,6,2,4,0
1044,1911,4,2,2,0
1045,1912,4,2,2,0
1046,1913,4,2,2,0
1047,1914,4,2,2,0
1048,1915,4,2,2,0
1049,1916,4,2,2,0
1050,1917,4,2,2,0
1051,1918,4,2,2,0
1052,1919,4,2,2,0
1053,1920,4,2,2,0
1054,1921,3,1,2,0
1055,1922,3,1,2,0
1056,1923,3,1,2,0
1057,1924,6,2,4,0
1058,1925,6,2,4,0
1059,1926,6,2,4,0
1060,1927,6,2,4,0
1061,1928,6,2,4,0
1062,1929,6,2,4,0
1063,1930,6,2,4,0
1064,1931,6,2,4,0
1065,1932,4,2,2,0
1066,1933,4,2,2,0
1067,1934,4,2,2,0
1068,1953,6,2,4,0
1069,1955,6,2,4,0
1070,1956,6,2,4,0
1071,1957,6,2,4,0
1072,1958,6,2,4,0
1073,1959,4,2,2,0
1074,1960,4,2,2,0
1075,1961,4,2,2,0
1076,1962,4,2,2,0
1077,1963,4,2,2,0
1078,1964,4,2,2,0
1079,1965,4,2,2,0
1080,1966,4,2,2,0
1081,1967,4,2,2,0
1082,1968,4,2,2,0
1083,1969,3,1,2,0
1084,1970,3,1,2,0
1085,1971,3,1,2,0
1086,1972,3,1,2,0
1087,1973,3,2,1,0
1088,1974,3,1,2,0
1089,1975,3,1,2,0
1090,1976,3,1,2,0
1091,1977,3,1,2,0
1092,1978,3,1,2,0
1093,1979,3,1,2,0
1094,1980,3,1,2,0
1095,1981,3,1,2,0
1096,1982,3,1,2,0
1097,1983,3,1,2,0
1098,1984,6,2,4,0
1099,1985,7,2,5,0
1100,1986,6,2,4,0
1101,1987,6,2,4,0
1102,1988,6,2,4,0
1103,1989,6,2,4,0
1104,1990,6,2,4,0
1105,1991,6,2,4,0
1106,1992,6,2,4,0
1107,1993,4,2,2,0
