q,p,fsz,nc,uc,level,parent,asm_len,extend_elems
103,11223,4,2,2,0,11254,2,4
104,11224,4,2,2,0,11277,2,4
105,11225,3,1,2,0,11247,2,4
106,11226,3,1,2,0,11247,2,4
107,11227,3,1,2,0,11247,2,4
108,11228,3,1,2,0,11256,2,4
109,11229,3,1,2,0,11248,2,4
110,11230,3,1,2,0,11248,2,4
111,11231,3,1,2,0,11264,2,4
112,11232,3,1,2,0,11264,2,4
113,11233,3,2,1,0,11255,1,1
114,11234,10,2,8,0,11264,8,64
115,11235,10,2,8,0,11268,8,64
116,11236,6,2,4,0,11256,4,16
117,11237,7,2,5,0,11265,5,25
118,11238,6,2,4,0,11275,4,16
119,11239,6,2,4,0,11266,4,16
120,11240,6,2,4,0,11260,4,16
121,11241,6,2,4,0,11257,4,16
122,11242,6,2,4,0,11267,4,16
123,11243,6,2,4,0,11285,4,16
124,11244,4,2,2,0,11258,2,4
125,11245,3,1,2,0,11280,2,4
126,11246,3,1,2,0,11280,2,4
127,11288,4,2,2,0,11374,2,4
128,11289,8,4,4,0,11375,4,16
129,11290,6,2,4,0,11342,4,16
130,11291,6,2,4,0,11333,4,16
131,11292,6,2,4,0,11334,4,16
132,11293,4,2,2,0,11342,2,4
133,11294,5,2,3,0,11335,3,9
134,11295,4,2,2,0,11344,2,4
135,11296,4,2,2,0,11336,2,4
136,11297,4,2,2,0,11337,2,4
137,11298,4,2,2,0,11351,2,4
138,11299,4,2,2,0,11351,2,4
139,11300,4,2,2,0,11345,2,4
140,11301,4,2,2,0,11345,2,4
141,11302,4,2,2,0,11346,2,4
142,11303,4,2,2,0,11347,2,4
143,11304,4,2,2,0,11355,2,4
144,11305,4,2,2,0,11338,2,4
145,11306,4,2,2,0,11348,2,4
146,11307,4,2,2,0,11354,2,4
147,11308,4,2,2,0,11349,2,4
148,11309,4,2,2,0,11339,2,4
149,11310,4,2,2,0,11343,2,4
150,11311,4,2,2,0,11340,2,4
151,11312,3,1,2,0,11342,2,4
152,11313,3,1,2,0,11342,2,4
153,11314,3,1,2,0,11342,2,4
154,11315,3,1,2,0,11350,2,4
155,11316,3,1,2,0,11350,2,4
156,11317,3,1,2,0,11350,2,4
157,11318,3,1,2,0,11350,2,4
158,11319,3,1,2,0,11341,2,4
159,11320,3,1,2,0,11341,2,4
160,11321,12,2,10,0,11342,10,100
161,11322,10,2,8,0,11343,8,64
162,11323,8,2,6,0,11350,6,36
163,11324,6,2,4,0,11363,4,16
164,11325,6,2,4,0,11367,4,16
165,11326,6,2,4,0,11351,4,16
166,11327,6,2,4,0,11373,4,16
167,11328,6,2,4,0,11367,4,16
168,11329,6,2,4,0,11352,4,16
169,11330,5,2,3,0,11353,3,9
170,11331,5,2,3,0,11369,3,9
171,11332,5,1,4,0,11355,4,16
172,11376,6,2,4,0,11428,4,16
173,11377,6,2,4,0,11433,4,16
174,11378,6,2,4,0,11424,4,16
175,11379,4,2,2,0,11432,2,4
176,11380,4,2,2,0,11432,2,4
177,11381,4,2,2,0,11437,2,4
178,11382,4,2,2,0,11437,2,4
179,11383,4,2,2,0,11437,2,4
180,11384,4,2,2,0,11437,2,4
181,11385,4,2,2,0,11430,2,4
182,11386,4,2,2,0,11425,2,4
183,11387,4,2,2,0,11434,2,4
184,11388,4,2,2,0,11428,2,4
185,11389,4,2,2,0,11443,2,4
186,11390,4,2,2,0,11435,2,4
187,11391,4,2,2,0,11436,2,4
188,11392,4,2,2,0,11426,2,4
189,11393,4,2,2,0,11439,2,4
190,11394,4,2,2,0,11447,2,4
191,11395,4,2,2,0,11423,2,4
192,11396,4,2,2,0,11423,2,4
193,11397,4,2,2,0,11429,2,4
194,11398,4,2,2,0,11442,2,4
195,11399,3,1,2,0,11440,2,4
196,11400,3,1,2,0,11440,2,4
197,11401,3,1,2,0,11432,2,4
198,11402,3,1,2,0,11427,2,4
199,11403,3,1,2,0,11432,2,4
200,11404,3,1,2,0,11427,2,4
201,11405,3,1,2,0,11432,2,4
202,11406,3,1,2,0,11432,2,4
203,11407,3,1,2,0,11432,2,4
204,11408,3,1,2,0,11437,2,4
205,11409,3,1,2,0,11437,2,4
206,11410,3,1,2,0,11437,2,4
207,11411,3,1,2,0,11430,2,4
208,11412,8,2,6,0,11432,6,36
209,11413,8,2,6,0,11429,6,36
210,11414,6,2,4,0,11438,4,16
211,11415,6,2,4,0,11430,4,16
212,11416,6,2,4,0,11428,4,16
213,11417,6,2,4,0,11443,4,16
214,11418,6,2,4,0,11439,4,16
215,11419,6,2,4,0,11450,4,16
216,11420,4,2,2,0,11432,2,4
217,11421,4,2,2,0,11448,2,4
218,11422,4,2,2,0,11441,2,4
219,11453,4,2,2,0,12226,2,4
220,11454,4,2,2,0,11529,2,4
221,11455,6,2,4,0,11500,4,16
222,11456,6,2,4,0,11497,4,16
223,11457,6,2,4,0,11504,4,16
224,11458,6,2,4,0,11498,4,16
225,11459,6,1,5,0,11499,5,25
226,11460,6,1,5,0,11500,5,25
227,11461,4,2,2,0,11517,2,4
228,11462,4,2,2,0,11506,2,4
229,11463,4,2,2,0,11526,2,4
230,11464,4,2,2,0,11513,2,4
231,11465,4,2,2,0,11507,2,4
232,11466,4,2,2,0,11508,2,4
233,11467,4,2,2,0,11512,2,4
234,11468,5,2,3,0,11510,3,9
235,11469,4,2,2,0,11502,2,4
236,11470,4,2,2,0,11502,2,4
237,11471,4,2,2,0,11503,2,4
238,11472,4,2,2,0,11505,2,4
239,11473,4,2,2,0,11505,2,4
240,11474,4,2,2,0,11501,2,4
241,11475,4,2,2,0,11509,2,4
242,11476,4,2,2,0,11520,2,4
243,11477,3,1,2,0,11502,2,4
244,11478,3,1,2,0,11502,2,4
245,11479,3,1,2,0,11510,2,4
246,11480,3,1,2,0,11503,2,4
247,11481,3,1,2,0,11503,2,4
248,11482,3,1,2,0,11503,2,4
249,11483,3,1,2,0,11505,2,4
250,11484,3,1,2,0,11525,2,4
251,11485,3,1,2,0,11504,2,4
252,11486,3,1,2,0,11504,2,4
253,11487,8,2,6,0,11511,6,36
254,11488,8,2,6,0,11524,6,36
255,11489,8,2,6,0,11512,6,36
256,11490,8,2,6,0,11505,6,36
257,11491,6,2,4,0,11506,4,16
258,11492,6,2,4,0,11513,4,16
259,11493,6,2,4,0,11514,4,16
260,11494,6,2,4,0,11519,4,16
261,11495,5,2,3,0,11518,3,9
262,11496,4,2,2,0,11528,2,4
263,11530,4,2,2,0,13872,2,4
264,11531,4,2,2,0,11700,2,4
265,11532,8,2,6,0,11620,6,36
266,11533,6,2,4,0,11591,4,16
267,11534,5,1,4,0,11592,4,16
268,11535,5,2,3,0,11583,3,9
269,11536,4,2,2,0,11592,2,4
270,11537,4,2,2,0,11588,2,4
271,11538,4,2,2,0,11584,2,4
272,11539,4,2,2,0,11600,2,4
273,11540,4,2,2,0,11584,2,4
274,11541,4,2,2,0,11585,2,4
275,11542,4,2,2,0,11585,2,4
276,11543,4,2,2,0,11595,2,4
277,11544,4,2,2,0,11595,2,4
278,11545,4,2,2,0,11601,2,4
279,11546,4,2,2,0,11593,2,4
280,11547,4,2,2,0,11630,2,4
281,11548,4,2,2,0,11586,2,4
282,11549,4,2,2,0,11586,2,4
283,11550,4,2,2,0,11594,2,4
284,11551,4,2,2,0,11611,2,4
285,11552,4,2,2,0,11614,2,4
286,11553,4,2,2,0,11597,2,4
287,11554,4,2,2,0,11624,2,4
288,11555,4,2,2,0,11627,2,4
289,11556,4,2,2,0,11598,2,4
290,11557,4,2,2,0,11615,2,4
291,11558,4,2,2,0,11608,2,4
292,11559,4,2,2,0,11587,2,4
293,11560,4,2,2,0,11590,2,4
294,11561,3,1,2,0,11588,2,4
295,11562,3,1,2,0,11623,2,4
296,11563,3,1,2,0,11595,2,4
297,11564,3,1,2,0,11595,2,4
298,11565,3,1,2,0,11595,2,4
299,11566,3,1,2,0,11589,2,4
300,11567,3,1,2,0,11589,2,4
301,11568,8,2,6,0,11616,6,36
302,11569,8,2,6,0,11599,6,36
303,11570,8,2,6,0,11605,6,36
304,11571,8,2,6,0,11596,6,36
305,11572,8,2,6,0,11590,6,36
306,11573,6,2,4,0,11591,4,16
307,11574,6,2,4,0,11592,4,16
308,11575,7,2,5,0,11597,5,25
309,11576,6,2,4,0,11613,4,16
310,11577,6,2,4,0,11617,4,16
311,11578,6,2,4,0,11617,4,16
312,11579,5,1,4,0,11598,4,16
313,11580,5,2,3,0,11599,3,9
314,11581,5,2,3,0,11606,3,9
315,11582,4,2,2,0,11622,2,4
316,11618,5,2,3,0,11621,3,9
317,11631,4,2,2,0,11700,2,4
318,11632,6,2,4,0,11685,4,16
319,11633,6,2,4,0,11669,4,16
320,11634,4,2,2,0,11671,2,4
321,11635,4,2,2,0,11671,2,4
322,11636,4,2,2,0,11690,2,4
323,11637,4,2,2,0,11672,2,4
324,11638,4,2,2,0,11680,2,4
325,11639,4,2,2,0,11696,2,4
326,11640,4,2,2,0,11681,2,4
327,11641,4,2,2,0,11682,2,4
328,11642,4,2,2,0,11691,2,4
329,11643,4,2,2,0,11691,2,4
330,11644,4,2,2,0,11699,2,4
331,11645,4,2,2,0,11687,2,4
332,11646,4,2,2,0,11676,2,4
333,11647,4,2,2,0,11699,2,4
334,11648,4,2,2,0,11668,2,4
335,11649,4,2,2,0,11670,2,4
336,11650,4,2,2,0,11673,2,4
337,11651,4,2,2,0,11683,2,4
338,11652,4,2,2,0,11669,2,4
339,11653,3,1,2,0,11674,2,4
340,11654,3,1,2,0,11674,2,4
341,11655,3,1,2,0,11677,2,4
342,11656,3,1,2,0,11677,2,4
343,11657,3,1,2,0,11677,2,4
344,11658,3,2,1,0,11667,1,1
345,11659,3,2,1,0,11667,1,1
346,11660,8,2,6,0,11677,6,36
347,11661,6,2,4,0,11678,4,16
348,11662,6,2,4,0,11670,4,16
349,11663,6,2,4,0,11669,4,16
350,11664,4,2,2,0,11693,2,4
351,11665,4,2,2,0,11684,2,4
352,11666,4,2,2,0,11675,2,4
353,11702,8,2,6,0,11829,6,36
354,11703,4,2,2,0,13871,2,4
355,11704,4,2,2,0,12226,2,4
356,11705,8,2,6,0,11740,6,36
357,11706,6,2,4,0,11741,4,16
358,11707,6,2,4,0,11747,4,16
359,11708,6,2,4,0,11752,4,16
360,11709,6,2,4,0,11749,4,16
361,11710,4,2,2,0,11754,2,4
362,11711,4,2,2,0,11742,2,4
363,11712,4,2,2,0,11751,2,4
364,11713,4,2,2,0,11742,2,4
365,11714,4,2,2,0,11751,2,4
366,11715,4,2,2,0,11756,2,4
367,11716,4,2,2,0,11756,2,4
368,11717,4,2,2,0,11748,2,4
369,11718,4,2,2,0,11756,2,4
370,11719,4,2,2,0,11743,2,4
371,11720,4,2,2,0,11743,2,4
372,11721,4,2,2,0,11744,2,4
373,11722,4,2,2,0,11753,2,4
374,11723,4,2,2,0,11745,2,4
375,11724,4,2,2,0,11750,2,4
376,11725,4,2,2,0,11755,2,4
377,11726,4,2,2,0,11746,2,4
378,11727,4,2,2,0,11747,2,4
379,11728,4,2,2,0,11747,2,4
380,11729,4,2,2,0,11762,2,4
381,11730,4,2,2,0,11752,2,4
382,11731,4,2,2,0,11762,2,4
383,11732,4,2,2,0,16813,2,4
384,11733,3,1,2,0,11748,2,4
385,11734,3,1,2,0,11756,2,4
386,11735,3,1,2,0,11756,2,4
387,11736,10,2,8,0,11751,8,64
388,11737,6,2,4,0,11758,4,16
389,11738,6,2,4,0,11752,4,16
390,11739,6,2,4,0,11749,4,16
391,11763,8,2,6,0,11805,6,36
392,11764,6,4,2,0,12010,2,4
393,11765,6,2,4,0,11828,4,16
394,11766,4,2,2,0,11809,2,4
395,11767,4,2,2,0,11810,2,4
396,11768,4,2,2,0,11821,2,4
397,11769,4,2,2,0,11806,2,4
398,11770,4,2,2,0,11811,2,4
399,11771,4,2,2,0,11828,2,4
400,11772,4,2,2,0,11807,2,4
401,11773,4,2,2,0,11829,2,4
402,11774,4,2,2,0,11817,2,4
403,11775,4,2,2,0,11813,2,4
404,11776,4,2,2,0,11820,2,4
405,11777,4,2,2,0,11813,2,4
406,11778,4,2,2,0,11819,2,4
407,11779,4,2,2,0,11812,2,4
408,11780,4,2,2,0,11815,2,4
409,11781,4,2,2,0,11823,2,4
410,11782,4,2,2,0,11818,2,4
411,11783,4,2,2,0,11808,2,4
412,11784,4,2,2,0,11808,2,4
413,11785,4,2,2,0,11818,2,4
414,11786,3,1,2,0,11809,2,4
415,11787,3,1,2,0,11809,2,4
416,11788,3,1,2,0,11809,2,4
417,11789,3,1,2,0,11809,2,4
418,11790,3,1,2,0,11809,2,4
419,11791,3,1,2,0,11816,2,4
420,11792,3,1,2,0,11810,2,4
421,11793,8,2,6,0,11813,6,36
422,11794,8,2,6,0,11814,6,36
423,11795,8,2,6,0,11821,6,36
424,11796,8,2,6,0,11817,6,36
425,11797,6,2,4,0,11820,4,16
426,11798,6,2,4,0,11819,4,16
427,11799,6,2,4,0,11815,4,16
428,11800,6,2,4,0,11816,4,16
429,11801,6,2,4,0,11827,4,16
430,11802,6,2,4,0,11817,4,16
431,11803,6,2,4,0,11822,4,16
432,11804,6,2,4,0,11825,4,16
433,11830,4,2,2,0,12226,2,4
434,11831,9,2,7,0,11900,7,49
435,11832,6,2,4,0,11875,4,16
436,11833,6,2,4,0,11877,4,16
437,11834,6,2,4,0,11873,4,16
438,11835,4,2,2,0,11891,2,4
439,11836,4,2,2,0,11891,2,4
440,11837,4,2,2,0,11891,2,4
441,11838,4,2,2,0,11881,2,4
442,11839,4,2,2,0,11881,2,4
443,11840,4,2,2,0,11874,2,4
444,11841,4,2,2,0,11888,2,4
445,11842,4,2,2,0,11875,2,4
446,11843,4,2,2,0,11875,2,4
447,11844,4,2,2,0,11876,2,4
448,11845,4,2,2,0,11893,2,4
449,11846,4,2,2,0,11877,2,4
450,11847,4,2,2,0,11889,2,4
451,11848,4,2,2,0,11884,2,4
452,11849,4,2,2,0,11878,2,4
453,11850,4,2,2,0,11902,2,4
454,11851,4,2,2,0,11878,2,4
455,11852,4,2,2,0,11885,2,4
456,11853,4,2,2,0,11892,2,4
457,11854,4,2,2,0,11886,2,4
458,11855,3,1,2,0,11879,2,4
459,11856,3,1,2,0,11879,2,4
460,11857,3,1,2,0,11896,2,4
461,11858,3,1,2,0,11891,2,4
462,11859,3,1,2,0,11880,2,4
463,11860,3,1,2,0,11891,2,4
464,11861,3,1,2,0,11880,2,4
465,11862,3,1,2,0,11887,2,4
466,11863,3,1,2,0,11881,2,4
467,11864,3,1,2,0,11873,2,4
468,11865,12,2,10,0,11882,10,100
469,11866,8,2,6,0,11888,6,36
470,11867,8,2,6,0,11902,6,36
471,11868,6,2,4,0,11893,4,16
472,11869,6,2,4,0,11889,4,16
473,11870,6,2,4,0,11889,4,16
474,11871,6,2,4,0,11895,4,16
475,11872,4,2,2,0,11890,2,4
476,11903,4,2,2,0,12226,2,4
477,11904,8,2,6,0,11979,6,36
478,11905,6,2,4,0,12009,4,16
479,11906,6,2,4,0,11971,4,16
480,11907,6,2,4,0,11988,4,16
481,11908,6,2,4,0,11971,4,16
482,11909,4,2,2,0,11989,2,4
483,11910,4,2,2,0,11985,2,4
484,11911,4,2,2,0,11983,2,4
485,11912,4,2,2,0,11995,2,4
486,11913,4,2,2,0,11983,2,4
487,11914,4,2,2,0,11975,2,4
488,11915,4,2,2,0,11979,2,4
489,11916,4,2,2,0,11969,2,4
490,11917,4,2,2,0,11970,2,4
491,11918,4,2,2,0,11970,2,4
492,11919,4,2,2,0,11986,2,4
493,11920,4,2,2,0,12002,2,4
494,11921,4,2,2,0,12004,2,4
495,11922,4,2,2,0,11980,2,4
496,11923,4,2,2,0,11977,2,4
497,11924,4,2,2,0,11977,2,4
498,11925,4,2,2,0,12007,2,4
499,11926,4,2,2,0,12006,2,4
500,11927,4,2,2,0,11981,2,4
501,11928,4,2,2,0,11987,2,4
502,11929,4,2,2,0,11971,2,4
503,11930,4,2,2,0,11982,2,4
504,11931,3,1,2,0,11985,2,4
505,11932,3,1,2,0,11985,2,4
506,11933,3,1,2,0,11985,2,4
507,11934,3,1,2,0,11985,2,4
508,11935,3,1,2,0,11985,2,4
509,11936,3,1,2,0,11985,2,4
510,11937,3,1,2,0,11985,2,4
511,11938,3,1,2,0,11985,2,4
512,11939,3,1,2,0,11985,2,4
513,11940,3,1,2,0,11985,2,4
514,11941,3,1,2,0,11985,2,4
515,11942,3,1,2,0,11978,2,4
516,11943,3,1,2,0,11972,2,4
517,11944,3,1,2,0,11983,2,4
518,11945,3,1,2,0,11983,2,4
519,11946,3,1,2,0,11983,2,4
520,11947,3,1,2,0,11983,2,4
521,11948,3,1,2,0,11983,2,4
522,11949,3,1,2,0,11983,2,4
523,11950,3,1,2,0,11973,2,4
524,11951,3,1,2,0,11974,2,4
525,11952,3,1,2,0,11975,2,4
526,11953,3,1,2,0,11976,2,4
527,11954,8,2,6,0,11984,6,36
528,11955,8,2,6,0,11977,6,36
529,11956,8,2,6,0,11978,6,36
530,11957,8,2,6,0,11999,6,36
531,11958,6,2,4,0,11979,4,16
532,11959,6,2,4,0,11989,4,16
533,11960,7,2,5,0,12009,5,25
534,11961,6,4,2,0,12009,2,4
535,11962,6,2,4,0,11985,4,16
536,11963,6,2,4,0,11991,4,16
537,11964,6,2,4,0,11993,4,16
538,11965,6,2,4,0,12006,4,16
539,11966,4,2,2,0,12005,2,4
540,11967,4,2,2,0,12005,2,4
541,11968,5,1,4,0,11994,4,16
542,12011,3,1,2,0,13872,2,4
543,12012,8,2,6,0,12073,6,36
544,12013,8,2,6,0,12087,6,36
545,12014,6,2,4,0,12086,4,16
546,12015,6,2,4,0,12089,4,16
547,12016,6,2,4,0,12119,4,16
548,12017,6,2,4,0,12071,4,16
549,12018,4,2,2,0,12072,2,4
550,12019,4,2,2,0,12073,2,4
551,12020,4,2,2,0,12083,2,4
552,12021,4,2,2,0,12083,2,4
553,12022,4,2,2,0,12091,2,4
554,12023,4,2,2,0,12084,2,4
555,12024,4,2,2,0,12074,2,4
556,12025,4,2,2,0,12074,2,4
557,12026,4,2,2,0,12075,2,4
558,12027,4,2,2,0,12110,2,4
559,12028,4,2,2,0,12106,2,4
560,12029,4,2,2,0,12076,2,4
561,12030,4,2,2,0,12095,2,4
562,12031,4,2,2,0,12077,2,4
563,12032,4,2,2,0,12077,2,4
564,12033,4,2,2,0,12111,2,4
565,12034,4,2,2,0,12100,2,4
566,12035,4,2,2,0,12087,2,4
567,12036,4,2,2,0,12098,2,4
568,12037,4,2,2,0,12078,2,4
569,12038,4,2,2,0,12119,2,4
570,12039,4,2,2,0,12079,2,4
571,12040,4,2,2,0,12080,2,4
572,12041,4,2,2,0,12081,2,4
573,12042,4,2,2,0,12099,2,4
574,12043,4,2,2,0,12099,2,4
575,12044,4,2,2,0,12082,2,4
576,12045,4,2,2,0,12082,2,4
577,12046,4,2,2,0,12094,2,4
578,12047,4,2,2,0,12103,2,4
579,12048,3,2,1,0,12101,1,1
580,12049,3,1,2,0,12083,2,4
581,12050,3,1,2,0,12090,2,4
582,12051,3,1,2,0,12091,2,4
583,12052,3,1,2,0,12091,2,4
584,12053,3,1,2,0,12084,2,4
585,12054,3,1,2,0,12092,2,4
586,12055,3,1,2,0,12093,2,4
587,12056,3,1,2,0,12085,2,4
588,12057,3,1,2,0,12085,2,4
589,12058,8,2,6,0,12088,6,36
590,12059,6,2,4,0,12093,4,16
591,12060,6,2,4,0,12105,4,16
592,12061,6,2,4,0,12086,4,16
593,12062,6,2,4,0,12103,4,16
594,12063,6,2,4,0,12098,4,16
595,12064,6,2,4,0,12087,4,16
596,12065,6,2,4,0,12094,4,16
597,12066,5,1,4,0,12095,4,16
598,12067,5,2,3,0,12101,3,9
599,12068,4,2,2,0,12088,2,4
600,12069,4,2,2,0,12096,2,4
601,12070,3,1,2,0,12096,2,4
602,12122,6,2,4,0,12184,4,16
603,12123,6,2,4,0,12190,4,16
604,12124,4,2,2,0,12205,2,4
605,12125,4,2,2,0,12191,2,4
606,12126,4,2,2,0,12186,2,4
607,12127,4,2,2,0,12197,2,4
608,12128,4,2,2,0,12197,2,4
609,12129,4,2,2,0,12218,2,4
610,12130,4,2,2,0,12224,2,4
611,12131,4,2,2,0,12192,2,4
612,12132,4,2,2,0,12192,2,4
613,12133,4,2,2,0,12207,2,4
614,12134,4,2,2,0,12193,2,4
615,12135,4,2,2,0,12217,2,4
616,12136,4,2,2,0,12194,2,4
617,12137,4,2,2,0,12198,2,4
618,12138,4,2,2,0,12195,2,4
619,12139,4,2,2,0,12200,2,4
620,12140,4,2,2,0,12180,2,4
621,12141,4,2,2,0,12196,2,4
622,12142,4,2,2,0,12208,2,4
623,12143,4,2,2,0,12187,2,4
624,12144,4,2,2,0,12187,2,4
625,12145,4,2,2,0,12203,2,4
626,12146,4,2,2,0,12203,2,4
627,12147,4,2,2,0,12181,2,4
628,12148,4,2,2,0,12181,2,4
629,12149,4,2,2,0,12203,2,4
630,12150,4,2,2,0,12190,2,4
631,12151,4,2,2,0,12182,2,4
632,12152,4,2,2,0,12183,2,4
633,12153,4,2,2,0,12184,2,4
634,12154,3,1,2,0,12185,2,4
635,12155,3,1,2,0,12186,2,4
636,12156,3,1,2,0,12186,2,4
637,12157,3,1,2,0,12221,2,4
638,12158,3,1,2,0,12221,2,4
639,12159,3,1,2,0,12221,2,4
640,12160,3,1,2,0,12188,2,4
641,12161,3,1,2,0,12188,2,4
642,12162,4,2,2,0,12189,2,4
643,12163,3,1,2,0,12187,2,4
644,12164,3,1,2,0,12212,2,4
645,12165,10,2,8,0,12197,8,64
646,12166,8,2,6,0,12188,6,36
647,12167,6,2,4,0,12205,4,16
648,12168,6,2,4,0,12224,4,16
649,12169,6,2,4,0,12198,4,16
650,12170,6,2,4,0,12199,4,16
651,12171,6,2,4,0,12200,4,16
652,12172,6,2,4,0,12201,4,16
653,12173,7,2,5,0,12189,5,25
654,12174,6,2,4,0,12202,4,16
655,12175,6,2,4,0,12190,4,16
656,12176,6,2,4,0,12203,4,16
657,12177,6,2,4,0,12202,4,16
658,12178,6,2,4,0,12209,4,16
659,12179,6,2,4,0,12203,4,16
660,12228,4,2,2,0,12380,2,4
661,12229,6,2,4,0,12271,4,16
662,12230,6,2,4,0,12272,4,16
663,12231,4,2,2,0,12282,2,4
664,12232,4,2,2,0,12282,2,4
665,12233,4,2,2,0,12279,2,4
666,12234,4,2,2,0,12275,2,4
667,12235,4,2,2,0,12280,2,4
668,12236,4,2,2,0,12281,2,4
669,12237,4,2,2,0,12291,2,4
670,12238,4,2,2,0,12297,2,4
671,12239,4,2,2,0,12297,2,4
672,12240,4,2,2,0,12273,2,4
673,12241,4,2,2,0,12273,2,4
674,12242,4,2,2,0,12277,2,4
675,12243,4,2,2,0,12285,2,4
676,12244,4,2,2,0,12299,2,4
677,12245,4,2,2,0,12284,2,4
678,12246,4,2,2,0,12283,2,4
679,12247,4,2,2,0,12274,2,4
680,12248,4,2,2,0,12278,2,4
681,12249,3,1,2,0,12282,2,4
682,12250,3,1,2,0,12289,2,4
683,12251,3,1,2,0,12289,2,4
684,12252,3,1,2,0,12279,2,4
685,12253,3,1,2,0,12275,2,4
686,12254,3,1,2,0,12275,2,4
687,12255,3,1,2,0,12280,2,4
688,12256,3,1,2,0,12276,2,4
689,12257,3,1,2,0,12276,2,4
690,12258,3,1,2,0,12280,2,4
691,12259,3,1,2,0,12280,2,4
692,12260,3,1,2,0,12280,2,4
693,12261,10,2,8,0,12281,8,64
694,12262,8,2,6,0,12282,6,36
695,12263,8,2,6,0,12283,6,36
696,12264,8,2,6,0,12284,6,36
