q,p,fsz,nc,uc,level,parent,asm_len,extend_elems
119,219,5,2,3,0,270,3,9
120,220,4,2,2,0,299,2,4
121,221,4,2,2,0,266,2,4
122,222,4,2,2,0,287,2,4
123,223,5,2,3,0,267,3,9
124,224,4,2,2,0,313,2,4
125,225,4,2,2,0,286,2,4
126,226,4,2,2,0,293,2,4
127,227,4,2,2,0,289,2,4
128,228,4,2,2,0,268,2,4
129,229,4,1,3,0,268,3,9
130,230,6,2,4,0,272,4,16
131,231,6,2,4,0,273,4,16
132,232,6,2,4,0,274,4,16
133,233,6,2,4,0,274,4,16
134,234,6,2,4,0,280,4,16
135,235,7,2,5,0,271,5,25
136,236,6,2,4,0,301,4,16
137,237,6,2,4,0,275,4,16
138,238,6,2,4,0,276,4,16
139,239,6,2,4,0,269,4,16
140,240,6,2,4,0,290,4,16
141,241,6,2,4,0,277,4,16
142,242,7,1,6,0,278,6,36
143,243,6,2,4,0,281,4,16
144,244,6,2,4,0,278,4,16
145,245,6,2,4,0,279,4,16
146,246,6,2,4,0,270,4,16
147,247,6,2,4,0,283,4,16
148,248,6,2,4,0,271,4,16
149,249,6,2,4,0,279,4,16
150,250,6,2,4,0,280,4,16
151,251,6,2,4,0,281,4,16
152,252,6,2,4,0,282,4,16
153,253,6,2,4,0,283,4,16
154,254,6,2,4,0,291,4,16
155,255,4,2,2,0,294,2,4
156,256,5,2,3,0,284,3,9
157,257,5,1,4,0,307,4,16
158,258,5,1,4,0,308,4,16
159,259,5,2,3,0,285,3,9
160,314,4,2,2,0,414,2,4
161,315,4,2,2,0,414,2,4
162,316,6,2,4,0,382,4,16
163,317,5,2,3,0,375,3,9
164,318,5,2,3,0,374,3,9
165,319,4,2,2,0,383,2,4
166,320,4,2,2,0,392,2,4
167,321,4,2,2,0,369,2,4
168,322,4,2,2,0,371,2,4
169,323,4,2,2,0,368,2,4
170,324,4,2,2,0,379,2,4
171,325,5,2,3,0,369,3,9
172,326,4,2,2,0,381,2,4
173,327,4,2,2,0,387,2,4
174,328,5,2,3,0,370,3,9
175,329,4,2,2,0,414,2,4
176,330,4,2,2,0,371,2,4
177,331,4,2,2,0,372,2,4
178,332,4,2,2,0,395,2,4
179,333,4,2,2,0,389,2,4
180,334,4,2,2,0,372,2,4
181,335,4,2,2,0,395,2,4
182,336,4,2,2,0,403,2,4
183,337,4,2,2,0,387,2,4
184,338,3,2,1,0,414,1,1
185,339,7,1,6,0,373,6,36
186,340,5,2,3,0,377,3,9
187,341,10,2,8,0,378,8,64
188,342,6,2,4,0,393,4,16
189,343,6,2,4,0,391,4,16
190,344,6,2,4,0,382,4,16
191,345,6,2,4,0,376,4,16
192,346,6,2,4,0,379,4,16
193,347,6,2,4,0,380,4,16
194,348,6,2,4,0,374,4,16
195,349,6,2,4,0,381,4,16
196,350,6,2,4,0,399,4,16
197,351,6,2,4,0,382,4,16
198,352,6,2,4,0,385,4,16
199,353,6,2,4,0,383,4,16
200,354,6,2,4,0,384,4,16
201,355,6,2,4,0,401,4,16
202,356,6,2,4,0,386,4,16
203,357,6,2,4,0,385,4,16
204,358,6,2,4,0,394,4,16
205,359,6,2,4,0,386,4,16
206,360,6,2,4,0,387,4,16
207,361,5,2,3,0,388,3,9
208,362,5,2,3,0,375,3,9
209,363,4,2,2,0,376,2,4
210,364,4,2,2,0,389,2,4
211,365,6,2,4,0,390,4,16
212,366,6,2,4,0,377,4,16
213,367,7,1,6,0,390,6,36
214,417,3,1,2,0,590,2,4
215,418,6,2,4,0,478,4,16
216,419,6,2,4,0,477,4,16
217,420,6,2,4,0,467,4,16
218,421,6,2,4,0,468,4,16
219,422,5,2,3,0,469,3,9
220,423,7,2,5,0,479,5,25
221,424,4,2,2,0,500,2,4
222,425,4,2,2,0,503,2,4
223,426,4,2,2,0,503,2,4
224,427,4,2,2,0,503,2,4
225,428,4,2,2,0,500,2,4
226,429,4,2,2,0,497,2,4
227,430,4,2,2,0,495,2,4
228,431,5,2,3,0,470,3,9
229,432,5,2,3,0,476,3,9
230,433,4,2,2,0,475,2,4
231,434,4,2,2,0,475,2,4
232,435,4,2,2,0,471,2,4
233,436,4,2,2,0,472,2,4
234,437,4,2,2,0,590,2,4
235,438,4,2,2,0,473,2,4
236,439,4,2,2,0,489,2,4
237,440,4,2,2,0,490,2,4
238,441,5,2,3,0,474,3,9
239,442,7,2,5,0,480,5,25
240,443,3,1,2,0,475,2,4
241,444,4,2,2,0,480,2,4
242,445,4,2,2,0,495,2,4
243,446,3,1,2,0,503,2,4
244,447,3,1,2,0,503,2,4
245,448,3,2,1,0,503,1,1
246,449,6,2,4,0,481,4,16
247,450,6,2,4,0,476,4,16
248,451,6,2,4,0,477,4,16
249,452,6,2,4,0,482,4,16
250,453,6,2,4,0,483,4,16
251,454,6,2,4,0,501,4,16
252,455,6,2,4,0,484,4,16
253,456,6,2,4,0,485,4,16
254,457,6,2,4,0,491,4,16
255,458,6,2,4,0,478,4,16
256,459,6,2,4,0,497,4,16
257,460,6,2,4,0,486,4,16
258,461,6,2,4,0,486,4,16
259,462,4,2,2,0,500,2,4
260,463,5,2,3,0,487,3,9
261,464,4,2,2,0,491,2,4
262,465,4,2,2,0,503,2,4
263,466,7,2,5,0,488,5,25
264,505,4,2,2,0,1433,2,4
265,506,4,2,2,0,590,2,4
266,507,3,2,1,0,1433,1,1
267,508,3,2,1,0,1434,1,1
268,509,6,2,4,0,550,4,16
269,510,6,2,4,0,551,4,16
270,511,6,2,4,0,558,4,16
271,512,6,2,4,0,552,4,16
272,513,6,2,4,0,559,4,16
273,514,6,2,4,0,583,4,16
274,515,5,2,3,0,553,3,9
275,516,5,2,3,0,557,3,9
276,517,4,2,2,0,567,2,4
277,518,4,2,2,0,560,2,4
278,519,5,2,3,0,561,3,9
279,520,4,2,2,0,554,2,4
280,521,4,2,2,0,590,2,4
281,522,4,2,2,0,562,2,4
282,523,4,2,2,0,576,2,4
283,524,4,2,2,0,562,2,4
284,525,4,2,2,0,555,2,4
285,526,4,2,2,0,580,2,4
286,527,5,2,3,0,556,3,9
287,528,4,2,2,0,581,2,4
288,529,4,2,2,0,581,2,4
289,530,4,2,2,0,578,2,4
290,531,4,2,2,0,575,2,4
291,532,4,2,2,0,563,2,4
292,533,3,2,1,0,589,1,1
293,534,6,2,4,0,564,4,16
294,535,6,2,4,0,565,4,16
295,536,6,2,4,0,566,4,16
296,537,6,2,4,0,567,4,16
297,538,6,2,4,0,568,4,16
298,539,6,2,4,0,569,4,16
299,540,6,2,4,0,569,4,16
300,541,6,2,4,0,571,4,16
301,542,6,2,4,0,572,4,16
302,543,6,2,4,0,557,4,16
303,544,6,2,4,0,570,4,16
304,545,6,2,4,0,558,4,16
305,546,6,2,4,0,559,4,16
306,547,6,2,4,0,573,4,16
307,548,5,2,3,0,584,3,9
308,549,4,2,2,0,585,2,4
309,591,6,2,4,0,626,4,16
310,592,6,2,4,0,627,4,16
311,593,4,2,2,0,654,2,4
312,594,4,2,2,0,1433,2,4
313,595,4,2,2,0,655,2,4
314,596,4,2,2,0,633,2,4
315,597,4,2,2,0,630,2,4
316,598,4,2,2,0,625,2,4
317,599,5,2,3,0,632,3,9
318,600,4,2,2,0,628,2,4
319,601,4,2,2,0,630,2,4
320,602,4,2,2,0,651,2,4
321,603,4,2,2,0,638,2,4
322,604,4,2,2,0,655,2,4
323,605,4,2,2,0,635,2,4
324,606,4,2,2,0,639,2,4
325,607,4,2,2,0,629,2,4
326,608,4,2,2,0,629,2,4
327,609,3,2,1,0,722,1,1
328,610,6,2,4,0,640,4,16
329,611,6,2,4,0,641,4,16
330,612,6,2,4,0,644,4,16
331,613,6,2,4,0,649,4,16
332,614,6,2,4,0,642,4,16
333,615,6,2,4,0,643,4,16
334,616,6,2,4,0,652,4,16
335,617,6,2,4,0,630,4,16
336,618,6,2,4,0,634,4,16
337,619,5,2,3,0,631,3,9
338,620,5,2,3,0,644,3,9
339,621,5,2,3,0,650,3,9
340,622,4,2,2,0,645,2,4
341,623,5,2,3,0,646,3,9
342,624,4,2,2,0,647,2,4
343,656,6,2,4,0,687,4,16
344,657,6,2,4,0,690,4,16
345,658,6,2,4,0,694,4,16
346,659,6,2,4,0,688,4,16
347,660,6,2,4,0,691,4,16
348,661,4,2,2,0,692,2,4
349,662,4,2,2,0,714,2,4
350,663,4,2,2,0,715,2,4
351,664,4,2,2,0,697,2,4
352,665,4,2,2,0,693,2,4
353,666,5,2,3,0,689,3,9
354,667,3,2,1,0,709,1,1
355,668,3,1,2,0,695,2,4
356,669,6,2,4,0,698,4,16
357,670,6,2,4,0,690,4,16
358,671,6,2,4,0,699,4,16
359,672,6,2,4,0,700,4,16
360,673,6,2,4,0,696,4,16
361,674,6,2,4,0,691,4,16
362,675,6,2,4,0,701,4,16
363,676,6,2,4,0,703,4,16
364,677,6,2,4,0,711,4,16
365,678,6,2,4,0,692,4,16
366,679,6,2,4,0,702,4,16
367,680,7,2,5,0,693,5,25
368,681,6,2,4,0,718,4,16
369,682,5,2,3,0,694,3,9
370,683,7,2,5,0,695,5,25
371,684,5,2,3,0,696,3,9
372,685,5,2,3,0,702,3,9
373,686,5,2,3,0,697,3,9
374,725,6,2,4,0,1432,4,16
375,726,6,2,4,0,776,4,16
376,727,4,2,2,0,813,2,4
377,728,4,2,2,0,824,2,4
378,729,4,2,2,0,785,2,4
379,730,4,2,2,0,811,2,4
380,731,4,2,2,0,786,2,4
381,732,4,2,2,0,777,2,4
382,733,4,2,2,0,787,2,4
383,734,4,2,2,0,788,2,4
384,735,4,2,2,0,778,2,4
385,736,4,2,2,0,822,2,4
386,737,4,2,2,0,822,2,4
387,738,4,2,2,0,822,2,4
388,739,4,2,2,0,812,2,4
389,740,4,2,2,0,780,2,4
390,741,4,2,2,0,775,2,4
391,742,4,2,2,0,775,2,4
392,743,4,2,2,0,825,2,4
393,744,4,2,2,0,825,2,4
394,745,4,2,2,0,779,2,4
395,746,4,2,2,0,789,2,4
396,747,8,2,6,0,799,6,36
397,748,6,2,4,0,790,4,16
398,749,6,2,4,0,791,4,16
399,750,6,2,4,0,792,4,16
400,751,6,2,4,0,793,4,16
401,752,6,2,4,0,794,4,16
402,753,6,2,4,0,795,4,16
403,754,6,2,4,0,804,4,16
404,755,6,2,4,0,802,4,16
405,756,6,2,4,0,796,4,16
406,757,6,2,4,0,805,4,16
407,758,6,2,4,0,782,4,16
408,759,6,2,4,0,797,4,16
409,760,6,2,4,0,781,4,16
410,761,6,2,4,0,813,4,16
411,762,6,2,4,0,798,4,16
412,763,6,2,4,0,799,4,16
413,764,6,2,4,0,808,4,16
414,765,6,2,4,0,809,4,16
415,766,6,2,4,0,806,4,16
416,767,6,2,4,0,816,4,16
417,768,6,2,4,0,807,4,16
418,769,6,2,4,0,780,4,16
419,770,4,2,2,0,781,2,4
420,771,5,1,4,0,800,4,16
421,772,4,2,2,0,820,2,4
422,773,5,2,3,0,814,3,9
423,774,5,1,4,0,826,4,16
424,815,6,2,4,0,819,4,16
425,827,4,2,2,0,1432,2,4
426,828,6,2,4,0,871,4,16
427,829,6,2,4,0,878,4,16
428,830,6,2,4,0,872,4,16
429,831,6,2,4,0,877,4,16
430,832,6,2,4,0,873,4,16
431,833,4,2,2,0,882,2,4
432,834,4,2,2,0,869,2,4
433,835,4,2,2,0,896,2,4
434,836,4,2,2,0,869,2,4
435,837,4,2,2,0,906,2,4
436,838,4,2,2,0,903,2,4
437,839,6,2,4,0,903,4,16
438,840,4,2,2,0,870,2,4
439,841,4,2,2,0,874,2,4
440,842,4,2,2,0,879,2,4
441,843,4,2,2,0,885,2,4
442,844,4,2,2,0,890,2,4
443,845,4,2,2,0,875,2,4
444,846,4,2,2,0,906,2,4
445,847,4,2,2,0,903,2,4
446,848,4,2,2,0,870,2,4
447,849,5,2,3,0,886,3,9
448,850,5,2,3,0,876,3,9
449,851,4,2,2,0,908,2,4
450,852,4,2,2,0,908,2,4
451,853,3,1,2,0,900,2,4
452,854,6,2,4,0,877,4,16
453,855,6,2,4,0,897,4,16
454,856,6,2,4,0,887,4,16
455,857,6,2,4,0,878,4,16
456,858,6,2,4,0,888,4,16
457,859,6,2,4,0,893,4,16
458,860,6,2,4,0,889,4,16
459,861,6,2,4,0,879,4,16
460,862,6,2,4,0,890,4,16
461,863,6,2,4,0,907,4,16
462,864,6,2,4,0,900,4,16
463,865,4,2,2,0,883,2,4
464,866,6,2,4,0,905,4,16
465,867,4,2,2,0,905,2,4
466,868,4,2,2,0,905,2,4
467,909,4,2,2,0,1432,2,4
468,910,6,2,4,0,939,4,16
469,911,6,2,4,0,945,4,16
470,912,4,2,2,0,967,2,4
471,913,4,2,2,0,962,2,4
472,914,4,2,2,0,938,2,4
473,915,4,2,2,0,940,2,4
474,916,4,2,2,0,941,2,4
475,917,4,2,2,0,952,2,4
476,918,4,2,2,0,947,2,4
477,919,4,2,2,0,966,2,4
478,920,4,2,2,0,942,2,4
479,921,4,2,2,0,946,2,4
480,922,4,2,2,0,944,2,4
481,923,4,2,2,0,958,2,4
482,924,4,2,2,0,953,2,4
483,925,4,2,2,0,954,2,4
484,926,4,2,2,0,943,2,4
485,927,4,2,2,0,964,2,4
486,928,4,2,2,0,955,2,4
487,929,6,2,4,0,956,4,16
488,930,6,2,4,0,957,4,16
489,931,6,2,4,0,944,4,16
490,932,6,2,4,0,948,4,16
491,933,6,2,4,0,958,4,16
492,934,6,2,4,0,945,4,16
493,935,6,2,4,0,972,4,16
494,936,6,2,4,0,949,4,16
495,937,6,2,4,0,947,4,16
496,974,6,2,4,0,1000,4,16
497,975,6,2,4,0,1003,4,16
498,976,5,2,3,0,997,3,9
499,977,4,2,2,0,1010,2,4
500,978,4,2,2,0,1005,2,4
501,979,4,2,2,0,1003,2,4
502,980,4,2,2,0,1001,2,4
503,981,4,2,2,0,998,2,4
504,982,4,2,2,0,999,2,4
505,983,4,2,2,0,1002,2,4
506,984,8,2,6,0,1004,6,36
507,985,6,2,4,0,1000,4,16
508,986,6,2,4,0,1005,4,16
509,987,6,2,4,0,1001,4,16
510,988,6,2,4,0,1006,4,16
511,989,6,2,4,0,1002,4,16
512,990,6,2,4,0,1004,4,16
513,991,6,2,4,0,1007,4,16
514,992,6,2,4,0,1005,4,16
515,993,6,2,4,0,1016,4,16
516,994,4,2,2,0,1006,2,4
517,995,4,2,2,0,1007,2,4
518,996,4,2,2,0,1017,2,4
519,1018,6,2,4,0,1020,4,16
520,1021,6,4,2,0,1432,2,4
521,1022,6,2,4,0,1068,4,16
522,1023,6,2,4,0,1087,4,16
523,1024,6,2,4,0,1069,4,16
524,1025,6,2,4,0,1076,4,16
525,1026,5,2,3,0,1073,3,9
526,1027,4,2,2,0,1113,2,4
527,1028,4,2,2,0,1108,2,4
528,1029,4,2,2,0,1070,2,4
529,1030,6,2,4,0,1071,4,16
530,1031,4,2,2,0,1072,2,4
531,1032,7,2,5,0,1075,5,25
532,1033,8,2,6,0,1077,6,36
533,1034,4,2,2,0,1104,2,4
534,1035,4,2,2,0,1104,2,4
535,1036,4,2,2,0,1087,2,4
536,1037,5,2,3,0,1110,3,9
537,1038,3,1,2,0,1088,2,4
538,1039,2,1,1,0,1077,1,1
539,1040,6,2,4,0,1080,4,16
540,1041,6,2,4,0,1098,4,16
541,1042,6,2,4,0,1078,4,16
542,1043,6,2,4,0,1079,4,16
543,1044,6,2,4,0,1080,4,16
544,1045,6,2,4,0,1073,4,16
545,1046,6,2,4,0,1083,4,16
546,1047,6,2,4,0,1074,4,16
547,1048,6,2,4,0,1081,4,16
548,1049,6,2,4,0,1095,4,16
549,1050,6,2,4,0,1082,4,16
550,1051,6,2,4,0,1074,4,16
551,1052,6,2,4,0,1085,4,16
552,1053,6,2,4,0,1099,4,16
553,1054,6,2,4,0,1083,4,16
554,1055,8,2,6,0,1075,6,36
555,1056,6,2,4,0,1084,4,16
556,1057,6,2,4,0,1085,4,16
557,1058,6,2,4,0,1086,4,16
558,1059,6,2,4,0,1101,4,16
559,1060,6,2,4,0,1107,4,16
560,1061,6,2,4,0,1089,4,16
561,1062,6,2,4,0,1076,4,16
562,1063,6,2,4,0,1087,4,16
563,1064,6,2,4,0,1090,4,16
564,1065,7,2,5,0,1107,5,25
565,1066,6,2,4,0,1092,4,16
566,1067,5,2,3,0,1110,3,9
567,1115,6,2,4,0,1144,4,16
568,1116,6,2,4,0,1177,4,16
569,1117,5,1,4,0,1147,4,16
570,1118,4,2,2,0,1150,2,4
571,1119,4,2,2,0,1184,2,4
572,1120,5,2,3,0,1145,3,9
573,1121,4,2,2,0,1148,2,4
574,1122,3,2,1,0,1148,1,1
575,1123,5,1,4,0,1146,4,16
576,1124,8,2,6,0,1149,6,36
577,1125,6,2,4,0,1151,4,16
578,1126,6,2,4,0,1150,4,16
579,1127,6,2,4,0,1163,4,16
580,1128,6,2,4,0,1156,4,16
581,1129,6,2,4,0,1151,4,16
582,1130,6,2,4,0,1152,4,16
583,1131,6,2,4,0,1182,4,16
584,1132,6,2,4,0,1153,4,16
585,1133,6,2,4,0,1154,4,16
586,1134,6,2,4,0,1167,4,16
587,1135,6,2,4,0,1167,4,16
588,1136,6,2,4,0,1167,4,16
589,1137,6,2,4,0,1156,4,16
590,1138,6,2,4,0,1168,4,16
591,1139,6,2,4,0,1169,4,16
592,1140,6,2,4,0,1158,4,16
593,1141,5,1,4,0,1154,4,16
594,1142,5,1,4,0,1170,4,16
595,1143,5,1,4,0,1155,4,16
596,1186,4,2,2,0,1433,2,4
597,1187,7,4,3,0,1431,3,9
598,1188,4,2,2,0,1227,2,4
599,1189,4,2,2,0,1240,2,4
600,1190,4,2,2,0,1222,2,4
601,1191,4,2,2,0,1236,2,4
602,1192,4,2,2,0,1221,2,4
603,1193,4,2,2,0,1229,2,4
604,1194,4,2,2,0,1223,2,4
605,1195,4,2,2,0,1215,2,4
606,1196,4,2,2,0,1216,2,4
607,1197,4,2,2,0,1217,2,4
608,1198,4,2,2,0,1217,2,4
609,1199,5,2,3,0,1218,3,9
610,1200,4,2,2,0,1230,2,4
611,1201,4,2,2,0,1219,2,4
612,1202,6,2,4,0,1220,4,16
613,1203,4,2,2,0,1224,2,4
614,1204,6,2,4,0,1225,4,16
615,1205,6,2,4,0,1226,4,16
616,1206,6,2,4,0,1228,4,16
617,1207,6,2,4,0,1227,4,16
618,1208,6,2,4,0,1228,4,16
619,1209,6,2,4,0,1221,4,16
620,1210,5,2,3,0,1238,3,9
621,1211,4,2,2,0,1237,2,4
622,1212,4,2,2,0,1244,2,4
623,1213,5,2,3,0,1231,3,9
624,1214,5,1,4,0,1229,4,16
625,1245,4,2,2,0,1431,2,4
626,1246,6,2,4,0,1291,4,16
627,1247,4,2,2,0,1295,2,4
628,1248,6,2,4,0,1298,4,16
629,1249,4,2,2,0,1324,2,4
630,1250,7,2,5,0,1292,5,25
631,1251,5,2,3,0,1294,3,9
632,1252,4,2,2,0,1293,2,4
633,1253,5,2,3,0,1296,3,9
634,1254,4,2,2,0,1314,2,4
635,1255,4,2,2,0,1296,2,4
636,1256,4,2,2,0,1299,2,4
637,1257,5,2,3,0,1291,3,9
638,1258,5,2,3,0,1292,3,9
639,1259,4,2,2,0,1311,2,4
640,1260,4,2,2,0,1300,2,4
641,1261,3,1,2,0,1301,2,4
642,1262,10,2,8,0,1302,8,64
643,1263,8,2,6,0,1303,6,36
644,1264,9,2,7,0,1321,7,49
645,1265,6,2,4,0,1295,4,16
646,1266,6,2,4,0,1303,4,16
647,1267,6,2,4,0,1304,4,16
648,1268,7,1,6,0,1305,6,36
649,1269,6,2,4,0,1306,4,16
650,1270,6,2,4,0,1306,4,16
651,1271,6,2,4,0,1322,4,16
652,1272,6,2,4,0,1307,4,16
653,1273,6,2,4,0,1324,4,16
654,1274,6,2,4,0,1315,4,16
655,1275,6,2,4,0,1314,4,16
656,1276,6,2,4,0,1320,4,16
657,1277,6,2,4,0,1308,4,16
658,1278,6,2,4,0,1296,4,16
659,1279,6,2,4,0,1298,4,16
660,1280,6,2,4,0,1309,4,16
661,1281,5,2,3,0,1310,3,9
662,1282,5,2,3,0,1293,3,9
663,1283,5,2,3,0,1311,3,9
664,1284,4,2,2,0,1325,2,4
665,1285,4,2,2,0,1325,2,4
666,1286,5,2,3,0,1322,3,9
667,1287,5,1,4,0,1312,4,16
668,1288,4,1,3,0,1313,3,9
669,1289,4,2,2,0,1313,2,4
670,1290,4,2,2,0,1333,2,4
671,1326,8,2,6,0,1330,6,36
672,1327,6,2,4,0,1334,4,16
673,1328,6,2,4,0,1334,4,16
674,1341,8,2,6,0,1430,6,36
675,1342,6,2,4,0,1385,4,16
676,1343,6,2,4,0,1386,4,16
677,1344,6,2,4,0,1387,4,16
678,1345,6,2,4,0,1388,4,16
679,1346,6,2,4,0,1391,4,16
680,1347,4,2,2,0,1404,2,4
681,1348,4,2,2,0,1390,2,4
682,1349,4,2,2,0,1420,2,4
683,1350,4,2,2,0,1420,2,4
684,1351,4,2,2,0,1420,2,4
685,1352,4,2,2,0,1429,2,4
686,1353,5,2,3,0,1393,3,9
687,1354,4,2,2,0,1420,2,4
688,1355,4,2,2,0,1394,2,4
689,1356,5,2,3,0,1392,3,9
690,1357,4,2,2,0,1396,2,4
691,1358,4,2,2,0,1395,2,4
692,1359,5,4,1,0,1430,1,1
693,1360,6,2,4,0,1403,4,16
694,1361,3,1,2,0,1399,2,4
695,1362,4,2,2,0,1389,2,4
696,1363,8,2,6,0,1396,6,36
697,1364,6,2,4,0,1390,4,16
698,1365,6,2,4,0,1405,4,16
699,1366,6,2,4,0,1397,4,16
700,1367,6,2,4,0,1391,4,16
701,1368,6,2,4,0,1407,4,16
702,1369,6,2,4,0,1398,4,16
703,1370,6,2,4,0,1392,4,16
704,1371,6,2,4,0,1399,4,16
705,1372,6,2,4,0,1400,4,16
706,1373,6,2,4,0,1419,4,16
707,1374,6,4,2,0,1419,2,4
708,1375,7,2,5,0,1401,5,25
709,1376,6,2,4,0,1402,4,16
710,1377,6,2,4,0,1409,4,16
711,1378,7,2,5,0,1408,5,25
712,1379,6,2,4,0,1417,4,16
713,1380,6,2,4,0,1393,4,16
714,1381,6,2,4,0,1411,4,16
715,1382,7,2,5,0,1394,5,25
716,1383,5,1,4,0,1418,4,16
717,1384,7,1,6,0,1403,6,36
718,1422,6,2,4,0,1426,4,16
719,1423,6,2,4,0,1427,4,16
720,1436,7,2,5,0,1469,5,25
721,1437,6,2,4,0,1470,4,16
722,1438,5,2,3,0,1463,3,9
723,1439,4,2,2,0,1482,2,4
724,1440,4,2,2,0,1468,2,4
725,1441,4,2,2,0,1464,2,4
726,1442,4,2,2,0,1471,2,4
727,1443,4,2,2,0,1476,2,4
728,1444,4,2,2,0,1480,2,4
729,1445,5,2,3,0,1485,3,9
730,1446,4,2,2,0,1469,2,4
731,1447,4,2,2,0,1483,2,4
732,1448,5,2,3,0,1465,3,9
733,1449,4,2,2,0,1466,2,4
734,1450,4,2,2,0,1467,2,4
735,1451,3,2,1,0,1485,1,1
736,1452,8,2,6,0,1473,6,36
737,1453,8,2,6,0,1474,6,36
738,1454,6,2,4,0,1472,4,16
739,1455,6,2,4,0,1473,4,16
740,1456,6,2,4,0,1468,4,16
741,1457,6,2,4,0,1476,4,16
742,1458,6,2,4,0,1469,4,16
743,1459,6,2,4,0,1474,4,16
744,1460,5,2,3,0,1475,3,9
745,1461,5,2,3,0,1485,3,9
746,1462,4,2,2,0,1488,2,4
