q,p,fsz,nc,uc,level
109,2996,8,2,6,0
110,2997,6,2,4,0
111,2998,6,2,4,0
112,2999,6,2,4,0
113,3038,4,2,2,0
114,3039,4,2,2,0
115,3040,6,2,4,0
116,3041,6,2,4,0
117,3042,6,2,4,0
118,3043,4,2,2,0
119,3044,4,2,2,0
120,3045,4,2,2,0
121,3046,4,2,2,0
122,3047,4,2,2,0
123,3048,4,2,2,0
124,3049,8,2,6,0
125,3050,4,2,2,0
126,3051,4,2,2,0
127,3052,4,2,2,0
128,3053,4,2,2,0
129,3054,4,2,2,0
130,3055,4,2,2,0
131,3056,4,2,2,0
132,3057,4,2,2,0
133,3058,4,2,2,0
134,3059,3,1,2,0
135,3060,6,2,4,0
136,3061,8,2,6,0
137,3062,6,2,4,0
138,3063,6,2,4,0
139,3064,6,2,4,0
140,3065,6,2,4,0
141,3066,6,2,4,0
142,3067,6,2,4,0
143,3068,6,2,4,0
144,3069,5,1,4,0
145,3070,6,2,4,0
146,3071,4,2,2,0
147,3072,6,2,4,0
148,3073,6,4,2,0
149,3074,6,2,4,0
150,3075,5,1,4,0
151,3100,4,2,2,0
152,3101,4,2,2,0
153,3102,4,2,2,0
154,3103,6,2,4,0
155,3104,6,2,4,0
156,3105,6,2,4,0
157,3106,6,2,4,0
158,3107,6,2,4,0
159,3108,6,2,4,0
160,3109,6,2,4,0
161,3110,4,2,2,0
162,3111,4,2,2,0
163,3112,6,4,2,0
164,3113,4,2,2,0
165,3114,4,2,2,0
166,3115,4,2,2,0
167,3116,4,2,2,0
168,3117,4,2,2,0
169,3118,4,2,2,0
170,3119,4,2,2,0
171,3120,6,2,4,0
172,3121,6,2,4,0
173,3122,6,2,4,0
174,3123,6,2,4,0
175,3124,6,2,4,0
176,3125,6,2,4,0
177,3126,6,2,4,0
178,3127,4,2,2,0
179,3150,6,2,4,0
180,3151,4,2,2,0
181,3152,4,2,2,0
182,3153,4,2,2,0
183,3155,6,2,4,0
184,3156,6,2,4,0
185,3157,4,2,2,0
186,3158,4,2,2,0
187,3159,6,2,4,0
188,3160,4,2,2,0
189,3161,8,2,6,0
190,3162,4,2,2,0
191,3163,4,2,2,0
192,3164,4,2,2,0
193,3165,4,2,2,0
194,3166,6,4,2,0
195,3167,4,2,2,0
196,3168,4,2,2,0
197,3169,4,2,2,0
198,3170,4,2,2,0
199,3171,4,2,2,0
200,3172,4,2,2,0
201,3173,4,2,2,0
202,3174,4,2,2,0
203,3175,4,2,2,0
204,3176,3,1,2,0
205,3177,3,1,2,0
206,3178,6,2,4,0
207,3179,8,2,6,0
208,3180,6,2,4,0
209,3181,6,2,4,0
210,3182,6,2,4,0
211,3183,6,2,4,0
212,3184,6,2,4,0
213,3185,6,2,4,0
214,3186,6,2,4,0
215,3187,6,2,4,0
216,3188,6,2,4,0
217,3189,6,2,4,0
218,3190,6,2,4,0
219,3191,6,2,4,0
220,3192,6,2,4,0
221,3193,6,2,4,0
222,3194,4,2,2,0
223,3195,6,2,4,0
224,3196,5,1,4,0
225,3227,6,2,4,0
226,3236,6,2,4,0
227,3237,6,2,4,0
228,3238,6,4,2,0
229,3239,6,4,2,0
230,3240,6,2,4,0
231,3241,6,2,4,0
232,3242,6,2,4,0
233,3243,4,2,2,0
234,3244,4,2,2,0
235,3245,4,2,2,0
236,3246,4,2,2,0
237,3247,4,2,2,0
238,3248,4,2,2,0
239,3249,4,2,2,0
240,3250,4,2,2,0
241,3251,4,2,2,0
242,3252,4,2,2,0
243,3253,4,2,2,0
244,3254,4,2,2,0
245,3255,4,2,2,0
246,3256,8,2,6,0
247,3257,8,2,6,0
248,3258,8,2,6,0
249,3259,6,2,4,0
250,3260,6,2,4,0
251,3261,6,2,4,0
252,3262,6,2,4,0
253,3263,6,2,4,0
254,3264,6,2,4,0
255,3265,6,2,4,0
256,3287,4,2,2,0
257,3288,6,2,4,0
258,3289,6,2,4,0
259,3290,6,2,4,0
260,3291,4,2,2,0
261,3292,4,2,2,0
262,3293,4,2,2,0
263,3294,6,4,2,0
264,3295,6,4,2,0
265,3296,4,2,2,0
266,3297,4,2,2,0
267,3298,4,2,2,0
268,3299,4,2,2,0
269,3300,6,2,4,0
270,3301,4,2,2,0
271,3302,4,2,2,0
272,3303,4,2,2,0
273,3304,4,2,2,0
274,3305,4,2,2,0
275,3306,4,2,2,0
276,3307,4,2,2,0
277,3308,4,2,2,0
278,3309,6,2,4,0
279,3310,4,2,2,0
280,3311,4,2,2,0
281,3312,4,2,2,0
282,3313,4,2,2,0
283,3314,4,2,2,0
284,3315,4,2,2,0
285,3316,6,2,4,0
286,3317,6,2,4,0
287,3318,6,2,4,0
288,3319,6,2,4,0
289,3320,6,2,4,0
290,3321,6,2,4,0
291,3322,6,2,4,0
292,3323,6,2,4,0
293,3324,6,2,4,0
294,3325,6,2,4,0
295,3353,4,2,2,0
296,3354,4,2,2,0
297,3356,4,2,2,0
298,3357,6,2,4,0
299,3358,6,2,4,0
300,3359,6,2,4,0
301,3360,6,2,4,0
302,3361,6,2,4,0
303,3362,5,2,3,0
304,3363,4,2,2,0
305,3364,6,4,2,0
306,3365,4,2,2,0
307,3366,4,2,2,0
308,3367,4,2,2,0
309,3368,4,2,2,0
310,3369,4,2,2,0
311,3370,4,2,2,0
312,3371,4,2,2,0
313,3372,4,2,2,0
314,3373,4,2,2,0
315,3374,4,2,2,0
316,3375,4,2,2,0
317,3376,4,2,2,0
318,3377,4,2,2,0
319,3378,4,2,2,0
320,3379,4,2,2,0
321,3380,4,2,2,0
322,3381,4,2,2,0
323,3382,5,3,2,0
324,3383,5,3,2,0
325,3384,3,1,2,0
326,3385,3,1,2,0
327,3386,6,2,4,0
328,3387,6,2,4,0
329,3388,6,2,4,0
330,3389,6,2,4,0
331,3390,6,2,4,0
332,3391,6,2,4,0
333,3392,6,2,4,0
334,3393,6,2,4,0
335,3394,6,2,4,0
336,3395,6,2,4,0
337,3396,4,2,2,0
338,3421,6,2,4,0
339,3422,8,2,6,0
340,3423,6,2,4,0
341,3424,6,2,4,0
342,3425,6,2,4,0
343,3426,6,2,4,0
344,3427,6,2,4,0
345,3428,4,2,2,0
346,3429,6,4,2,0
347,3430,4,2,2,0
348,3431,4,2,2,0
349,3432,4,2,2,0
350,3433,4,2,2,0
351,3434,4,2,2,0
352,3435,4,2,2,0
353,3436,4,2,2,0
354,3437,6,4,2,0
355,3438,4,2,2,0
356,3439,4,2,2,0
357,3440,3,1,2,0
358,3441,5,3,2,0
359,3442,3,2,1,0
360,3443,6,2,4,0
361,3444,6,2,4,0
362,3445,6,2,4,0
363,3446,6,2,4,0
364,3447,6,2,4,0
365,3448,6,2,4,0
366,3449,4,2,2,0
367,3478,4,2,2,0
368,3479,6,2,4,0
369,3480,6,2,4,0
370,3481,6,2,4,0
371,3482,6,2,4,0
372,3483,4,2,2,0
373,3484,6,2,4,0
374,3485,4,2,2,0
375,3486,6,2,4,0
376,3487,4,2,2,0
377,3488,4,2,2,0
378,3489,4,2,2,0
379,3490,4,2,2,0
380,3491,4,2,2,0
381,3492,4,2,2,0
382,3493,4,2,2,0
383,3494,4,2,2,0
384,3495,4,2,2,0
385,3496,4,2,2,0
386,3497,4,2,2,0
387,3498,4,2,2,0
388,3499,4,2,2,0
389,3500,6,2,4,0
390,3501,8,2,6,0
391,3502,7,1,6,0
392,3503,6,2,4,0
393,3504,6,2,4,0
394,3505,6,2,4,0
395,3506,4,2,2,0
396,3538,6,2,4,0
397,3539,6,2,4,0
398,3540,6,2,4,0
399,3541,6,2,4,0
400,3542,6,2,4,0
401,3543,6,4,2,0
402,3544,6,4,2,0
403,3545,4,2,2,0
404,3546,4,2,2,0
405,3547,4,2,2,0
406,3548,4,2,2,0
407,3549,4,2,2,0
408,3550,4,2,2,0
409,3551,4,2,2,0
410,3552,4,2,2,0
411,3553,5,1,4,0
412,3554,4,2,2,0
413,3555,4,2,2,0
414,3556,4,2,2,0
415,3557,4,2,2,0
416,3558,4,2,2,0
417,3559,4,2,2,0
418,3560,4,2,2,0
419,3561,4,2,2,0
420,3562,3,1,2,0
421,3563,4,2,2,0
422,3564,6,4,2,0
423,3565,8,2,6,0
424,3566,6,2,4,0
425,3567,6,2,4,0
426,3568,6,2,4,0
427,3569,6,2,4,0
428,3570,6,2,4,0
429,3571,6,2,4,0
430,3572,5,1,4,0
431,3602,4,2,2,0
432,3603,4,2,2,0
433,3604,6,2,4,0
434,3605,8,2,6,0
435,3606,4,2,2,0
436,3607,4,2,2,0
437,3608,4,2,2,0
438,3609,4,2,2,0
439,3610,4,2,2,0
440,3611,4,2,2,0
441,3612,4,2,2,0
442,3613,4,2,2,0
443,3614,4,2,2,0
444,3615,4,2,2,0
445,3616,8,2,6,0
446,3617,6,2,4,0
447,3618,6,2,4,0
448,3619,6,2,4,0
449,3620,6,2,4,0
450,3621,6,2,4,0
451,3622,6,2,4,0
452,3623,6,2,4,0
453,3624,6,2,4,0
454,3625,6,2,4,0
455,3626,7,2,5,0
456,3627,6,2,4,0
457,3628,6,2,4,0
458,3629,6,2,4,0
459,3630,6,2,4,0
460,3631,6,2,4,0
461,3632,6,2,4,0
462,3633,6,2,4,0
463,3634,5,1,4,0
464,3635,4,2,2,0
465,3636,6,2,4,0
466,3637,4,2,2,0
467,3638,4,2,2,0
468,3651,12,4,8,0
469,3668,8,2,6,0
470,3669,6,2,4,0
471,3670,6,2,4,0
472,3671,5,2,3,0
473,3672,6,2,4,0
474,3676,4,2,2,0
475,3677,4,2,2,0
476,3685,10,2,8,0
477,3686,6,2,4,0
478,3687,6,2,4,0
479,3688,6,2,4,0
480,3689,6,2,4,0
481,3690,6,2,4,0
482,3691,6,2,4,0
483,3692,6,2,4,0
484,3693,8,2,6,0
485,3694,4,2,2,0
486,3695,5,2,3,0
487,3696,5,2,3,0
488,3724,4,2,2,0
489,3725,4,2,2,0
490,3726,4,2,2,0
491,3727,4,2,2,0
492,3728,4,2,2,0
493,3729,6,2,4,0
494,3730,6,2,4,0
495,3731,4,2,2,0
496,3732,4,2,2,0
497,3733,4,2,2,0
498,3734,4,2,2,0
499,3735,4,2,2,0
500,3736,4,2,2,0
501,3737,4,2,2,0
502,3738,6,2,4,0
503,3739,4,2,2,0
504,3740,4,2,2,0
505,3741,4,2,2,0
506,3742,4,2,2,0
507,3743,4,2,2,0
508,3744,4,2,2,0
509,3745,4,2,2,0
510,3746,4,2,2,0
511,3747,5,3,2,0
512,3748,8,2,6,0
513,3749,6,2,4,0
514,3750,6,2,4,0
515,3751,6,2,4,0
516,3752,6,2,4,0
517,3753,6,2,4,0
518,3754,6,2,4,0
519,3755,6,2,4,0
520,3756,6,2,4,0
521,3757,6,2,4,0
522,3758,6,2,4,0
523,3759,6,2,4,0
524,3760,6,2,4,0
525,3761,6,2,4,0
526,3762,6,2,4,0
527,3763,6,2,4,0
528,3764,8,2,6,0
529,3765,6,2,4,0
530,3791,6,2,4,0
531,3792,4,2,2,0
532,3793,4,2,2,0
533,3794,6,2,4,0
534,3795,4,2,2,0
535,3796,4,2,2,0
536,3797,4,2,2,0
537,3798,4,2,2,0
538,3799,4,2,2,0
539,3800,4,2,2,0
540,3801,4,2,2,0
541,3802,4,2,2,0
542,3803,4,2,2,0
543,3804,4,2,2,0
544,3805,4,2,2,0
545,3806,4,2,2,0
546,3807,4,2,2,0
547,3808,4,2,2,0
548,3809,4,2,2,0
549,3810,4,2,2,0
550,3811,4,2,2,0
551,3812,4,2,2,0
552,3813,4,2,2,0
553,3814,6,2,4,0
554,3815,8,2,6,0
555,3816,8,2,6,0
556,3817,6,2,4,0
557,3818,8,2,6,0
558,3819,6,2,4,0
559,3820,6,2,4,0
560,3821,8,2,6,0
561,3822,6,2,4,0
562,3823,6,2,4,0
563,3824,4,2,2,0
564,3825,6,2,4,0
565,3826,4,2,2,0
566,3845,6,2,4,0
567,3852,6,4,2,0
568,3853,8,2,6,0
569,3854,6,2,4,0
570,3855,6,4,2,0
571,3856,4,2,2,0
572,3857,8,2,6,0
573,3858,8,2,6,0
574,3859,4,2,2,0
575,3860,4,2,2,0
576,3861,4,2,2,0
577,3862,4,2,2,0
578,3863,6,2,4,0
579,3864,4,2,2,0
580,3865,4,2,2,0
581,3866,6,4,2,0
582,3867,4,2,2,0
583,3868,4,2,2,0
584,3869,4,2,2,0
585,3870,4,2,2,0
586,3871,4,2,2,0
587,3872,4,2,2,0
588,3873,4,2,2,0
589,3874,4,2,2,0
590,3875,4,2,2,0
591,3876,4,2,2,0
592,3877,4,2,2,0
593,3878,4,2,2,0
594,3879,4,2,2,0
595,3880,4,2,2,0
596,3881,4,2,2,0
597,3882,4,2,2,0
598,3883,4,2,2,0
599,3884,4,2,2,0
600,3885,4,2,2,0
601,3886,4,2,2,0
602,3887,4,2,2,0
603,3888,3,1,2,0
604,3889,3,1,2,0
605,3890,8,2,6,0
606,3891,6,2,4,0
607,3892,6,2,4,0
608,3893,6,2,4,0
609,3894,6,2,4,0
610,3895,6,2,4,0
611,3896,6,2,4,0
612,3897,6,2,4,0
613,3898,6,2,4,0
614,3899,6,2,4,0
615,3900,6,2,4,0
616,3901,6,2,4,0
617,3902,6,2,4,0
618,3903,6,2,4,0
619,3904,6,2,4,0
620,3905,6,2,4,0
621,3906,5,3,2,0
622,3939,4,2,2,0
623,3940,6,2,4,0
624,3941,6,2,4,0
625,3942,4,2,2,0
626,3943,4,2,2,0
627,3944,4,2,2,0
628,3945,4,2,2,0
629,3946,4,2,2,0
630,3947,4,2,2,0
631,3948,4,2,2,0
632,3949,4,2,2,0
633,3950,4,2,2,0
634,3951,4,2,2,0
635,3952,8,2,6,0
636,3953,6,2,4,0
637,3954,6,2,4,0
638,3955,6,2,4,0
639,3956,6,2,4,0
640,3957,6,2,4,0
641,3958,6,2,4,0
642,3959,6,2,4,0
643,3960,8,2,6,0
644,3961,6,2,4,0
645,3962,6,2,4,0
646,3963,8,2,6,0
647,3988,4,2,2,0
648,3989,4,2,2,0
649,3990,4,2,2,0
650,3991,8,2,6,0
651,3992,6,2,4,0
652,3993,8,2,6,0
653,3994,6,2,4,0
654,3995,6,2,4,0
655,3996,6,2,4,0
656,3997,4,2,2,0
657,3998,4,2,2,0
658,3999,4,2,2,0
659,4000,4,2,2,0
660,4001,6,2,4,0
661,4002,4,2,2,0
662,4003,6,2,4,0
663,4004,4,2,2,0
664,4005,4,2,2,0
665,4006,4,2,2,0
666,4007,4,2,2,0
667,4008,6,2,4,0
668,4009,4,2,2,0
669,4010,4,2,2,0
670,4011,4,2,2,0
671,4012,4,2,2,0
672,4013,10,2,8,0
673,4014,8,2,6,0
674,4015,6,2,4,0
675,4016,6,2,4,0
676,4017,6,2,4,0
677,4018,6,2,4,0
678,4019,6,2,4,0
679,4020,6,2,4,0
680,4021,6,2,4,0
681,4022,6,2,4,0
682,4023,4,2,2,0
683,4046,4,2,2,0
684,4047,4,2,2,0
685,4050,3,1,2,0
686,4051,8,2,6,0
687,4052,8,2,6,0
688,4053,6,4,2,0
689,4054,8,2,6,0
690,4055,6,2,4,0
691,4056,6,2,4,0
692,4057,6,2,4,0
693,4058,6,4,2,0
694,4059,8,2,6,0
695,4060,4,2,2,0
696,4061,6,2,4,0
697,4062,4,2,2,0
698,4063,4,2,2,0
699,4064,6,4,2,0
700,4065,4,2,2,0
701,4066,4,2,2,0
702,4067,4,2,2,0
703,4068,4,2,2,0
704,4069,6,2,4,0
705,4070,4,2,2,0
706,4071,6,2,4,0
707,4072,4,2,2,0
708,4073,4,2,2,0
709,4074,4,2,2,0
710,4075,6,4,2,0
711,4076,4,2,2,0
712,4077,4,2,2,0
713,4078,4,2,2,0
714,4079,4,2,2,0
715,4080,4,2,2,0
716,4081,4,2,2,0
717,4082,4,2,2,0
718,4083,4,2,2,0
719,4084,4,2,2,0
720,4085,4,2,2,0
721,4086,4,2,2,0
722,4087,4,2,2,0
723,4088,4,2,2,0
724,4089,5,3,2,0
725,4090,4,2,2,0
726,4091,4,2,2,0
727,4092,4,2,2,0
728,4093,4,2,2,0
729,4094,4,2,2,0
730,4095,4,2,2,0
731,4096,4,2,2,0
732,4097,4,2,2,0
733,4098,6,2,4,0
734,4099,6,2,4,0
735,4100,6,2,4,0
736,4101,8,2,6,0
737,4102,6,2,4,0
738,4103,6,2,4,0
739,4104,6,2,4,0
740,4105,6,2,4,0
741,4106,6,2,4,0
742,4107,6,2,4,0
743,4108,6,2,4,0
744,4141,4,2,2,0
745,4142,4,2,2,0
746,4143,6,2,4,0
747,4144,6,2,4,0
748,4145,4,2,2,0
749,4146,6,2,4,0
750,4147,4,2,2,0
751,4148,4,2,2,0
752,4149,5,3,2,0
753,4150,5,3,2,0
754,4151,4,2,2,0
755,4152,4,2,2,0
756,4153,4,2,2,0
757,4154,4,2,2,0
758,4155,4,2,2,0
759,4156,4,2,2,0
760,4157,4,2,2,0
761,4158,4,2,2,0
762,4159,4,2,2,0
763,4160,4,2,2,0
764,4161,4,2,2,0
765,4162,6,2,4,0
766,4163,4,2,2,0
767,4164,4,2,2,0
768,4165,4,2,2,0
769,4166,4,2,2,0
770,4167,4,2,2,0
771,4168,4,2,2,0
772,4169,4,2,2,0
773,4170,4,2,2,0
774,4171,4,2,2,0
775,4172,3,1,2,0
776,4173,4,2,2,0
777,4174,6,2,4,0
778,4175,6,2,4,0
779,4176,8,2,6,0
780,4177,6,2,4,0
781,4178,8,2,6,0
782,4179,6,2,4,0
783,4180,6,2,4,0
784,4181,6,2,4,0
785,4182,6,2,4,0
786,4200,6,2,4,0
787,4205,4,2,2,0
788,4206,4,2,2,0
789,4207,4,2,2,0
790,4208,6,2,4,0
791,4209,6,2,4,0
792,4210,6,2,4,0
793,4211,6,2,4,0
794,4212,6,2,4,0
795,4213,6,2,4,0
796,4214,4,2,2,0
797,4215,4,2,2,0
798,4216,4,2,2,0
799,4217,4,2,2,0
800,4218,4,2,2,0
801,4219,4,2,2,0
802,4220,4,2,2,0
803,4221,4,2,2,0
804,4222,4,2,2,0
805,4223,4,2,2,0
806,4224,4,2,2,0
807,4225,6,2,4,0
808,4226,4,2,2,0
809,4227,4,2,2,0
810,4228,4,2,2,0
811,4229,4,2,2,0
812,4230,5,3,2,0
813,4231,5,3,2,0
814,4232,5,3,2,0
815,4233,10,2,8,0
816,4234,6,2,4,0
817,4235,6,2,4,0
818,4236,8,2,6,0
819,4237,6,2,4,0
820,4238,6,2,4,0
821,4239,6,2,4,0
822,4240,6,2,4,0
823,4241,6,2,4,0
824,4242,4,2,2,0
825,4243,6,2,4,0
826,4244,4,2,2,0
827,4270,4,2,2,0
828,4271,4,2,2,0
829,4272,8,2,6,0
830,4273,6,2,4,0
831,4274,8,2,6,0
832,4275,4,2,2,0
833,4276,4,2,2,0
834,4277,4,2,2,0
835,4278,4,2,2,0
836,4279,4,2,2,0
837,4280,4,2,2,0
838,4281,4,2,2,0
839,4282,4,2,2,0
840,4283,4,2,2,0
841,4284,4,2,2,0
842,4285,4,2,2,0
843,4286,4,2,2,0
844,4287,4,2,2,0
845,4288,4,2,2,0
846,4289,4,2,2,0
847,4290,4,2,2,0
848,4291,4,2,2,0
849,4292,4,2,2,0
850,4293,6,2,4,0
851,4294,6,2,4,0
852,4295,6,2,4,0
853,4296,6,2,4,0
854,4297,6,2,4,0
855,4298,6,2,4,0
856,4299,6,2,4,0
857,4300,6,2,4,0
858,4301,6,2,4,0
859,4302,6,2,4,0
860,4322,4,2,2,0
861,4323,6,2,4,0
862,4324,10,2,8,0
863,4325,6,4,2,0
864,4326,6,2,4,0
865,4327,6,2,4,0
866,4328,6,2,4,0
867,4329,4,2,2,0
868,4330,4,2,2,0
869,4331,4,2,2,0
870,4333,4,2,2,0
871,4334,4,2,2,0
872,4335,4,2,2,0
873,4338,4,2,2,0
874,4339,4,2,2,0
875,4341,4,2,2,0
876,4342,4,2,2,0
877,4343,4,2,2,0
878,4344,4,2,2,0
879,4347,4,2,2,0
880,4348,3,1,2,0
881,4349,3,1,2,0
882,4350,6,2,4,0
883,4351,6,2,4,0
884,4352,6,2,4,0
885,4353,6,2,4,0
886,4354,6,2,4,0
887,4355,4,2,2,0
888,4383,4,2,2,0
889,4384,4,2,2,0
890,4385,4,2,2,0
891,4386,4,2,2,0
892,4387,4,2,2,0
893,4388,6,2,4,0
894,4389,4,2,2,0
895,4390,4,2,2,0
896,4391,4,2,2,0
897,4392,4,2,2,0
898,4393,4,2,2,0
899,4394,4,2,2,0
900,4395,4,2,2,0
901,4396,6,2,4,0
902,4397,4,2,2,0
903,4398,4,2,2,0
904,4399,4,2,2,0
905,4400,4,2,2,0
906,4401,4,2,2,0
907,4402,4,2,2,0
908,4403,4,2,2,0
909,4404,4,2,2,0
910,4405,4,2,2,0
911,4406,4,2,2,0
912,4407,4,2,2,0
913,4408,4,2,2,0
914,4409,4,2,2,0
915,4410,4,2,2,0
916,4411,4,2,2,0
917,4412,4,2,2,0
918,4413,4,2,2,0
919,4414,4,2,2,0
920,4415,4,2,2,0
921,4416,6,2,4,0
922,4417,6,2,4,0
923,4418,6,2,4,0
924,4419,6,2,4,0
925,4420,6,2,4,0
926,4421,6,2,4,0
927,4422,6,2,4,0
928,4423,6,2,4,0
929,4424,6,2,4,0
930,4425,8,2,6,0
931,4426,6,2,4,0
932,4427,6,2,4,0
933,4428,4,2,2,0
934,4463,4,2,2,0
935,4464,6,2,4,0
936,4465,6,2,4,0
937,4466,6,2,4,0
938,4467,6,2,4,0
939,4468,6,2,4,0
940,4469,4,2,2,0
941,4470,4,2,2,0
942,4471,4,2,2,0
943,4472,4,2,2,0
944,4473,4,2,2,0
945,4474,4,2,2,0
946,4475,4,2,2,0
947,4476,4,2,2,0
948,4477,6,2,4,0
949,4478,4,2,2,0
950,4479,4,2,2,0
951,4480,4,2,2,0
952,4481,4,2,2,0
953,4482,4,2,2,0
954,4483,6,2,4,0
955,4484,4,2,2,0
956,4485,4,2,2,0
957,4486,4,2,2,0
958,4487,4,2,2,0
959,4488,4,2,2,0
960,4489,4,2,2,0
961,4490,4,2,2,0
962,4491,4,2,2,0
963,4492,4,2,2,0
964,4493,4,2,2,0
965,4494,4,2,2,0
966,4495,4,2,2,0
967,4496,4,2,2,0
968,4497,4,2,2,0
969,4498,4,2,2,0
970,4499,4,2,2,0
971,4500,3,1,2,0
972,4501,8,2,6,0
973,4502,6,2,4,0
974,4503,6,2,4,0
975,4504,6,2,4,0
976,4505,6,2,4,0
977,4506,6,2,4,0
978,4507,6,2,4,0
979,4508,6,2,4,0
980,4509,6,2,4,0
981,4510,6,2,4,0
982,4511,6,2,4,0
983,4512,6,2,4,0
984,4513,6,2,4,0
985,4514,6,2,4,0
986,4515,6,2,4,0
987,4516,6,2,4,0
988,4517,6,2,4,0
989,4518,6,2,4,0
990,4519,6,2,4,0
991,4520,6,2,4,0
992,4521,4,2,2,0
993,4522,4,2,2,0
994,4523,6,2,4,0
995,4573,4,2,2,0
996,4574,4,2,2,0
997,4575,4,2,2,0
998,4576,6,2,4,0
999,4577,6,4,2,0
1000,4578,6,2,4,0
1001,4579,6,2,4,0
1002,4580,6,2,4,0
1003,4581,4,2,2,0
1004,4582,6,2,4,0
1005,4583,4,2,2,0
1006,4584,4,2,2,0
1007,4585,4,2,2,0
1008,4586,4,2,2,0
1009,4587,5,2,3,0
1010,4588,4,2,2,0
1011,4589,4,2,2,0
1012,4590,5,3,2,0
1013,4591,4,2,2,0
1014,4592,4,2,2,0
1015,4593,4,2,2,0
1016,4594,4,2,2,0
1017,4595,4,2,2,0
1018,4596,4,2,2,0
1019,4597,3,1,2,0
1020,4598,3,1,2,0
1021,4599,3,1,2,0
1022,4600,3,1,2,0
1023,4601,3,1,2,0
1024,4602,3,1,2,0
1025,4603,3,1,2,0
1026,4604,3,1,2,0
1027,4605,3,1,2,0
1028,4606,3,1,2,0
1029,4607,3,1,2,0
1030,4608,8,2,6,0
1031,4609,6,2,4,0
1032,4610,6,2,4,0
1033,4611,6,2,4,0
1034,4612,6,2,4,0
1035,4613,6,2,4,0
1036,4614,6,2,4,0
1037,4615,6,2,4,0
1038,4616,6,1,5,0
1039,4649,6,2,4,0
1040,4650,3,1,2,0
1041,4651,4,2,2,0
1042,4652,6,2,4,0
1043,4653,6,4,2,0
1044,4654,6,2,4,0
1045,4655,6,2,4,0
1046,4656,6,2,4,0
1047,4657,6,2,4,0
1048,4658,6,2,4,0
1049,4659,6,2,4,0
1050,4660,6,2,4,0
1051,4661,4,2,2,0
1052,4662,4,2,2,0
1053,4663,4,2,2,0
1054,4664,4,2,2,0
1055,4665,4,2,2,0
1056,4666,4,2,2,0
1057,4667,6,2,4,0
1058,4668,4,2,2,0
1059,4669,4,2,2,0
1060,4670,5,2,3,0
1061,4671,4,2,2,0
1062,4672,4,2,2,0
1063,4673,4,2,2,0
1064,4674,4,2,2,0
1065,4675,8,2,6,0
1066,4676,4,2,2,0
1067,4677,4,2,2,0
1068,4678,4,2,2,0
