q,p,fsz,nc,uc,level
125,212,5,2,3,0
126,213,4,2,2,0
127,214,4,1,3,0
128,242,7,2,5,0
129,243,6,2,4,0
130,254,6,2,4,0
131,255,6,2,4,0
132,256,6,2,4,0
133,257,6,2,4,0
134,258,6,2,4,0
135,259,5,3,2,0
136,260,5,4,1,0
137,261,6,2,4,0
138,262,6,2,4,0
139,263,5,2,3,0
140,264,6,2,4,0
141,265,3,1,2,0
142,266,3,1,2,0
143,267,3,1,2,0
144,268,3,1,2,0
145,269,3,1,2,0
146,270,8,2,6,0
147,271,6,2,4,0
148,272,6,2,4,0
149,273,6,2,4,0
150,274,6,2,4,0
151,275,6,2,4,0
152,276,6,2,4,0
153,277,6,2,4,0
154,278,6,2,4,0
155,279,6,2,4,0
156,280,6,2,4,0
157,281,6,2,4,0
158,282,6,2,4,0
159,283,6,2,4,0
160,284,6,2,4,0
161,285,6,2,4,0
162,286,6,2,4,0
163,287,6,2,4,0
164,288,6,2,4,0
165,289,6,2,4,0
166,290,6,2,4,0
167,291,6,2,4,0
168,292,6,2,4,0
169,293,6,2,4,0
170,294,6,2,4,0
171,295,5,2,3,0
172,296,5,2,3,0
173,297,5,2,3,0
174,298,5,2,3,0
175,299,5,2,3,0
176,300,6,2,4,0
177,301,5,1,4,0
178,302,5,2,3,0
179,303,5,2,3,0
180,304,5,2,3,0
181,305,5,2,3,0
182,306,5,2,3,0
183,345,6,2,4,0
184,346,5,2,3,0
185,365,3,1,2,0
186,366,6,2,4,0
187,367,6,2,4,0
188,368,6,2,4,0
189,369,8,2,6,0
190,370,4,2,2,0
191,371,4,2,2,0
192,372,4,2,2,0
193,373,4,2,2,0
194,374,4,2,2,0
195,375,4,2,2,0
196,376,6,2,4,0
197,377,4,2,2,0
198,378,4,2,2,0
199,379,4,2,2,0
200,380,4,2,2,0
201,381,4,2,2,0
202,382,4,2,2,0
203,383,4,2,2,0
204,384,4,2,2,0
205,385,4,2,2,0
206,386,4,2,2,0
207,387,4,2,2,0
208,388,4,2,2,0
209,389,4,2,2,0
210,390,4,2,2,0
211,391,4,1,3,0
212,392,6,2,4,0
213,393,6,2,4,0
214,394,6,2,4,0
215,395,6,2,4,0
216,396,6,2,4,0
217,397,6,2,4,0
218,398,6,2,4,0
219,399,6,2,4,0
220,400,6,2,4,0
221,401,6,2,4,0
222,402,6,2,4,0
223,403,6,2,4,0
224,404,6,2,4,0
225,405,6,2,4,0
226,406,4,2,2,0
227,436,3,1,2,0
228,437,3,1,2,0
229,438,6,2,4,0
230,439,6,2,4,0
231,440,6,2,4,0
232,441,4,2,2,0
233,442,4,2,2,0
234,443,4,2,2,0
235,444,4,2,2,0
236,445,4,2,2,0
237,446,4,2,2,0
238,447,4,2,2,0
239,448,4,2,2,0
240,449,4,2,2,0
241,450,4,2,2,0
242,451,4,2,2,0
243,452,4,2,2,0
244,453,4,2,2,0
245,454,4,2,2,0
246,455,4,2,2,0
247,456,4,2,2,0
248,457,4,2,2,0
249,458,4,2,2,0
250,459,4,2,2,0
251,460,4,2,2,0
252,461,6,2,4,0
253,462,6,2,4,0
254,463,6,2,4,0
255,464,6,2,4,0
256,465,6,2,4,0
257,466,6,2,4,0
258,467,6,2,4,0
259,468,6,2,4,0
260,469,6,2,4,0
261,470,6,2,4,0
262,471,6,2,4,0
263,472,6,2,4,0
264,473,6,2,4,0
265,474,6,2,4,0
266,475,6,2,4,0
267,506,3,1,2,0
268,507,3,1,2,0
269,508,3,1,2,0
270,509,2,1,1,0
271,510,8,2,6,0
272,511,11,2,9,0
273,512,6,2,4,0
274,513,6,2,4,0
275,514,6,2,4,0
276,515,7,2,5,0
277,516,7,2,5,0
278,517,6,2,4,0
279,518,6,2,4,0
280,519,6,2,4,0
281,520,6,2,4,0
282,521,6,2,4,0
283,522,6,2,4,0
284,523,6,2,4,0
285,524,6,2,4,0
286,525,6,2,4,0
287,526,6,2,4,0
288,527,6,2,4,0
289,528,6,2,4,0
290,529,6,2,4,0
291,530,6,2,4,0
292,531,6,2,4,0
293,532,6,2,4,0
294,533,6,2,4,0
295,534,5,2,3,0
296,535,6,2,4,0
297,536,6,2,4,0
298,537,6,2,4,0
299,538,5,1,4,0
300,539,6,2,4,0
301,540,5,1,4,0
302,541,5,1,4,0
303,542,5,2,3,0
304,543,5,1,4,0
305,544,5,2,3,0
306,545,5,2,3,0
307,546,5,2,3,0
308,547,5,1,4,0
309,548,3,1,2,0
310,595,6,2,4,0
311,596,6,4,2,0
312,597,4,1,3,0
313,598,2,1,1,0
314,599,8,2,6,0
315,600,6,2,4,0
316,601,6,2,4,0
317,602,7,2,5,0
318,603,6,2,4,0
319,604,6,2,4,0
320,605,6,2,4,0
321,606,6,2,4,0
322,607,6,2,4,0
323,608,6,2,4,0
324,609,6,2,4,0
325,610,6,2,4,0
326,611,6,2,4,0
327,612,6,2,4,0
328,613,6,2,4,0
329,614,6,2,4,0
330,615,6,2,4,0
331,616,6,2,4,0
332,617,6,2,4,0
333,618,6,2,4,0
334,619,6,2,4,0
335,620,6,2,4,0
336,621,6,2,4,0
337,622,5,2,3,0
338,623,5,2,3,0
339,624,5,2,3,0
340,625,5,1,4,0
341,626,5,1,4,0
342,627,4,1,3,0
343,628,4,1,3,0
344,629,4,1,3,0
345,630,3,1,2,0
346,665,7,1,6,0
347,666,5,1,4,0
348,673,5,4,1,0
349,674,6,2,4,0
350,675,6,2,4,0
351,676,6,2,4,0
352,677,6,2,4,0
353,678,5,2,3,0
354,679,6,2,4,0
355,680,3,1,2,0
356,681,3,1,2,0
357,682,3,1,2,0
358,683,8,2,6,0
359,684,6,2,4,0
360,685,6,2,4,0
361,686,6,2,4,0
362,687,8,2,6,0
363,688,6,2,4,0
364,689,6,2,4,0
365,690,6,2,4,0
366,691,6,2,4,0
367,692,6,2,4,0
368,693,6,2,4,0
369,694,6,2,4,0
370,695,6,2,4,0
371,696,6,2,4,0
372,697,6,2,4,0
373,698,6,2,4,0
374,699,6,2,4,0
375,700,6,2,4,0
376,701,6,2,4,0
377,702,6,2,4,0
378,703,6,2,4,0
379,704,6,2,4,0
380,705,6,2,4,0
381,706,6,2,4,0
382,707,6,2,4,0
383,708,6,2,4,0
384,709,6,2,4,0
385,710,5,1,4,0
386,711,6,2,4,0
387,712,6,2,4,0
388,713,5,2,3,0
389,714,5,2,3,0
390,715,7,3,4,0
391,716,6,2,4,0
392,717,5,2,3,0
393,718,5,2,3,0
394,719,5,2,3,0
395,720,5,2,3,0
396,721,5,2,3,0
397,722,5,2,3,0
398,723,5,2,3,0
399,724,4,2,2,0
400,725,3,1,2,0
401,783,7,2,5,0
402,784,5,2,3,0
403,785,3,1,2,0
404,786,2,1,1,0
405,787,6,2,4,0
406,788,6,2,4,0
407,789,6,2,4,0
408,790,6,2,4,0
409,791,6,2,4,0
410,792,6,2,4,0
411,793,6,2,4,0
412,794,6,2,4,0
413,795,6,2,4,0
414,796,6,2,4,0
415,797,6,2,4,0
416,798,6,2,4,0
417,799,7,1,6,0
418,800,6,2,4,0
419,801,5,2,3,0
420,802,5,1,4,0
421,803,7,2,5,0
422,804,5,2,3,0
423,805,6,2,4,0
424,806,6,2,4,0
425,807,5,1,4,0
426,808,5,2,3,0
427,809,5,2,3,0
428,810,5,2,3,0
429,811,5,2,3,0
430,812,5,2,3,0
431,813,5,2,3,0
432,814,4,1,3,0
433,815,4,1,3,0
434,816,5,2,3,0
435,817,4,1,3,0
436,818,4,1,3,0
437,819,4,2,2,0
438,820,4,2,2,0
439,821,4,1,3,0
440,822,4,1,3,0
441,823,4,2,2,0
442,824,4,1,3,0
443,825,4,1,3,0
444,826,4,1,3,0
445,827,3,1,2,0
446,828,3,1,2,0
447,856,5,2,3,0
448,857,5,1,4,0
449,877,7,2,5,0
450,883,6,2,4,0
451,884,3,1,2,0
452,885,3,1,2,0
453,886,6,2,4,0
454,887,6,2,4,0
455,888,6,2,4,0
456,889,7,2,5,0
457,890,6,2,4,0
458,891,6,2,4,0
459,892,6,2,4,0
460,893,6,2,4,0
461,894,6,2,4,0
462,895,6,2,4,0
463,896,6,2,4,0
464,897,6,2,4,0
465,898,6,2,4,0
466,899,5,1,4,0
467,900,6,2,4,0
468,901,5,1,4,0
469,902,6,2,4,0
470,903,6,2,4,0
471,904,5,1,4,0
472,905,5,2,3,0
473,906,6,2,4,0
474,907,6,2,4,0
475,908,5,1,4,0
476,909,5,2,3,0
477,910,5,2,3,0
478,911,5,2,3,0
479,912,5,2,3,0
480,913,5,1,4,0
481,914,5,2,3,0
482,915,5,2,3,0
483,916,5,2,3,0
484,917,5,2,3,0
485,918,5,2,3,0
486,919,4,1,3,0
487,920,4,1,3,0
488,921,4,1,3,0
489,942,8,2,6,0
490,943,6,2,4,0
491,944,6,2,4,0
492,971,3,2,1,0
493,972,3,1,2,0
494,973,6,4,2,0
495,974,6,4,2,0
496,975,5,4,1,0
497,976,3,1,2,0
498,977,9,1,8,0
499,978,6,2,4,0
500,979,6,2,4,0
501,980,8,2,6,0
502,981,6,2,4,0
503,982,6,2,4,0
504,983,6,2,4,0
505,984,6,2,4,0
506,985,6,2,4,0
507,986,6,2,4,0
508,987,6,2,4,0
509,988,6,2,4,0
510,989,6,2,4,0
511,990,6,2,4,0
512,991,6,2,4,0
513,992,6,2,4,0
514,993,5,1,4,0
515,994,6,2,4,0
516,995,6,2,4,0
517,996,6,2,4,0
518,997,6,2,4,0
519,998,6,2,4,0
520,999,6,2,4,0
521,1000,6,2,4,0
522,1001,5,1,4,0
523,1002,5,1,4,0
524,1003,6,2,4,0
525,1004,6,2,4,0
526,1005,6,1,5,0
527,1006,6,2,4,0
528,1007,6,2,4,0
529,1008,5,2,3,0
530,1009,5,1,4,0
531,1010,5,2,3,0
532,1011,4,1,3,0
533,1052,11,2,9,0
534,1064,2,1,1,0
535,1065,8,2,6,0
536,1066,6,2,4,0
537,1067,5,2,3,0
538,1068,5,2,3,0
539,1069,3,1,2,0
540,1070,3,1,2,0
541,1071,3,1,2,0
542,1072,3,1,2,0
543,1073,3,1,2,0
544,1074,2,1,1,0
545,1075,6,2,4,0
546,1076,6,2,4,0
547,1077,6,2,4,0
548,1078,6,2,4,0
549,1079,8,2,6,0
550,1080,6,2,4,0
551,1081,6,2,4,0
552,1082,6,2,4,0
553,1083,6,2,4,0
554,1084,6,2,4,0
555,1085,6,2,4,0
556,1086,6,2,4,0
557,1087,6,2,4,0
558,1088,6,2,4,0
559,1089,6,2,4,0
560,1090,6,2,4,0
561,1091,8,2,6,0
562,1092,5,2,3,0
563,1093,5,2,3,0
564,1094,5,2,3,0
565,1095,5,2,3,0
566,1096,5,1,4,0
567,1097,4,1,3,0
568,1098,4,2,2,0
569,1099,4,1,3,0
570,1100,4,2,2,0
571,1144,6,4,2,0
572,1145,6,2,4,0
573,1146,6,2,4,0
574,1147,5,4,1,0
575,1148,5,2,3,0
576,1149,3,1,2,0
577,1150,3,1,2,0
578,1151,3,1,2,0
579,1152,3,1,2,0
580,1153,3,1,2,0
581,1154,2,1,1,0
582,1155,6,2,4,0
583,1156,6,2,4,0
584,1157,6,2,4,0
585,1158,7,2,5,0
586,1159,6,2,4,0
587,1160,6,2,4,0
588,1161,6,2,4,0
589,1162,6,2,4,0
590,1163,6,2,4,0
591,1164,6,2,4,0
592,1165,7,2,5,0
593,1166,7,2,5,0
594,1167,6,2,4,0
595,1168,6,2,4,0
596,1169,6,2,4,0
597,1170,6,2,4,0
598,1171,6,2,4,0
599,1172,6,2,4,0
600,1173,6,2,4,0
601,1174,6,2,4,0
602,1175,6,2,4,0
603,1176,6,2,4,0
604,1177,6,2,4,0
605,1178,5,2,3,0
606,1179,5,2,3,0
607,1180,6,2,4,0
608,1181,6,2,4,0
609,1182,6,2,4,0
610,1183,5,1,4,0
611,1184,5,2,3,0
612,1185,6,1,5,0
613,1186,5,2,3,0
614,1187,6,1,5,0
615,1188,5,1,4,0
616,1189,5,1,4,0
617,1190,5,2,3,0
618,1191,5,1,4,0
619,1192,4,1,3,0
620,1193,4,1,3,0
621,1194,4,2,2,0
622,1195,4,2,2,0
623,1196,4,2,2,0
624,1256,4,2,2,0
625,1257,3,2,1,0
626,1258,8,4,4,0
627,1259,6,2,4,0
628,1260,6,2,4,0
629,1261,6,2,4,0
630,1262,6,2,4,0
631,1263,4,2,2,0
632,1264,4,2,2,0
633,1265,4,2,2,0
634,1266,5,4,1,0
635,1267,4,2,2,0
636,1268,5,2,3,0
637,1269,4,2,2,0
638,1270,4,2,2,0
639,1271,4,2,2,0
640,1272,4,2,2,0
641,1273,4,2,2,0
642,1274,4,2,2,0
643,1275,4,2,2,0
644,1276,4,2,2,0
645,1277,4,2,2,0
646,1278,4,2,2,0
647,1279,4,2,2,0
648,1280,6,2,4,0
649,1281,4,2,2,0
650,1282,4,2,2,0
651,1283,4,2,2,0
652,1284,4,2,2,0
653,1285,4,2,2,0
654,1286,5,2,3,0
655,1287,4,2,2,0
656,1288,4,2,2,0
657,1289,4,2,2,0
658,1290,4,2,2,0
659,1291,4,2,2,0
660,1292,4,2,2,0
661,1293,4,2,2,0
662,1294,4,2,2,0
663,1295,4,2,2,0
664,1296,5,2,3,0
665,1297,4,2,2,0
666,1298,4,2,2,0
667,1299,10,2,8,0
668,1300,6,2,4,0
669,1301,6,2,4,0
670,1302,6,2,4,0
671,1303,6,2,4,0
672,1304,6,2,4,0
673,1305,6,2,4,0
674,1306,6,2,4,0
675,1307,6,2,4,0
676,1308,6,2,4,0
677,1309,6,2,4,0
678,1310,6,2,4,0
679,1311,6,2,4,0
680,1312,6,2,4,0
681,1313,6,2,4,0
682,1314,6,2,4,0
683,1315,6,2,4,0
684,1316,6,2,4,0
685,1317,6,2,4,0
686,1318,5,2,3,0
687,1319,6,2,4,0
688,1320,6,2,4,0
689,1321,6,2,4,0
690,1322,6,2,4,0
691,1323,5,2,3,0
692,1370,7,4,3,0
693,1371,6,2,4,0
694,1372,4,2,2,0
695,1373,4,2,2,0
696,1374,4,2,2,0
697,1375,4,2,2,0
698,1376,4,2,2,0
699,1377,4,2,2,0
700,1378,4,2,2,0
701,1379,4,2,2,0
702,1380,4,2,2,0
703,1381,4,2,2,0
704,1382,4,2,2,0
705,1383,4,2,2,0
706,1384,4,2,2,0
707,1385,4,2,2,0
708,1386,4,2,2,0
709,1387,4,2,2,0
710,1388,4,2,2,0
711,1389,4,2,2,0
712,1390,4,2,2,0
713,1391,4,2,2,0
714,1392,6,2,4,0
715,1393,6,2,4,0
716,1394,6,2,4,0
717,1395,6,2,4,0
718,1396,6,2,4,0
719,1397,6,2,4,0
720,1398,6,2,4,0
721,1399,6,2,4,0
722,1400,6,2,4,0
723,1401,4,2,2,0
724,1402,4,2,2,0
725,1403,4,2,2,0
726,1430,6,2,4,0
727,1431,6,2,4,0
728,1432,6,2,4,0
729,1433,4,2,2,0
730,1434,4,2,2,0
731,1435,4,2,2,0
732,1436,4,2,2,0
733,1437,5,2,3,0
734,1438,4,2,2,0
735,1439,4,2,2,0
736,1440,4,2,2,0
737,1441,4,2,2,0
738,1442,4,2,2,0
739,1443,4,2,2,0
740,1444,4,2,2,0
741,1445,4,2,2,0
742,1446,4,2,2,0
743,1447,4,2,2,0
744,1448,4,2,2,0
745,1449,4,2,2,0
746,1450,5,2,3,0
747,1451,4,2,2,0
748,1452,4,2,2,0
749,1453,6,2,4,0
750,1454,6,2,4,0
751,1455,6,2,4,0
752,1456,6,2,4,0
753,1457,6,2,4,0
754,1458,6,2,4,0
755,1459,6,2,4,0
756,1460,6,2,4,0
757,1461,6,2,4,0
758,1462,6,2,4,0
759,1463,6,2,4,0
760,1464,6,2,4,0
761,1494,6,2,4,0
762,1495,6,2,4,0
763,1496,6,2,4,0
764,1497,6,2,4,0
765,1498,6,2,4,0
766,1499,4,2,2,0
767,1500,6,2,4,0
768,1501,4,2,2,0
769,1502,4,2,2,0
770,1503,4,2,2,0
771,1504,4,2,2,0
772,1505,4,2,2,0
773,1506,6,2,4,0
774,1507,4,2,2,0
775,1508,4,2,2,0
776,1509,4,2,2,0
777,1510,4,2,2,0
778,1511,4,2,2,0
779,1512,4,2,2,0
780,1513,3,1,2,0
781,1514,3,1,2,0
782,1515,6,2,4,0
783,1516,6,2,4,0
784,1517,6,2,4,0
785,1518,6,2,4,0
786,1519,6,2,4,0
787,1520,6,2,4,0
788,1521,6,2,4,0
789,1522,6,2,4,0
790,1523,6,2,4,0
791,1524,7,1,6,0
792,1525,6,2,4,0
793,1526,6,2,4,0
794,1527,6,2,4,0
795,1528,6,2,4,0
796,1529,6,2,4,0
797,1530,4,1,3,0
798,1561,4,2,2,0
799,1562,4,2,2,0
800,1563,6,2,4,0
801,1564,6,2,4,0
802,1565,4,2,2,0
803,1566,5,1,4,0
804,1567,8,2,6,0
805,1568,4,2,2,0
806,1569,5,2,3,0
807,1570,5,2,3,0
808,1571,4,2,2,0
809,1572,4,2,2,0
810,1573,4,2,2,0
811,1574,5,2,3,0
812,1575,4,2,2,0
813,1576,5,2,3,0
814,1577,4,2,2,0
815,1578,5,2,3,0
816,1579,4,2,2,0
817,1580,4,2,2,0
818,1581,4,2,2,0
819,1582,4,1,3,0
820,1583,6,2,4,0
821,1584,8,2,6,0
822,1585,6,2,4,0
823,1586,6,2,4,0
824,1587,6,2,4,0
825,1588,6,2,4,0
826,1589,6,2,4,0
827,1590,5,2,3,0
828,1591,6,2,4,0
829,1592,5,2,3,0
830,1593,4,2,2,0
831,1594,5,2,3,0
832,1595,5,2,3,0
833,1617,4,2,2,0
834,1618,5,2,3,0
835,1619,4,2,2,0
836,1620,4,2,2,0
837,1621,4,2,2,0
838,1622,6,2,4,0
839,1623,4,2,2,0
840,1624,5,2,3,0
841,1625,4,2,2,0
842,1626,4,2,2,0
843,1627,5,2,3,0
844,1628,4,2,2,0
845,1629,4,2,2,0
846,1630,5,2,3,0
847,1631,4,2,2,0
848,1632,4,2,2,0
849,1633,4,2,2,0
850,1634,4,2,2,0
851,1635,4,2,2,0
852,1636,4,2,2,0
853,1637,5,2,3,0
854,1638,4,2,2,0
855,1639,4,2,2,0
856,1640,5,3,2,0
857,1641,3,1,2,0
858,1642,3,2,1,0
859,1643,2,1,1,0
860,1644,6,2,4,0
861,1645,6,2,4,0
862,1646,6,2,4,0
863,1647,6,2,4,0
864,1648,6,2,4,0
865,1649,6,2,4,0
866,1650,6,2,4,0
867,1651,6,2,4,0
868,1652,6,2,4,0
869,1653,6,2,4,0
870,1654,6,2,4,0
871,1655,6,2,4,0
872,1656,6,2,4,0
873,1657,6,2,4,0
874,1658,6,2,4,0
875,1659,6,2,4,0
876,1660,6,2,4,0
877,1661,6,2,4,0
878,1662,6,2,4,0
879,1663,6,2,4,0
880,1664,6,2,4,0
881,1665,4,2,2,0
882,1666,5,1,4,0
883,1667,6,2,4,0
884,1668,5,1,4,0
885,1669,5,2,3,0
886,1670,5,1,4,0
887,1671,4,2,2,0
888,1672,5,2,3,0
889,1673,6,2,4,0
890,1674,5,2,3,0
891,1675,5,2,3,0
892,1676,4,2,2,0
893,1677,4,1,3,0
894,1730,4,2,2,0
895,1731,4,2,2,0
896,1732,4,2,2,0
897,1733,8,4,4,0
898,1734,6,2,4,0
899,1735,6,2,4,0
900,1736,6,2,4,0
901,1737,6,2,4,0
902,1738,4,2,2,0
903,1739,6,2,4,0
904,1740,4,2,2,0
905,1741,4,2,2,0
906,1742,4,2,2,0
907,1743,4,2,2,0
908,1744,4,2,2,0
909,1745,4,2,2,0
910,1746,4,2,2,0
911,1747,4,2,2,0
912,1748,5,2,3,0
913,1749,4,2,2,0
914,1750,4,2,2,0
915,1751,4,2,2,0
916,1752,4,1,3,0
917,1753,10,2,8,0
918,1754,6,2,4,0
919,1755,6,2,4,0
920,1756,6,2,4,0
921,1757,6,2,4,0
922,1758,6,2,4,0
923,1759,6,2,4,0
924,1760,6,2,4,0
925,1761,6,2,4,0
926,1762,6,2,4,0
927,1763,6,2,4,0
928,1764,6,2,4,0
929,1765,7,4,3,0
930,1766,5,2,3,0
931,1767,6,2,4,0
932,1768,6,1,5,0
933,1790,4,2,2,0
934,1792,4,2,2,0
935,1793,6,2,4,0
936,1794,4,2,2,0
937,1795,4,2,2,0
938,1796,4,2,2,0
939,1797,4,2,2,0
940,1798,4,2,2,0
941,1799,4,2,2,0
942,1800,4,2,2,0
943,1801,4,2,2,0
944,1802,4,2,2,0
945,1803,4,2,2,0
946,1804,4,2,2,0
947,1805,4,2,2,0
948,1806,6,2,4,0
949,1807,6,2,4,0
950,1808,6,2,4,0
951,1809,6,2,4,0
952,1810,6,2,4,0
953,1811,6,2,4,0
954,1812,6,2,4,0
955,1813,6,2,4,0
956,1814,6,2,4,0
957,1815,6,2,4,0
958,1816,6,2,4,0
959,1817,6,2,4,0
960,1818,6,2,4,0
961,1819,6,2,4,0
962,1820,5,2,3,0
963,1821,5,2,3,0
964,1842,5,2,3,0
965,1843,6,2,4,0
966,1844,6,2,4,0
967,1845,6,2,4,0
968,1846,4,2,2,0
969,1847,4,2,2,0
970,1848,5,2,3,0
971,1849,4,2,2,0
972,1850,5,3,2,0
973,1851,4,2,2,0
974,1852,4,2,2,0
975,1853,4,2,2,0
976,1854,4,2,2,0
977,1855,5,2,3,0
978,1856,5,2,3,0
979,1857,4,2,2,0
980,1858,4,2,2,0
981,1859,4,2,2,0
982,1860,4,2,2,0
983,1861,5,2,3,0
984,1862,4,2,2,0
985,1863,6,2,4,0
986,1864,6,2,4,0
987,1865,6,2,4,0
988,1866,6,2,4,0
989,1867,6,2,4,0
990,1868,6,2,4,0
991,1869,6,2,4,0
992,1870,6,2,4,0
993,1871,6,2,4,0
994,1872,6,2,4,0
995,1873,6,2,4,0
996,1874,6,2,4,0
997,1875,4,2,2,0
998,1876,4,2,2,0
999,1896,6,2,4,0
1000,1897,6,2,4,0
1001,1898,6,2,4,0
1002,1899,6,2,4,0
1003,1900,6,2,4,0
1004,1901,6,2,4,0
1005,1902,4,2,2,0
1006,1903,4,2,2,0
1007,1904,4,2,2,0
1008,1905,4,2,2,0
1009,1906,4,2,2,0
1010,1907,4,2,2,0
1011,1908,5,2,3,0
1012,1909,4,2,2,0
1013,1910,4,2,2,0
1014,1911,4,2,2,0
1015,1912,4,2,2,0
1016,1913,6,2,4,0
1017,1914,6,2,4,0
1018,1915,6,2,4,0
1019,1916,6,2,4,0
1020,1917,6,2,4,0
1021,1918,6,2,4,0
1022,1919,6,2,4,0
1023,1920,6,2,4,0
1024,1921,6,2,4,0
1025,1922,6,2,4,0
1026,1923,6,2,4,0
1027,1924,6,2,4,0
1028,1925,6,2,4,0
1029,1926,5,2,3,0
1030,1927,4,2,2,0
1031,1928,5,2,3,0
1032,1929,5,2,3,0
1033,1930,4,2,2,0
1034,1961,2,1,1,0
1035,1962,6,4,2,0
1036,1963,4,2,2,0
1037,1964,4,2,2,0
1038,1965,4,2,2,0
1039,1966,4,2,2,0
1040,1967,4,2,2,0
1041,1968,4,2,2,0
1042,1969,4,2,2,0
1043,1970,4,2,2,0
1044,1971,4,2,2,0
1045,1972,4,2,2,0
1046,1973,5,2,3,0
1047,1974,5,2,3,0
1048,1975,6,4,2,0
1049,1976,4,2,2,0
1050,1977,3,1,2,0
1051,1978,3,1,2,0
1052,1979,3,1,2,0
1053,1980,6,2,4,0
1054,1981,6,2,4,0
1055,1982,6,2,4,0
1056,1983,6,2,4,0
1057,1984,6,2,4,0
1058,1985,6,2,4,0
1059,1986,6,2,4,0
1060,1987,6,2,4,0
1061,1988,6,2,4,0
1062,1989,6,2,4,0
1063,1990,6,2,4,0
1064,1991,6,2,4,0
1065,1992,6,2,4,0
1066,1993,6,2,4,0
1067,1994,6,2,4,0
1068,1995,6,2,4,0
1069,1996,6,2,4,0
1070,1997,6,2,4,0
1071,1998,6,2,4,0
1072,1999,6,2,4,0
1073,2000,6,2,4,0
1074,2001,6,2,4,0
1075,2002,6,2,4,0
1076,2003,6,2,4,0
1077,2004,6,2,4,0
1078,2005,6,2,4,0
1079,2006,6,2,4,0
1080,2007,6,2,4,0
1081,2008,5,1,4,0
1082,2009,5,2,3,0
1083,2010,6,2,4,0
1084,2011,6,2,4,0
1085,2012,5,2,3,0
1086,2013,5,2,3,0
1087,2014,4,2,2,0
1088,2015,4,1,3,0
1089,2016,3,1,2,0
1090,2069,4,2,2,0
1091,2070,3,1,2,0
1092,2071,6,2,4,0
1093,2072,6,2,4,0
1094,2073,6,2,4,0
1095,2074,4,2,2,0
1096,2075,4,2,2,0
1097,2076,4,2,2,0
1098,2077,4,2,2,0
1099,2078,4,2,2,0
1100,2079,4,2,2,0
1101,2080,5,1,4,0
1102,2081,4,2,2,0
1103,2082,4,2,2,0
1104,2083,4,2,2,0
1105,2084,4,2,2,0
