q,p,fsz,nc,uc,level
178,323,4,2,2,0
179,324,4,2,2,0
180,325,4,2,2,0
181,326,4,2,2,0
182,327,4,2,2,0
183,328,4,2,2,0
184,329,4,2,2,0
185,330,4,2,2,0
186,331,4,2,2,0
187,332,4,1,3,0
188,333,3,1,2,0
189,334,3,2,1,0
190,335,3,1,2,0
191,336,3,1,2,0
192,337,8,2,6,0
193,338,6,2,4,0
194,339,6,2,4,0
195,340,6,2,4,0
196,341,6,2,4,0
197,342,6,2,4,0
198,343,6,1,5,0
199,344,5,1,4,0
200,345,5,2,3,0
201,346,5,2,3,0
202,347,5,2,3,0
203,348,4,2,2,0
204,375,4,2,2,0
205,376,4,2,2,0
206,377,4,2,2,0
207,378,4,2,2,0
208,379,4,2,2,0
209,380,4,2,2,0
210,381,4,2,2,0
211,382,4,2,2,0
212,383,4,2,2,0
213,384,4,2,2,0
214,385,4,2,2,0
215,386,4,2,2,0
216,387,4,2,2,0
217,388,4,2,2,0
218,389,4,2,2,0
219,390,3,1,2,0
220,391,3,1,2,0
221,392,3,1,2,0
222,393,3,1,2,0
223,394,3,1,2,0
224,395,3,1,2,0
225,396,3,1,2,0
226,397,9,2,7,0
227,398,8,2,6,0
228,399,8,2,6,0
229,400,6,2,4,0
230,401,6,2,4,0
231,402,6,2,4,0
232,403,6,2,4,0
233,404,6,2,4,0
234,405,6,2,4,0
235,406,6,2,4,0
236,407,4,2,2,0
237,408,4,2,2,0
238,436,4,2,2,0
239,437,4,2,2,0
240,438,6,2,4,0
241,439,7,2,5,0
242,440,6,2,4,0
243,441,5,3,2,0
244,442,5,3,2,0
245,443,4,2,2,0
246,444,4,2,2,0
247,445,4,2,2,0
248,446,4,2,2,0
249,447,4,2,2,0
250,448,4,2,2,0
251,449,4,2,2,0
252,450,4,2,2,0
253,451,4,2,2,0
254,452,4,2,2,0
255,453,4,2,2,0
256,454,4,2,2,0
257,455,4,2,2,0
258,456,3,1,2,0
259,457,3,1,2,0
260,458,3,1,2,0
261,459,3,1,2,0
262,460,3,1,2,0
263,461,3,1,2,0
264,462,5,1,4,0
265,463,3,1,2,0
266,464,10,2,8,0
267,465,7,1,6,0
268,466,6,2,4,0
269,467,7,1,6,0
270,468,6,2,4,0
271,469,6,2,4,0
272,470,6,2,4,0
273,471,6,2,4,0
274,472,6,2,4,0
275,473,6,2,4,0
276,474,6,2,4,0
277,475,8,2,6,0
278,476,4,2,2,0
279,504,6,2,4,0
280,505,6,2,4,0
281,513,3,1,2,0
282,514,6,2,4,0
283,515,8,4,4,0
284,516,6,2,4,0
285,517,6,2,4,0
286,518,4,2,2,0
287,519,4,2,2,0
288,520,4,2,2,0
289,521,4,2,2,0
290,522,4,2,2,0
291,523,5,2,3,0
292,524,4,2,2,0
293,525,4,2,2,0
294,526,4,2,2,0
295,527,4,2,2,0
296,528,4,2,2,0
297,529,3,1,2,0
298,530,3,1,2,0
299,531,3,1,2,0
300,532,3,1,2,0
301,533,3,1,2,0
302,534,3,1,2,0
303,535,3,1,2,0
304,536,3,1,2,0
305,537,3,1,2,0
306,538,3,1,2,0
307,539,3,1,2,0
308,540,3,1,2,0
309,541,3,1,2,0
310,542,7,2,5,0
311,543,6,2,4,0
312,544,7,2,5,0
313,545,6,2,4,0
314,546,6,2,4,0
315,547,6,2,4,0
316,548,6,2,4,0
317,549,6,2,4,0
318,550,5,2,3,0
319,551,4,2,2,0
320,552,3,1,2,0
321,580,6,2,4,0
322,581,6,2,4,0
323,592,4,2,2,0
324,593,3,1,2,0
325,594,4,2,2,0
326,595,4,2,2,0
327,596,4,2,2,0
328,597,4,2,2,0
329,598,4,2,2,0
330,599,4,2,2,0
331,600,4,2,2,0
332,601,4,2,2,0
333,602,4,2,2,0
334,603,4,2,2,0
335,604,6,2,4,0
336,605,3,1,2,0
337,606,3,1,2,0
338,607,3,1,2,0
339,608,8,2,6,0
340,609,6,2,4,0
341,610,6,2,4,0
342,611,6,2,4,0
343,612,6,2,4,0
344,613,6,2,4,0
345,614,4,2,2,0
346,615,4,2,2,0
347,637,6,2,4,0
348,647,4,2,2,0
349,648,3,1,2,0
350,649,3,1,2,0
351,650,3,1,2,0
352,651,3,1,2,0
353,652,6,2,4,0
354,653,6,2,4,0
355,654,6,2,4,0
356,655,6,2,4,0
357,656,6,2,4,0
358,657,6,2,4,0
359,658,4,2,2,0
360,659,4,2,2,0
361,660,4,2,2,0
362,661,4,2,2,0
363,662,6,2,4,0
364,663,4,2,2,0
365,664,4,2,2,0
366,665,6,2,4,0
367,666,4,2,2,0
368,667,6,2,4,0
369,668,4,2,2,0
370,669,4,2,2,0
371,670,3,1,2,0
372,671,3,1,2,0
373,672,3,1,2,0
374,673,3,1,2,0
375,674,3,1,2,0
376,675,3,1,2,0
377,676,6,2,4,0
378,677,6,2,4,0
379,678,6,2,4,0
380,679,3,1,2,0
381,706,6,2,4,0
382,707,4,2,2,0
383,708,6,2,4,0
384,709,6,2,4,0
385,710,6,2,4,0
386,711,6,2,4,0
387,712,6,4,2,0
388,713,4,2,2,0
389,714,4,2,2,0
390,715,4,2,2,0
391,716,4,2,2,0
392,717,4,2,2,0
393,718,4,2,2,0
394,719,4,2,2,0
395,720,4,2,2,0
396,721,4,2,2,0
397,722,4,2,2,0
398,723,4,2,2,0
399,724,4,2,2,0
400,725,4,2,2,0
401,726,4,2,2,0
402,727,4,2,2,0
403,728,4,2,2,0
404,729,4,2,2,0
405,730,4,2,2,0
406,731,4,2,2,0
407,732,4,2,2,0
408,733,4,2,2,0
409,734,4,2,2,0
410,735,4,2,2,0
411,736,3,1,2,0
412,737,3,1,2,0
413,738,3,1,2,0
414,739,3,1,2,0
415,740,3,1,2,0
416,741,3,1,2,0
417,742,3,1,2,0
418,743,3,1,2,0
419,744,3,1,2,0
420,745,3,1,2,0
421,746,5,2,3,0
422,747,8,2,6,0
423,748,8,2,6,0
424,749,6,2,4,0
425,750,6,2,4,0
426,751,6,2,4,0
427,752,6,2,4,0
428,753,6,2,4,0
429,754,6,2,4,0
430,755,6,2,4,0
431,756,6,2,4,0
432,757,6,2,4,0
433,758,6,2,4,0
434,759,6,2,4,0
435,760,4,2,2,0
436,761,4,2,2,0
437,800,6,2,4,0
438,811,4,2,2,0
439,812,4,2,2,0
440,813,6,2,4,0
441,814,6,2,4,0
442,815,6,2,4,0
443,816,6,2,4,0
444,817,6,2,4,0
445,818,6,4,2,0
446,819,4,2,2,0
447,820,4,2,2,0
448,821,4,2,2,0
449,822,4,2,2,0
450,823,4,2,2,0
451,824,4,2,2,0
452,825,4,2,2,0
453,826,4,2,2,0
454,827,4,2,2,0
455,828,4,2,2,0
456,829,4,2,2,0
457,830,4,2,2,0
458,831,4,2,2,0
459,832,4,2,2,0
460,833,4,2,2,0
461,834,4,2,2,0
462,835,4,2,2,0
463,836,6,2,4,0
464,837,6,2,4,0
465,838,6,2,4,0
466,839,6,2,4,0
467,840,6,2,4,0
468,841,6,2,4,0
469,842,6,2,4,0
470,843,4,2,2,0
471,844,5,1,4,0
472,845,4,2,2,0
473,846,3,1,2,0
474,847,3,1,2,0
475,848,3,1,2,0
476,877,6,2,4,0
477,878,6,2,4,0
478,879,5,2,3,0
479,893,6,2,4,0
480,894,6,2,4,0
481,895,6,2,4,0
482,896,6,2,4,0
483,897,4,2,2,0
484,898,4,2,2,0
485,899,4,2,2,0
486,900,4,2,2,0
487,901,4,2,2,0
488,902,4,2,2,0
489,903,4,2,2,0
490,904,4,2,2,0
491,905,4,2,2,0
492,906,3,1,2,0
493,907,3,1,2,0
494,908,8,2,6,0
495,909,6,2,4,0
496,910,6,2,4,0
497,911,6,2,4,0
498,912,6,2,4,0
499,913,6,2,4,0
500,914,6,2,4,0
501,915,6,2,4,0
502,916,6,2,4,0
503,917,6,2,4,0
504,918,6,2,4,0
505,919,6,2,4,0
506,920,6,2,4,0
507,921,5,1,4,0
508,922,5,1,4,0
509,923,4,2,2,0
510,924,4,2,2,0
511,925,4,2,2,0
512,945,6,2,4,0
513,957,3,1,2,0
514,958,3,1,2,0
515,959,3,1,2,0
516,960,3,1,2,0
517,961,3,1,2,0
518,962,6,2,4,0
519,963,4,2,2,0
520,964,4,2,2,0
521,965,4,2,2,0
522,966,4,2,2,0
523,967,4,2,2,0
524,968,4,2,2,0
525,969,4,2,2,0
526,970,5,2,3,0
527,971,4,2,2,0
528,972,4,2,2,0
529,973,4,2,2,0
530,974,4,2,2,0
531,975,4,2,2,0
532,976,4,2,2,0
533,977,4,2,2,0
534,978,6,2,4,0
535,979,4,2,2,0
536,980,4,2,2,0
537,981,4,2,2,0
538,982,3,1,2,0
539,983,3,1,2,0
540,984,3,1,2,0
541,985,3,1,2,0
542,986,3,1,2,0
543,987,3,1,2,0
544,988,3,1,2,0
545,989,3,1,2,0
546,990,3,1,2,0
547,991,3,1,2,0
548,992,3,1,2,0
549,993,3,1,2,0
550,994,8,2,6,0
551,995,8,2,6,0
552,996,6,2,4,0
553,997,6,2,4,0
554,998,6,2,4,0
555,999,7,2,5,0
556,1000,7,1,6,0
557,1001,6,2,4,0
558,1002,6,2,4,0
559,1003,6,2,4,0
560,1004,6,2,4,0
561,1005,8,2,6,0
562,1006,4,2,2,0
563,1007,4,2,2,0
564,1049,6,2,4,0
565,1050,6,2,4,0
566,1051,6,2,4,0
567,1052,6,2,4,0
568,1053,4,2,2,0
569,1054,4,2,2,0
570,1055,4,2,2,0
571,1056,4,2,2,0
572,1057,4,2,2,0
573,1058,4,2,2,0
574,1059,4,2,2,0
575,1060,4,2,2,0
576,1061,4,2,2,0
577,1062,4,2,2,0
578,1063,4,2,2,0
579,1064,4,2,2,0
580,1065,4,2,2,0
581,1066,4,2,2,0
582,1067,4,2,2,0
583,1068,4,2,2,0
584,1069,4,2,2,0
585,1070,4,2,2,0
586,1071,4,2,2,0
587,1072,3,1,2,0
588,1073,3,1,2,0
589,1074,3,1,2,0
590,1075,3,1,2,0
591,1076,3,2,1,0
592,1077,3,2,1,0
593,1078,7,2,5,0
594,1079,8,2,6,0
595,1080,6,2,4,0
596,1081,6,2,4,0
597,1082,6,2,4,0
598,1083,6,2,4,0
599,1084,5,2,3,0
600,1085,4,2,2,0
601,1086,6,1,5,0
602,1087,4,2,2,0
603,1124,8,2,6,0
604,1125,4,2,2,0
605,1126,8,2,6,0
606,1127,6,2,4,0
607,1128,6,2,4,0
608,1129,4,2,2,0
609,1130,4,2,2,0
610,1131,4,2,2,0
611,1132,4,2,2,0
612,1133,4,2,2,0
613,1134,4,2,2,0
614,1135,4,2,2,0
615,1136,4,2,2,0
616,1137,4,2,2,0
617,1138,4,2,2,0
618,1139,4,2,2,0
619,1140,4,2,2,0
620,1141,4,2,2,0
621,1142,5,2,3,0
622,1143,5,1,4,0
623,1144,4,2,2,0
624,1145,4,2,2,0
625,1146,3,1,2,0
626,1147,3,1,2,0
627,1148,3,1,2,0
628,1149,3,1,2,0
629,1150,3,1,2,0
630,1151,3,1,2,0
631,1152,3,1,2,0
632,1153,3,1,2,0
633,1154,3,1,2,0
634,1155,4,2,2,0
635,1156,10,2,8,0
636,1157,8,2,6,0
637,1158,8,2,6,0
638,1159,8,2,6,0
639,1160,6,2,4,0
640,1161,6,2,4,0
641,1162,6,2,4,0
642,1163,6,2,4,0
643,1164,6,2,4,0
644,1165,6,2,4,0
645,1166,6,2,4,0
646,1167,5,1,4,0
647,1168,5,2,3,0
648,1200,6,2,4,0
649,1201,6,2,4,0
650,1202,6,2,4,0
651,1203,6,2,4,0
652,1204,6,2,4,0
653,1205,6,2,4,0
654,1206,4,2,2,0
655,1207,4,2,2,0
656,1208,4,2,2,0
657,1209,4,2,2,0
658,1210,4,2,2,0
659,1211,4,2,2,0
660,1212,4,2,2,0
661,1213,4,2,2,0
662,1214,4,2,2,0
663,1215,4,2,2,0
664,1216,4,2,2,0
665,1217,4,2,2,0
666,1218,4,2,2,0
667,1219,4,2,2,0
668,1220,4,2,2,0
669,1221,4,2,2,0
670,1222,4,2,2,0
671,1223,4,2,2,0
672,1224,4,2,2,0
673,1225,4,2,2,0
674,1226,4,2,2,0
675,1227,4,2,2,0
676,1228,4,2,2,0
677,1229,3,1,2,0
678,1230,3,1,2,0
679,1231,3,1,2,0
680,1232,3,1,2,0
681,1233,3,1,2,0
682,1234,3,1,2,0
683,1235,3,1,2,0
684,1236,3,1,2,0
685,1237,3,1,2,0
686,1238,3,1,2,0
687,1239,3,1,2,0
688,1240,8,2,6,0
689,1241,8,2,6,0
690,1242,6,2,4,0
691,1243,6,2,4,0
692,1244,6,2,4,0
693,1245,6,2,4,0
694,1246,6,2,4,0
695,1247,6,2,4,0
696,1248,6,2,4,0
697,1249,6,2,4,0
698,1250,6,2,4,0
699,1251,6,2,4,0
700,1252,6,2,4,0
701,1253,6,2,4,0
702,1254,6,2,4,0
703,1255,4,2,2,0
704,1256,4,2,2,0
705,1307,3,1,2,0
706,1308,3,1,2,0
707,1309,3,1,2,0
708,1310,6,2,4,0
709,1311,6,2,4,0
710,1312,6,2,4,0
711,1313,4,2,2,0
712,1314,4,2,2,0
713,1315,4,2,2,0
714,1316,4,2,2,0
715,1317,4,2,2,0
716,1318,6,2,4,0
717,1319,4,2,2,0
718,1320,4,2,2,0
719,1321,4,2,2,0
720,1322,4,2,2,0
721,1323,4,2,2,0
722,1324,4,2,2,0
723,1325,4,2,2,0
724,1326,4,2,2,0
725,1327,4,2,2,0
726,1328,4,2,2,0
727,1329,4,2,2,0
728,1330,4,2,2,0
729,1331,4,2,2,0
730,1332,4,2,2,0
731,1333,4,2,2,0
732,1334,4,2,2,0
733,1335,4,2,2,0
734,1336,4,2,2,0
735,1337,3,1,2,0
736,1338,3,1,2,0
737,1339,4,2,2,0
738,1340,4,2,2,0
739,1341,4,2,2,0
740,1342,4,2,2,0
741,1343,4,2,2,0
742,1344,4,2,2,0
743,1345,4,1,3,0
744,1346,3,1,2,0
745,1347,3,1,2,0
746,1348,3,1,2,0
747,1349,3,1,2,0
748,1350,3,1,2,0
749,1351,3,1,2,0
750,1352,3,1,2,0
751,1353,3,1,2,0
752,1354,8,2,6,0
753,1355,6,2,4,0
754,1356,6,2,4,0
755,1357,6,2,4,0
756,1358,4,2,2,0
757,1359,4,2,2,0
758,1360,5,2,3,0
759,1413,4,2,2,0
760,1414,4,2,2,0
761,1415,4,2,2,0
762,1416,6,2,4,0
763,1417,7,2,5,0
764,1418,6,2,4,0
765,1419,6,2,4,0
766,1420,6,2,4,0
767,1421,4,2,2,0
768,1422,4,2,2,0
769,1423,4,2,2,0
770,1424,4,2,2,0
771,1425,4,2,2,0
772,1426,4,2,2,0
773,1427,4,2,2,0
774,1428,4,2,2,0
775,1429,4,2,2,0
776,1430,4,2,2,0
777,1431,4,2,2,0
778,1432,4,2,2,0
779,1433,4,2,2,0
780,1434,4,2,2,0
781,1435,4,2,2,0
782,1436,4,2,2,0
783,1437,4,2,2,0
784,1438,4,2,2,0
785,1439,4,2,2,0
786,1440,4,2,2,0
787,1441,4,2,2,0
788,1442,4,2,2,0
789,1443,4,2,2,0
790,1444,4,2,2,0
791,1445,4,2,2,0
792,1446,3,1,2,0
793,1447,3,1,2,0
794,1448,8,2,6,0
795,1449,8,2,6,0
796,1450,8,2,6,0
797,1451,6,2,4,0
798,1452,6,2,4,0
799,1453,6,2,4,0
800,1454,6,2,4,0
801,1455,6,2,4,0
802,1456,6,2,4,0
803,1457,6,2,4,0
804,1458,6,2,4,0
805,1497,4,2,2,0
806,1498,4,2,2,0
807,1499,6,2,4,0
808,1500,4,2,2,0
809,1501,4,2,2,0
810,1502,4,2,2,0
811,1503,4,2,2,0
812,1504,4,2,2,0
813,1505,4,2,2,0
814,1506,4,2,2,0
815,1507,4,2,2,0
816,1508,4,2,2,0
817,1509,4,2,2,0
818,1510,4,2,2,0
819,1511,4,2,2,0
820,1512,4,2,2,0
821,1513,4,2,2,0
822,1514,4,2,2,0
823,1515,4,2,2,0
824,1516,4,2,2,0
825,1517,4,2,2,0
826,1518,4,2,2,0
827,1519,4,2,2,0
828,1520,4,2,2,0
829,1521,4,2,2,0
830,1522,4,2,2,0
831,1523,4,2,2,0
832,1524,4,2,2,0
833,1525,3,1,2,0
834,1526,3,1,2,0
835,1527,3,1,2,0
836,1528,10,2,8,0
837,1529,9,2,7,0
838,1530,8,2,6,0
839,1531,8,2,6,0
840,1532,8,2,6,0
841,1533,8,2,6,0
842,1534,6,2,4,0
843,1535,6,2,4,0
844,1536,6,2,4,0
845,1537,6,2,4,0
846,1538,6,2,4,0
847,1539,6,2,4,0
848,1540,6,2,4,0
849,1541,6,2,4,0
850,1542,6,2,4,0
851,1543,5,2,3,0
852,1544,4,2,2,0
853,1591,6,2,4,0
854,1592,6,2,4,0
855,1593,6,2,4,0
856,1594,4,2,2,0
857,1595,4,2,2,0
858,1596,4,2,2,0
859,1597,4,2,2,0
860,1598,4,2,2,0
861,1599,4,2,2,0
862,1600,4,2,2,0
863,1601,4,2,2,0
864,1602,4,2,2,0
865,1603,4,2,2,0
866,1604,4,2,2,0
867,1605,4,2,2,0
868,1606,4,2,2,0
869,1607,4,2,2,0
870,1608,4,2,2,0
871,1609,4,2,2,0
872,1610,4,2,2,0
873,1611,4,2,2,0
874,1612,4,2,2,0
875,1613,4,2,2,0
876,1614,4,2,2,0
877,1615,4,2,2,0
878,1616,4,2,2,0
879,1617,3,1,2,0
880,1618,3,1,2,0
881,1619,3,1,2,0
882,1620,3,1,2,0
883,1621,3,1,2,0
884,1622,3,1,2,0
885,1623,3,1,2,0
886,1624,3,1,2,0
887,1625,3,1,2,0
888,1626,3,1,2,0
889,1627,3,1,2,0
890,1628,3,1,2,0
891,1629,3,1,2,0
892,1630,8,2,6,0
893,1631,8,2,6,0
894,1632,8,2,6,0
895,1633,8,2,6,0
896,1634,6,2,4,0
897,1635,6,2,4,0
898,1636,6,2,4,0
899,1637,6,2,4,0
900,1638,6,2,4,0
901,1639,6,2,4,0
902,1640,6,2,4,0
903,1641,6,2,4,0
904,1642,6,2,4,0
905,1643,6,2,4,0
906,1644,6,2,4,0
907,1645,4,2,2,0
908,1646,4,2,2,0
909,1689,8,2,6,0
910,1690,4,2,2,0
911,1691,4,2,2,0
912,1692,8,2,6,0
913,1693,6,2,4,0
914,1694,6,2,4,0
915,1695,6,2,4,0
916,1696,6,2,4,0
917,1697,6,2,4,0
918,1698,4,2,2,0
919,1699,4,2,2,0
920,1700,4,2,2,0
921,1701,4,2,2,0
922,1702,4,2,2,0
923,1703,4,2,2,0
924,1704,4,2,2,0
925,1705,4,2,2,0
926,1706,4,2,2,0
927,1707,4,2,2,0
928,1708,4,2,2,0
929,1709,4,2,2,0
930,1710,4,2,2,0
931,1711,4,2,2,0
932,1712,4,2,2,0
933,1713,3,2,1,0
934,1714,3,1,2,0
935,1715,3,1,2,0
936,1716,6,2,4,0
937,1717,6,2,4,0
938,1718,6,2,4,0
939,1719,4,2,2,0
940,1720,3,1,2,0
941,1721,3,1,2,0
942,1756,4,2,2,0
943,1757,6,2,4,0
944,1758,6,2,4,0
945,1759,6,2,4,0
946,1760,4,2,2,0
947,1761,4,2,2,0
948,1762,4,2,2,0
949,1763,4,2,2,0
950,1764,4,2,2,0
951,1765,4,2,2,0
952,1766,4,2,2,0
953,1767,4,2,2,0
954,1768,4,2,2,0
955,1769,4,2,2,0
956,1770,4,2,2,0
957,1771,4,2,2,0
958,1772,4,2,2,0
959,1773,4,2,2,0
960,1774,3,1,2,0
961,1775,3,1,2,0
962,1776,3,1,2,0
963,1777,3,1,2,0
964,1778,3,1,2,0
965,1779,3,1,2,0
966,1780,3,1,2,0
967,1781,3,1,2,0
968,1782,3,1,2,0
969,1783,8,2,6,0
970,1784,8,2,6,0
971,1785,8,2,6,0
972,1786,8,2,6,0
973,1787,6,2,4,0
974,1788,8,1,7,0
975,1789,6,2,4,0
976,1790,6,2,4,0
977,1791,6,2,4,0
978,1792,6,2,4,0
979,1793,6,2,4,0
980,1794,6,2,4,0
981,1795,6,2,4,0
982,1796,6,2,4,0
983,1797,6,2,4,0
984,1798,4,2,2,0
985,1827,4,2,2,0
986,1828,5,2,3,0
987,1829,4,2,2,0
988,1830,3,1,2,0
989,1831,6,2,4,0
990,1832,6,2,4,0
991,1833,6,2,4,0
992,1834,4,2,2,0
993,1835,4,2,2,0
994,1836,4,2,2,0
995,1837,4,2,2,0
996,1838,4,2,2,0
997,1839,4,2,2,0
998,1840,4,2,2,0
999,1841,4,2,2,0
1000,1842,6,2,4,0
1001,1843,4,2,2,0
1002,1844,4,2,2,0
1003,1845,4,2,2,0
1004,1846,4,2,2,0
1005,1847,4,2,2,0
1006,1848,4,2,2,0
1007,1849,7,4,3,0
1008,1850,5,2,3,0
1009,1851,4,2,2,0
1010,1852,3,1,2,0
1011,1853,3,1,2,0
1012,1854,3,1,2,0
1013,1855,3,1,2,0
1014,1856,3,1,2,0
1015,1857,3,1,2,0
1016,1858,3,1,2,0
1017,1859,5,1,4,0
1018,1860,3,1,2,0
1019,1861,3,1,2,0
1020,1862,3,1,2,0
1021,1863,3,1,2,0
1022,1864,3,1,2,0
1023,1865,7,2,5,0
1024,1866,6,2,4,0
1025,1867,6,2,4,0
1026,1868,6,2,4,0
1027,1869,5,1,4,0
1028,1870,5,1,4,0
1029,1871,4,2,2,0
1030,1872,4,2,2,0
1031,1905,3,1,2,0
1032,1906,6,2,4,0
1033,1907,6,2,4,0
1034,1908,4,2,2,0
1035,1909,4,2,2,0
1036,1910,4,2,2,0
1037,1911,4,2,2,0
1038,1912,4,2,2,0
1039,1913,4,2,2,0
1040,1914,4,2,2,0
1041,1915,7,4,3,0
1042,1916,6,2,4,0
1043,1917,4,2,2,0
1044,1918,4,2,2,0
1045,1919,4,2,2,0
1046,1920,4,2,2,0
1047,1921,4,2,2,0
1048,1922,4,2,2,0
1049,1923,4,2,2,0
1050,1924,4,2,2,0
1051,1925,3,1,2,0
1052,1926,8,2,6,0
1053,1927,6,2,4,0
1054,1928,4,2,2,0
1055,1929,8,2,6,0
1056,1930,6,2,4,0
1057,1931,6,2,4,0
1058,1932,5,2,3,0
1059,1933,4,2,2,0
1060,1953,3,1,2,0
1061,1954,3,1,2,0
1062,1955,3,1,2,0
1063,1956,3,1,2,0
1064,1957,7,4,3,0
1065,1958,8,2,6,0
1066,1959,5,2,3,0
1067,1960,4,2,2,0
1068,1961,6,2,4,0
1069,1962,4,2,2,0
1070,1963,4,2,2,0
1071,1964,4,2,2,0
1072,1965,4,2,2,0
1073,1966,4,2,2,0
1074,1967,5,2,3,0
1075,1968,4,2,2,0
1076,1969,4,2,2,0
1077,1970,4,2,2,0
1078,1971,4,2,2,0
1079,1972,4,2,2,0
1080,1973,3,2,1,0
1081,1974,3,2,1,0
1082,1975,3,1,2,0
1083,1976,3,1,2,0
1084,1977,6,2,4,0
1085,1978,6,2,4,0
1086,1979,6,2,4,0
1087,1980,8,2,6,0
1088,2005,3,1,2,0
1089,2006,3,1,2,0
1090,2007,3,1,2,0
1091,2008,6,2,4,0
1092,2009,4,2,2,0
1093,2010,4,2,2,0
1094,2011,4,2,2,0
1095,2012,6,2,4,0
1096,2013,4,2,2,0
1097,2014,4,2,2,0
1098,2015,4,2,2,0
1099,2016,4,2,2,0
1100,2017,4,2,2,0
1101,2018,4,2,2,0
1102,2019,4,2,2,0
1103,2020,5,2,3,0
1104,2021,4,2,2,0
1105,2022,4,1,3,0
1106,2023,3,1,2,0
1107,2024,3,1,2,0
