q,p,fsz,nc,uc,level
178,471,6,2,4,0
179,472,6,2,4,0
180,473,6,2,4,0
181,474,6,2,4,0
182,475,6,2,4,0
183,476,6,2,4,0
184,477,4,2,2,0
185,478,4,2,2,0
186,514,4,2,2,0
187,515,4,2,2,0
188,516,4,2,2,0
189,517,4,2,2,0
190,518,4,2,2,0
191,519,4,2,2,0
192,520,4,2,2,0
193,521,4,2,2,0
194,522,4,2,2,0
195,523,4,2,2,0
196,524,4,2,2,0
197,525,4,2,2,0
198,526,4,2,2,0
199,527,4,2,2,0
200,528,4,2,2,0
201,529,4,2,2,0
202,530,4,2,2,0
203,531,4,2,2,0
204,532,4,2,2,0
205,533,4,2,2,0
206,534,4,2,2,0
207,535,4,2,2,0
208,536,4,2,2,0
209,537,4,2,2,0
210,538,4,2,2,0
211,539,4,2,2,0
212,540,4,2,2,0
213,541,4,2,2,0
214,542,4,2,2,0
215,543,4,2,2,0
216,544,4,2,2,0
217,545,4,2,2,0
218,546,4,2,2,0
219,547,6,2,4,0
220,548,6,2,4,0
221,549,6,2,4,0
222,550,6,2,4,0
223,551,6,2,4,0
224,552,4,2,2,0
225,553,4,2,2,0
226,554,4,2,2,0
227,555,4,2,2,0
228,556,4,2,2,0
229,850,8,2,6,0
230,851,8,2,6,0
231,852,4,2,2,0
232,853,4,2,2,0
233,854,4,2,2,0
234,855,4,2,2,0
235,856,4,2,2,0
236,857,4,2,2,0
237,858,4,2,2,0
238,859,4,2,2,0
239,860,4,2,2,0
240,861,4,2,2,0
241,862,4,2,2,0
242,863,4,2,2,0
243,864,4,2,2,0
244,865,4,2,2,0
245,866,4,2,2,0
246,867,4,2,2,0
247,868,4,2,2,0
248,869,4,2,2,0
249,870,4,2,2,0
250,871,4,2,2,0
251,872,4,2,2,0
252,873,4,2,2,0
253,874,4,2,2,0
254,875,4,2,2,0
255,876,4,2,2,0
256,877,4,2,2,0
257,878,4,2,2,0
258,879,4,2,2,0
259,880,4,2,2,0
260,881,4,2,2,0
261,882,4,2,2,0
262,883,4,2,2,0
263,884,4,2,2,0
264,885,6,2,4,0
265,886,6,2,4,0
266,887,6,2,4,0
267,888,4,2,2,0
268,889,4,2,2,0
269,890,4,2,2,0
270,918,4,2,2,0
271,919,4,2,2,0
272,920,4,2,2,0
273,921,4,2,2,0
274,922,4,2,2,0
275,923,4,2,2,0
276,924,4,2,2,0
277,925,4,2,2,0
278,926,4,2,2,0
279,927,4,2,2,0
280,928,4,2,2,0
281,929,4,2,2,0
282,930,4,2,2,0
283,931,4,2,2,0
284,932,4,2,2,0
285,933,4,2,2,0
286,934,4,2,2,0
287,935,4,2,2,0
288,936,4,2,2,0
289,937,4,2,2,0
290,938,4,2,2,0
291,939,4,2,2,0
292,940,4,2,2,0
293,941,4,2,2,0
294,942,4,2,2,0
295,943,4,2,2,0
296,944,4,2,2,0
297,945,4,2,2,0
298,946,4,2,2,0
299,947,4,2,2,0
300,948,4,2,2,0
301,949,4,2,2,0
302,950,4,2,2,0
303,951,4,2,2,0
304,952,4,2,2,0
305,953,4,2,2,0
306,954,4,2,2,0
307,955,4,2,2,0
308,956,4,2,2,0
309,957,4,2,2,0
310,958,4,2,2,0
311,959,4,2,2,0
312,960,4,2,2,0
313,961,4,2,2,0
314,962,4,2,2,0
315,963,4,2,2,0
316,964,4,2,2,0
317,965,6,2,4,0
318,966,6,2,4,0
319,967,6,2,4,0
320,968,6,2,4,0
321,969,6,2,4,0
322,970,6,2,4,0
323,971,6,2,4,0
324,972,6,2,4,0
325,973,4,2,2,0
326,1007,4,2,2,0
327,1008,4,2,2,0
328,1009,4,2,2,0
329,1010,4,2,2,0
330,1011,4,2,2,0
331,1012,4,2,2,0
332,1013,4,2,2,0
333,1014,4,2,2,0
334,1015,4,2,2,0
335,1016,4,2,2,0
336,1017,4,2,2,0
337,1018,4,2,2,0
338,1019,4,2,2,0
339,1020,4,2,2,0
340,1021,4,2,2,0
341,1022,4,2,2,0
342,1023,4,2,2,0
343,1024,4,2,2,0
344,1025,4,2,2,0
345,1026,4,2,2,0
346,1027,4,2,2,0
347,1028,4,2,2,0
348,1029,4,2,2,0
349,1030,4,2,2,0
350,1031,4,2,2,0
351,1032,4,2,2,0
352,1033,4,2,2,0
353,1034,4,2,2,0
354,1035,4,2,2,0
355,1036,4,2,2,0
356,1037,4,2,2,0
357,1038,4,2,2,0
358,1039,4,2,2,0
359,1040,4,2,2,0
360,1041,4,2,2,0
361,1042,4,2,2,0
362,1043,6,2,4,0
363,1044,6,2,4,0
364,1045,6,2,4,0
365,1046,6,2,4,0
366,1047,6,2,4,0
367,1048,6,2,4,0
368,1049,4,2,2,0
369,1050,4,2,2,0
370,1077,4,2,2,0
371,1078,4,2,2,0
372,1079,4,2,2,0
373,1080,4,2,2,0
374,1081,4,2,2,0
375,1082,4,2,2,0
376,1083,4,2,2,0
377,1084,4,2,2,0
378,1085,4,2,2,0
379,1086,4,2,2,0
380,1087,4,2,2,0
381,1088,4,2,2,0
382,1089,4,2,2,0
383,1090,4,2,2,0
384,1091,4,2,2,0
385,1092,4,2,2,0
386,1093,4,2,2,0
387,1094,4,2,2,0
388,1095,4,2,2,0
389,1096,4,2,2,0
390,1097,4,2,2,0
391,1098,4,2,2,0
392,1099,4,2,2,0
393,1100,4,2,2,0
394,1101,4,2,2,0
395,1102,4,2,2,0
396,1103,4,2,2,0
397,1104,4,2,2,0
398,1105,4,2,2,0
399,1106,4,2,2,0
400,1107,4,2,2,0
401,1108,4,2,2,0
402,1109,4,2,2,0
403,1110,4,2,2,0
404,1111,4,2,2,0
405,1112,4,2,2,0
406,1113,4,2,2,0
407,1114,4,2,2,0
408,1115,4,2,2,0
409,1116,4,2,2,0
410,1117,4,2,2,0
411,1118,4,2,2,0
412,1119,4,2,2,0
413,1120,6,2,4,0
414,1121,6,2,4,0
415,1122,6,2,4,0
416,1123,6,2,4,0
417,1124,6,2,4,0
418,1125,6,2,4,0
419,1126,6,2,4,0
420,1127,8,2,6,0
421,1128,4,2,2,0
422,1129,4,2,2,0
423,1130,4,2,2,0
424,585,8,2,6,0
425,586,4,2,2,0
426,587,4,2,2,0
427,588,4,2,2,0
428,589,4,2,2,0
429,590,4,2,2,0
430,591,4,2,2,0
431,592,4,2,2,0
432,593,4,2,2,0
433,594,4,2,2,0
434,595,4,2,2,0
435,596,4,2,2,0
436,597,4,2,2,0
437,598,4,2,2,0
438,599,4,2,2,0
439,600,4,2,2,0
440,601,4,2,2,0
441,602,4,2,2,0
442,603,4,2,2,0
443,604,4,2,2,0
444,605,4,2,2,0
445,606,4,2,2,0
446,607,4,2,2,0
447,608,4,2,2,0
448,609,4,2,2,0
449,610,4,2,2,0
450,611,4,2,2,0
451,612,4,2,2,0
452,613,4,2,2,0
453,614,4,2,2,0
454,615,4,2,2,0
455,616,6,2,4,0
456,617,6,2,4,0
457,618,6,2,4,0
458,619,6,2,4,0
459,620,4,2,2,0
460,621,4,2,2,0
461,622,4,2,2,0
462,623,4,2,2,0
463,624,4,2,2,0
464,625,4,2,2,0
465,626,4,2,2,0
466,627,4,2,2,0
467,658,4,2,2,0
468,659,4,2,2,0
469,660,4,2,2,0
470,661,4,2,2,0
471,662,4,2,2,0
472,663,4,2,2,0
473,664,4,2,2,0
474,665,4,2,2,0
475,666,4,2,2,0
476,667,4,2,2,0
477,668,4,2,2,0
478,669,4,2,2,0
479,670,4,2,2,0
480,671,4,2,2,0
481,672,4,2,2,0
482,673,4,2,2,0
483,674,4,2,2,0
484,675,4,2,2,0
485,676,4,2,2,0
486,677,4,2,2,0
487,678,4,2,2,0
488,679,4,2,2,0
489,680,4,2,2,0
490,681,4,2,2,0
491,682,4,2,2,0
492,683,4,2,2,0
493,684,4,2,2,0
494,685,4,2,2,0
495,686,4,2,2,0
496,687,4,2,2,0
497,688,4,2,2,0
498,689,4,2,2,0
499,690,4,2,2,0
500,691,4,2,2,0
501,692,4,2,2,0
502,693,4,2,2,0
503,694,4,2,2,0
504,695,4,2,2,0
505,696,4,2,2,0
506,697,4,2,2,0
507,698,4,2,2,0
508,699,4,2,2,0
509,700,4,2,2,0
510,701,4,2,2,0
511,702,4,2,2,0
512,703,6,2,4,0
513,704,6,2,4,0
514,705,6,2,4,0
515,706,6,2,4,0
516,707,6,2,4,0
517,708,6,2,4,0
518,709,6,2,4,0
519,710,6,2,4,0
520,711,4,2,2,0
521,743,4,2,2,0
522,744,4,2,2,0
523,745,4,2,2,0
524,746,4,2,2,0
525,747,4,2,2,0
526,748,4,2,2,0
527,749,4,2,2,0
528,750,4,2,2,0
529,751,4,2,2,0
530,752,4,2,2,0
531,753,4,2,2,0
532,754,4,2,2,0
533,755,4,2,2,0
534,756,4,2,2,0
535,757,4,2,2,0
536,758,4,2,2,0
537,759,4,2,2,0
538,760,4,2,2,0
539,761,4,2,2,0
540,762,4,2,2,0
541,763,4,2,2,0
542,764,4,2,2,0
543,765,4,2,2,0
544,766,4,2,2,0
545,767,4,2,2,0
546,768,4,2,2,0
547,769,4,2,2,0
548,770,4,2,2,0
549,771,4,2,2,0
550,772,4,2,2,0
551,773,4,2,2,0
552,774,4,2,2,0
553,775,4,2,2,0
554,776,4,2,2,0
555,777,4,2,2,0
556,778,4,2,2,0
557,779,4,2,2,0
558,780,4,2,2,0
559,781,4,2,2,0
560,782,4,2,2,0
561,783,4,2,2,0
562,784,4,2,2,0
563,785,4,2,2,0
564,786,4,2,2,0
565,787,4,2,2,0
566,788,4,2,2,0
567,789,4,2,2,0
568,790,4,2,2,0
569,791,4,2,2,0
570,792,4,2,2,0
571,793,4,2,2,0
572,794,6,2,4,0
573,795,6,2,4,0
574,796,8,2,6,0
575,797,6,2,4,0
576,798,6,2,4,0
577,799,6,2,4,0
578,800,6,2,4,0
579,801,6,2,4,0
580,802,4,2,2,0
581,803,4,2,2,0
582,804,4,2,2,0
583,805,4,2,2,0
584,806,4,2,2,0
585,269,4,2,2,0
586,270,4,2,2,0
587,271,4,2,2,0
588,272,4,2,2,0
589,273,4,2,2,0
590,274,4,2,2,0
591,275,4,2,2,0
592,276,4,2,2,0
593,277,4,2,2,0
594,278,4,2,2,0
595,279,4,2,2,0
596,280,4,2,2,0
597,281,4,2,2,0
598,282,4,2,2,0
599,283,4,2,2,0
600,284,4,2,2,0
601,285,4,2,2,0
602,286,4,2,2,0
603,287,4,2,2,0
604,288,4,2,2,0
605,289,4,2,2,0
606,290,4,2,2,0
607,291,4,2,2,0
608,292,4,2,2,0
609,293,4,2,2,0
610,294,4,2,2,0
611,295,4,2,2,0
612,296,4,2,2,0
613,297,4,2,2,0
614,298,4,2,2,0
615,299,4,2,2,0
616,300,4,2,2,0
617,301,4,2,2,0
618,302,4,2,2,0
619,303,4,2,2,0
620,304,4,2,2,0
621,305,6,2,4,0
622,306,6,2,4,0
623,307,6,2,4,0
624,308,6,2,4,0
625,309,8,2,6,0
626,338,4,2,2,0
627,339,4,2,2,0
628,340,4,2,2,0
629,341,4,2,2,0
630,342,4,2,2,0
631,343,4,2,2,0
632,344,4,2,2,0
633,345,4,2,2,0
634,346,4,2,2,0
635,347,4,2,2,0
636,348,4,2,2,0
637,349,4,2,2,0
638,350,4,2,2,0
639,351,4,2,2,0
640,352,4,2,2,0
641,353,4,2,2,0
642,354,4,2,2,0
643,355,4,2,2,0
644,356,4,2,2,0
645,357,4,2,2,0
646,358,4,2,2,0
647,359,4,2,2,0
648,360,4,2,2,0
649,361,4,2,2,0
650,362,4,2,2,0
651,363,4,2,2,0
652,364,4,2,2,0
653,365,4,2,2,0
654,366,4,2,2,0
655,367,4,2,2,0
656,368,4,2,2,0
657,369,4,2,2,0
658,370,4,2,2,0
659,371,4,2,2,0
660,372,4,2,2,0
661,373,4,2,2,0
662,374,4,2,2,0
663,375,4,2,2,0
664,376,4,2,2,0
665,377,4,2,2,0
666,378,4,2,2,0
667,379,4,2,2,0
668,380,4,2,2,0
669,381,4,2,2,0
670,382,4,2,2,0
671,383,4,2,2,0
672,384,6,2,4,0
673,385,6,2,4,0
674,386,6,2,4,0
675,387,6,2,4,0
676,388,6,2,4,0
677,389,6,2,4,0
678,390,6,2,4,0
679,391,6,2,4,0
680,392,6,2,4,0
681,393,4,2,2,0
682,394,4,2,2,0
683,140,4,2,2,0
684,141,4,2,2,0
685,142,4,2,2,0
686,143,4,2,2,0
687,144,4,2,2,0
688,145,4,2,2,0
689,146,4,2,2,0
690,147,4,2,2,0
691,148,4,2,2,0
692,149,4,2,2,0
693,150,4,2,2,0
694,151,4,2,2,0
695,152,4,2,2,0
696,153,4,2,2,0
697,154,4,2,2,0
698,155,4,2,2,0
699,156,4,2,2,0
700,157,4,2,2,0
701,158,4,2,2,0
702,159,4,2,2,0
703,160,4,2,2,0
704,161,4,2,2,0
705,162,4,2,2,0
706,163,4,2,2,0
707,164,4,2,2,0
708,165,4,2,2,0
709,166,4,2,2,0
710,167,4,2,2,0
711,170,6,2,4,0
712,171,6,2,4,0
713,172,6,2,4,0
714,173,6,2,4,0
715,174,6,2,4,0
716,36,4,2,2,1
717,37,4,2,2,1
718,38,4,2,2,1
719,39,10,2,8,1
720,40,4,2,2,1
721,41,6,2,4,1
722,42,6,2,4,1
723,43,6,2,4,1
724,44,4,2,2,1
725,45,6,2,4,1
726,107,4,2,2,1
727,108,4,2,2,1
728,109,4,2,2,1
729,110,6,2,4,1
730,111,4,2,2,1
731,112,4,2,2,1
732,113,4,2,2,1
733,114,4,2,2,1
734,115,6,2,4,1
735,116,6,2,4,1
736,117,6,2,4,1
737,118,6,2,4,1
738,175,4,2,2,1
739,176,6,2,4,1
740,185,6,2,4,1
741,244,4,2,2,1
742,245,4,2,2,1
743,246,4,2,2,1
744,247,6,2,4,1
745,248,4,2,2,1
746,249,4,2,2,1
747,250,4,2,2,1
748,251,4,2,2,1
749,252,6,2,4,1
750,253,6,2,4,1
751,254,6,2,4,1
752,255,6,2,4,1
753,479,8,2,6,1
754,480,4,2,2,1
755,481,4,2,2,1
756,482,4,2,2,1
757,483,4,2,2,1
758,484,4,2,2,1
759,485,4,2,2,1
760,486,6,2,4,1
761,487,6,2,4,1
762,488,6,2,4,1
763,489,4,2,2,1
764,490,6,2,4,1
765,491,6,2,4,1
766,557,4,2,2,1
767,558,4,2,2,1
768,559,4,2,2,1
769,560,4,2,2,1
770,561,4,2,2,1
771,562,6,2,4,1
772,563,6,2,4,1
773,564,6,2,4,1
774,565,6,2,4,1
775,566,4,2,2,1
776,567,4,2,2,1
777,891,4,2,2,1
778,892,6,2,4,1
779,893,4,2,2,1
780,894,4,2,2,1
781,895,4,2,2,1
782,896,12,2,10,1
783,897,6,2,4,1
784,898,6,2,4,1
785,899,4,2,2,1
786,900,4,2,2,1
787,974,4,2,2,1
788,975,4,2,2,1
789,976,4,2,2,1
790,977,4,2,2,1
791,978,4,2,2,1
792,979,6,2,4,1
793,980,4,2,2,1
794,981,4,2,2,1
795,982,4,2,2,1
796,983,4,2,2,1
797,984,6,2,4,1
798,985,6,2,4,1
799,986,6,2,4,1
800,987,6,2,4,1
801,988,6,2,4,1
802,989,6,2,4,1
803,1051,4,2,2,1
804,1052,4,2,2,1
805,1053,4,2,2,1
806,1054,4,2,2,1
807,1055,4,2,2,1
808,1056,4,2,2,1
809,1057,4,2,2,1
810,1058,6,2,4,1
811,1059,6,2,4,1
812,1060,6,2,4,1
813,1061,6,2,4,1
814,1131,4,2,2,1
815,1132,4,2,2,1
816,1133,4,2,2,1
817,1134,4,2,2,1
818,1135,4,2,2,1
819,1136,4,2,2,1
820,1137,4,2,2,1
821,1138,4,2,2,1
822,1139,6,2,4,1
823,1140,6,2,4,1
824,1141,6,2,4,1
825,1142,6,2,4,1
826,1143,8,2,6,1
827,1144,6,2,4,1
828,628,4,2,2,1
829,629,4,2,2,1
830,630,4,2,2,1
831,631,4,2,2,1
832,632,4,2,2,1
833,633,10,2,8,1
834,634,4,2,2,1
835,635,6,2,4,1
836,636,6,2,4,1
837,637,4,2,2,1
838,712,4,2,2,1
839,713,4,2,2,1
840,714,4,2,2,1
841,715,4,2,2,1
842,716,4,2,2,1
843,717,6,2,4,1
844,718,4,2,2,1
845,719,4,2,2,1
846,720,4,2,2,1
847,721,6,2,4,1
848,722,6,2,4,1
849,723,6,2,4,1
850,724,6,2,4,1
851,725,6,2,4,1
852,807,4,2,2,1
853,808,4,2,2,1
854,809,4,2,2,1
855,810,4,2,2,1
856,811,4,2,2,1
857,812,4,2,2,1
858,813,4,2,2,1
859,814,4,2,2,1
860,815,6,2,4,1
861,816,6,2,4,1
862,817,6,2,4,1
863,818,6,2,4,1
864,819,6,2,4,1
865,820,8,2,6,1
866,821,4,2,2,1
867,822,4,2,2,1
868,310,4,2,2,1
869,311,4,2,2,1
870,312,4,2,2,1
871,313,4,2,2,1
872,314,6,2,4,1
873,315,4,2,2,1
874,316,4,2,2,1
875,317,6,2,4,1
876,318,6,2,4,1
877,319,6,2,4,1
878,320,10,2,8,1
879,395,4,2,2,1
880,396,4,2,2,1
881,397,4,2,2,1
882,398,4,2,2,1
883,399,6,2,4,1
884,400,4,2,2,1
885,401,4,2,2,1
886,402,4,2,2,1
887,403,4,2,2,1
888,404,4,2,2,1
889,405,6,2,4,1
890,406,6,2,4,1
891,407,6,2,4,1
892,408,6,2,4,1
893,409,6,2,4,1
894,177,4,2,2,1
895,178,4,2,2,1
896,179,4,2,2,1
897,180,4,2,2,1
898,181,4,2,2,1
899,182,6,2,4,1
900,183,6,2,4,1
901,184,6,2,4,1
902,46,4,2,2,2
903,47,4,2,2,2
904,48,4,2,2,2
905,49,4,2,2,2
906,50,6,2,4,2
907,51,10,2,8,2
908,52,6,2,4,2
909,53,6,2,4,2
910,119,4,2,2,2
911,120,4,2,2,2
912,121,6,2,4,2
913,122,6,2,4,2
914,123,6,2,4,2
915,124,6,2,4,2
916,125,4,2,2,2
917,126,4,2,2,2
918,189,6,2,4,2
919,256,4,2,2,2
920,257,4,2,2,2
921,258,6,2,4,2
922,259,6,2,4,2
923,260,4,2,2,2
924,261,6,2,4,2
925,262,6,4,2,2
926,492,4,2,2,2
927,493,4,2,2,2
928,494,4,2,2,2
929,495,4,2,2,2
930,496,4,2,2,2
931,497,6,2,4,2
932,498,6,2,4,2
933,499,6,2,4,2
934,500,4,2,2,2
935,568,4,2,2,2
936,569,4,2,2,2
937,570,4,2,2,2
938,571,6,2,4,2
939,572,4,2,2,2
940,573,6,2,4,2
941,574,6,2,4,2
942,575,6,2,4,2
943,576,4,2,2,2
944,901,6,2,4,2
945,902,4,2,2,2
946,903,4,2,2,2
947,904,4,2,2,2
948,905,4,2,2,2
949,906,4,2,2,2
950,907,4,2,2,2
951,908,6,2,4,2
952,990,4,2,2,2
953,991,4,2,2,2
954,992,6,2,4,2
955,993,6,2,4,2
956,994,6,2,4,2
957,995,6,2,4,2
958,996,4,2,2,2
959,997,6,2,4,2
960,998,4,2,2,2
961,1062,4,2,2,2
962,1063,4,2,2,2
963,1064,6,2,4,2
964,1065,4,2,2,2
965,1066,4,2,2,2
966,1067,6,2,4,2
967,1068,6,2,4,2
968,1069,6,2,4,2
969,1145,4,2,2,2
970,1146,4,2,2,2
971,1147,4,2,2,2
972,1148,4,2,2,2
973,1149,4,2,2,2
974,1150,6,2,4,2
975,1151,6,2,4,2
976,1152,6,2,4,2
977,1153,6,2,4,2
978,1154,6,2,4,2
979,638,4,2,2,2
980,639,4,2,2,2
981,640,4,2,2,2
982,641,4,2,2,2
983,642,6,2,4,2
984,643,4,2,2,2
985,654,4,2,2,2
986,726,4,2,2,2
987,727,4,2,2,2
988,728,4,2,2,2
989,729,6,2,4,2
990,730,4,2,2,2
991,731,6,2,4,2
992,732,6,2,4,2
993,733,6,2,4,2
994,823,4,2,2,2
995,824,4,2,2,2
996,825,4,2,2,2
997,826,4,2,2,2
998,827,4,2,2,2
999,828,4,2,2,2
1000,829,4,2,2,2
1001,830,4,2,2,2
1002,831,6,2,4,2
1003,832,6,2,4,2
1004,833,6,2,4,2
1005,834,6,2,4,2
1006,835,6,2,4,2
1007,321,4,2,2,2
1008,322,4,2,2,2
1009,323,6,2,4,2
1010,324,10,2,8,2
1011,325,4,2,2,2
1012,326,4,2,2,2
1013,327,6,2,4,2
1014,328,6,2,4,2
1015,329,6,2,4,2
1016,410,4,2,2,2
1017,411,4,2,2,2
1018,412,4,2,2,2
1019,413,6,2,4,2
1020,414,6,2,4,2
1021,415,6,2,4,2
1022,416,6,2,4,2
1023,417,4,2,2,2
1024,418,6,4,2,2
1025,186,4,2,2,2
1026,187,4,2,2,2
1027,188,4,2,2,2
1028,190,6,2,4,2
1029,191,6,2,4,2
1030,54,4,2,2,3
1031,55,4,2,2,3
1032,56,4,2,2,3
1033,57,10,2,8,3
1034,127,4,2,2,3
1035,128,4,2,2,3
1036,129,4,2,2,3
1037,192,4,2,2,3
1038,263,4,2,2,3
1039,264,4,2,2,3
1040,265,4,2,2,3
1041,501,4,2,2,3
1042,502,4,2,2,3
1043,503,4,2,2,3
1044,504,4,2,2,3
1045,505,6,2,4,3
1046,509,4,2,2,3
1047,577,4,2,2,3
1048,578,6,2,4,3
1049,579,4,2,2,3
1050,580,4,2,2,3
1051,909,4,2,2,3
1052,910,4,2,2,3
1053,911,6,2,4,3
1054,912,4,2,2,3
1055,999,4,2,2,3
1056,1000,4,2,2,3
1057,1001,4,2,2,3
1058,1002,4,2,2,3
1059,1003,6,2,4,3
1060,1070,4,2,2,3
1061,1071,6,2,4,3
1062,1072,4,2,2,3
1063,1073,4,2,2,3
1064,1155,4,2,2,3
1065,1156,4,2,2,3
1066,1157,4,2,2,3
1067,1158,4,2,2,3
1068,1159,4,2,2,3
1069,644,4,2,2,3
1070,645,4,2,2,3
1071,646,4,2,2,3
1072,647,4,2,2,3
1073,734,4,2,2,3
1074,735,4,2,2,3
1075,736,4,2,2,3
1076,737,4,2,2,3
1077,740,4,2,2,3
1078,836,4,2,2,3
1079,837,4,2,2,3
1080,838,4,2,2,3
1081,839,4,2,2,3
1082,840,4,2,2,3
1083,841,6,2,4,3
1084,842,4,2,2,3
1085,843,6,2,4,3
1086,330,4,2,2,3
1087,331,4,2,2,3
1088,332,6,2,4,3
1089,333,4,2,2,3
1090,334,6,2,4,3
1091,419,4,2,2,3
1092,420,4,2,2,3
1093,421,4,2,2,3
1094,422,6,2,4,3
1095,193,4,2,2,3
1096,194,4,2,2,3
1097,195,4,2,2,3
1098,58,4,2,2,4
1099,59,4,2,2,4
1100,60,12,2,10,4
1101,130,4,2,2,4
1102,131,4,2,2,4
1103,266,4,2,2,4
1104,267,4,2,2,4
1105,506,4,2,2,4
1106,507,6,2,4,4
1107,508,6,2,4,4
1108,581,6,4,2,4
1109,582,4,2,2,4
1110,913,4,2,2,4
1111,914,4,2,2,4
1112,915,4,2,2,4
1113,916,4,2,2,4
1114,1004,4,2,2,4
1115,1005,4,2,2,4
1116,1074,6,4,2,4
1117,1075,4,2,2,4
1118,1160,4,2,2,4
1119,1161,4,2,2,4
1120,1162,4,2,2,4
1121,1163,4,2,2,4
1122,648,4,2,2,4
1123,649,4,2,2,4
1124,650,4,2,2,4
1125,651,4,2,2,4
1126,738,4,2,2,4
1127,739,8,4,4,4
1128,844,4,2,2,4
1129,845,4,2,2,4
1130,846,4,2,2,4
1131,847,4,2,2,4
1132,335,4,2,2,4
1133,336,4,2,2,4
1134,423,4,2,2,4
1135,424,4,2,2,4
1136,425,4,2,2,4
1137,196,4,2,2,4
